"trial","gen","n","gbar","zbar","wbar","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
1,1,20,0.39,0.491965818491734,0.970643385831698,0.24,0.24,0.25535,20,0,TRUE,5,TRUE
1,2,14,0.242857142857143,0.596476312365553,1.06598953624333,0.24,0.24,0.248673469387755,20,0,TRUE,5,TRUE
1,3,18,0.277777777777778,0.172598309939642,0.860079466361407,0.24,0.24,0.238827160493827,20,0,TRUE,5,TRUE
1,4,15,0.0933333333333333,-0.021123296746365,0.725650204599679,0.24,0.24,0.233955555555556,20,0,TRUE,5,TRUE
1,5,3,-0.333333333333333,-0.680672889692005,0.406513875969711,0.28,0.24,0.195555555555556,20,0,TRUE,5,TRUE
2,1,20,0.01,-0.183451097986319,0.724000192234229,0.24,0.24,0.257,20,0,TRUE,8,TRUE
2,2,21,-0.0666666666666667,0.0645202486173249,0.779684160437849,0.24,0.24,0.248526077097506,20,0,TRUE,8,TRUE
2,3,23,-0.0521739130434783,-0.347213145896532,0.591716284870251,0.24,0.24,0.237315689981096,20,0,TRUE,8,TRUE
2,4,15,-0.04,0.124202278966681,0.795218092588812,0.24,0.24,0.232533333333333,20,0,TRUE,8,TRUE
2,5,18,-0.155555555555556,-0.561951162684709,0.504761401275933,0.24,0.24,0.233827160493827,20,0,TRUE,8,TRUE
2,6,9,-0.0444444444444444,-0.0785143277753085,0.721469414899715,0.28,0.24,0.199259259259259,20,0,TRUE,8,TRUE
2,7,6,-0.1,-0.0672122156423613,0.703205874527593,0.28,0.28,0.157222222222222,20,0,TRUE,8,TRUE
2,8,2,0.3,1.12086882186935,1.3714922440007,0.36,0.32,0.135,20,0,TRUE,8,TRUE
3,1,20,0.36,0.321677511827007,0.937253462984524,0.24,0.24,0.257,20,0,TRUE,3,TRUE
3,2,16,-0.1,-0.402816974755538,0.580825171011937,0.24,0.24,0.23953125,20,0,TRUE,3,TRUE
3,3,4,-0.05,0.338261839450427,0.931364965971713,0.24,0.24,0.21625,20,0,TRUE,3,TRUE
4,1,20,0.06,-0.00714516320671298,0.794338857778113,0.24,0.24,0.2558,20,0,TRUE,15,FALSE
4,2,14,0.171428571428571,0.157311439611632,0.839474624971821,0.24,0.24,0.244489795918367,20,0,TRUE,15,FALSE
4,3,8,0.375,0.529298990253146,1.02388061423321,0.24,0.24,0.2071875,20,0,TRUE,15,FALSE
4,4,21,0.504761904761905,0.535828772282964,1.01517003920955,0.24,0.24,0.196371882086168,20,0,TRUE,15,FALSE
