"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var"
1,1,100,-0.1,0.0415591264166417,0.764488823160664,0.5,0,0,0.498484,100,0.0035,FALSE
1,2,57,0.178947368421053,0.417544889934581,0.942313302126892,0.508771929824561,0,0,0.487288396429671,100,0.0035,FALSE
1,3,32,0.3875,0.274172252613584,0.8626096840246,0.5625,0,0,0.475703125,100,0.0035,FALSE
1,4,38,0.426315789473684,0.377787493943682,0.950984780398504,0.631578947368421,0,0,0.471814404432133,100,0.0035,FALSE
1,5,52,0.792307692307692,0.834170074486242,1.15355827734474,0.442307692307692,0,0,0.458505917159763,100,0.0035,FALSE
1,6,46,0.943478260869565,0.954368429610148,1.22205899638855,0.391304347826087,0,0,0.44687145557656,100,0.0035,FALSE
1,7,37,1.04324324324324,1.28694281750583,1.35858309690951,0.486486486486487,0,0,0.448882395909423,100,0.0035,FALSE
1,8,61,1.11147540983607,0.907082984417719,1.18919509772347,0.491803278688525,0,0,0.441160978231658,100,0.0035,FALSE
1,9,59,1.32542372881356,1.21408313541209,1.32183715840285,0.423728813559322,0,0,0.423763286411951,100,0.0035,FALSE
1,10,55,1.18909090909091,1.1275044926964,1.25291928571605,0.472727272727273,0,0,0.432846280991735,100,0.0035,FALSE
1,11,54,1.1962962962963,1.2525533024993,1.32869614372561,0.5,0,0,0.423449931412894,100,0.0035,FALSE
1,12,62,1.24193548387097,1.23773939933429,1.36492512236634,0.532258064516129,0,0,0.413709677419355,100,0.0035,FALSE
1,13,83,1.33734939759036,1.27283039766273,1.35957231759371,0.481927710843373,0,0,0.399953549136304,100,0.0035,FALSE
1,14,93,1.44301075268817,1.46523458869865,1.45352380336516,0.505376344086022,0,0,0.387540756156781,100,0.0035,FALSE
1,15,91,1.51208791208791,1.53236908224647,1.50764918485394,0.604395604395604,0,0,0.374807390411786,100,0.0035,FALSE
1,16,116,1.57068965517241,1.5427199617288,1.53060884717301,0.5,0,0,0.365069857312723,100,0.0035,FALSE
1,17,111,1.61081081081081,1.63134462750267,1.52546223596696,0.441441441441441,0,0,0.365949192435679,100,0.0035,FALSE
