"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var"
1,1,100,-0.04,0.0607781576023532,0.767169815635722,0.49,0,0,0.498492,100,0,FALSE
1,2,67,0.128358208955224,0.108655311501644,0.802997305812702,0.567164179104478,0,0,0.492590777456004,100,0,FALSE
1,3,75,0.421333333333333,0.462330995124161,0.952504270920079,0.493333333333333,0,0,0.487434666666667,100,0,FALSE
1,4,64,0.65625,0.727861547703652,1.09296717636227,0.515625,0,0,0.479189453125,100,0,FALSE
1,5,79,0.835443037974684,0.92878161153079,1.22080639074031,0.455696202531646,0,0,0.470536772953052,100,0,FALSE
1,6,84,1.07857142857143,1.18495671121641,1.32438435840728,0.404761904761905,0,0,0.451431405895692,100,0,FALSE
1,7,80,1.07,1.13185573466906,1.29604292668856,0.45,0,0,0.4537875,100,0,FALSE
1,8,89,1.21573033707865,1.16220867086786,1.32875515630315,0.415730337078652,0,0,0.447347557126625,100,0,FALSE
1,9,107,1.26728971962617,1.36356879575587,1.41476564593295,0.485981308411215,0,0,0.44164381168661,100,0,FALSE
1,10,130,1.38,1.40651013019149,1.4456832196504,0.461538461538462,0,0,0.427239053254438,100,0,FALSE
1,11,166,1.43012048192771,1.38161838350238,1.42601385637803,0.487951807228916,0,0,0.423690666279576,100,0,FALSE
1,12,218,1.47064220183486,1.46513375954104,1.44763083621453,0.5,0,0,0.424679319922565,100,0,FALSE
1,13,305,1.60590163934426,1.56538807699697,1.50447003491332,0.508196721311475,0,0,0.419138941144854,100,0,FALSE
1,14,486,1.6679012345679,1.63363488378463,1.53899616507697,0.534979423868313,0,0,0.412537299530898,100,0,FALSE
1,15,810,1.70913580246914,1.72691452484661,1.56452246634065,0.504938271604938,0,0,0.41091803078799,100,0,FALSE
1,16,1277,1.72842599843383,1.76714358517725,1.57691459692031,0.507439310884886,0,0,0.409899682902555,100,0,FALSE
1,17,2020,1.80544554455446,1.81508006354839,1.6025729166288,0.487623762376238,0,0,0.406240157827664,100,0,FALSE
1,18,3199,1.87089715536105,1.90079959133587,1.62587567299268,0.499218505783057,0,0,0.402457887502161,100,0,FALSE
1,19,5299,1.91175693527081,1.91281461274359,1.63330558196781,0.498207208907341,0,0,0.399701662439309,100,0,FALSE
1,20,8767,1.946572373674,1.95609696574617,1.65007822140485,0.493555378122505,0,0,0.397193695953967,100,0,FALSE
2,1,100,-0.018,0.0669209166630776,0.75126987972513,0.44,0,0,0.49645,100,0,FALSE
