"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var"
1,1,100,-0.108,-0.0780169541672331,0.676929100298435,0.49,0.24,0.24,0.258688,100,0,TRUE
1,2,70,-0.00857142857142857,-0.107572154182583,0.677550634712527,0.357142857142857,0.24,0.24,0.257571428571429,100,0,TRUE
1,3,37,0.135135135135135,0.0471685743126995,0.736471745614047,0.459459459459459,0.24,0.24,0.253644996347699,100,0,TRUE
1,4,21,0.342857142857143,0.0769459389406343,0.769856871536784,0.666666666666667,0.24,0.24,0.240589569160998,100,0,TRUE
1,5,14,0.285714285714286,0.517320249505527,0.973846994353231,0.285714285714286,0.24,0.24,0.221020408163265,100,0,TRUE
1,6,10,0.48,0.454476461830019,0.936101114196889,0.6,0.24,0.24,0.2096,100,0,TRUE
1,7,13,0.430769230769231,0.209053190327332,0.804490762203499,0.615384615384615,0.24,0.24,0.200118343195266,100,0,TRUE
1,8,14,0.328571428571429,0.376309643992375,0.898675519181431,0.5,0.28,0.24,0.206224489795918,100,0,TRUE
1,9,23,0.28695652173913,0.313963805858952,0.883113545599232,0.521739130434783,0.28,0.24,0.199243856332703,100,0,TRUE
1,10,18,0.344444444444444,0.447726875566754,0.943932865339042,0.388888888888889,0.28,0.24,0.187469135802469,100,0,TRUE
1,11,11,0.490909090909091,0.842343525225498,1.15735049064226,0.454545454545455,0.36,0.24,0.16099173553719,100,0,TRUE
1,12,17,0.517647058823529,0.25359689237396,0.855516292349123,0.470588235294118,0.36,0.24,0.157162629757785,100,0,TRUE
1,13,5,0.44,0.0336855839084373,0.681148692801538,0.4,0.4,0.24,0.1488,100,0,TRUE
1,14,2,0.5,0.752625321239352,1.10260793557098,0,0.44,0.28,0.115,100,0,TRUE
2,1,100,0.036,-0.0471023343178425,0.716593532410091,0.45,0.24,0.24,0.259208,100,0,TRUE
2,2,59,0.213559322033898,0.190106710889068,0.809740177644393,0.474576271186441,0.24,0.24,0.256018385521402,100,0,TRUE
2,3,39,0.235897435897436,0.243531787793573,0.858318236445545,0.538461538461538,0.24,0.24,0.250558842866535,100,0,TRUE
2,4,44,0.331818181818182,0.515863942117777,0.986985984556833,0.545454545454545,0.24,0.24,0.248502066115702,100,0,TRUE
2,5,49,0.428571428571429,0.266867688405206,0.865636715463609,0.489795918367347,0.24,0.24,0.244881299458559,100,0,TRUE
2,6,32,0.5625,0.612147590641417,1.04575121012654,0.46875,0.24,0.24,0.2340234375,100,0,TRUE
2,7,34,0.641176470588235,0.672082190867417,1.05825545325519,0.529411764705882,0.24,0.24,0.22659169550173,100,0,TRUE
2,8,39,0.666666666666667,0.592767465790655,1.0370296114818,0.435897435897436,0.24,0.24,0.218001314924392,100,0,TRUE
2,9,39,0.646153846153846,0.439078520648917,0.932087207678949,0.435897435897436,0.24,0.24,0.210664036817883,100,0,TRUE
2,10,34,0.670588235294118,0.674355914962388,1.07786639748988,0.617647058823529,0.24,0.24,0.212871972318339,100,0,TRUE
2,11,49,0.620408163265306,0.653687158240733,1.06536266423588,0.469387755102041,0.24,0.24,0.211336942940441,100,0,TRUE
2,12,54,0.762962962962963,0.628037422422415,1.029316860462,0.333333333333333,0.24,0.24,0.201056241426612,100,0,TRUE
2,13,42,0.980952380952381,1.08721312744977,1.26081514098642,0.476190476190476,0.24,0.24,0.196349206349206,100,0,TRUE
2,14,58,1.06551724137931,1.14969823743677,1.3021502326037,0.620689655172414,0.28,0.24,0.185689655172414,100,0,TRUE
2,15,84,1.08809523809524,1.24180482481415,1.36474547700792,0.511904761904762,0.28,0.24,0.185756802721088,100,0,TRUE
2,16,126,1.12380952380952,1.18097103025096,1.33823513475374,0.420634920634921,0.28,0.24,0.181625094482237,100,0,TRUE
2,17,158,1.19746835443038,1.28832072794154,1.39781721038112,0.512658227848101,0.28,0.24,0.174483255888479,100,0,TRUE
2,18,250,1.168,1.13845479391399,1.31840283224691,0.48,0.28,0.24,0.17452288,100,0,TRUE
2,19,324,1.19814814814815,1.20253860787467,1.35272191609336,0.512345679012346,0.28,0.24,0.173011545496113,100,0,TRUE
2,20,459,1.18474945533769,1.1718447342771,1.329573660044,0.477124183006536,0.28,0.24,0.171868369715352,100,0,TRUE
2,21,591,1.21692047377327,1.25573604311309,1.38635255439725,0.494077834179357,0.28,0.24,0.170142263678814,100,0,TRUE
2,22,836,1.24617224880383,1.2525271505384,1.37193499038846,0.488038277511962,0.28,0.24,0.168730540738536,100,0,TRUE
2,23,1119,1.27274352100089,1.2831272406136,1.39601384744327,0.525469168900804,0.28,0.24,0.165046954824499,100,0,TRUE
2,24,1679,1.27969029184038,1.28031712513286,1.39127688265502,0.517569982132222,0.28,0.24,0.164365825115704,100,0,TRUE
2,25,2403,1.30420307948398,1.30260393856256,1.40012998677717,0.507698709945901,0.28,0.24,0.163293320580513,100,0,TRUE
2,26,3473,1.33711488626548,1.34156202912926,1.42180778168715,0.509357903829542,0.28,0.24,0.160845023130598,100,0,TRUE
2,27,4908,1.37624286878566,1.37005283411416,1.43688794298629,0.50081499592502,0.28,0.24,0.158005221918674,100,0,TRUE
2,28,7022,1.38988892053546,1.39735268909232,1.44921416777012,0.510680717744232,0.28,0.24,0.157405114706021,100,0,TRUE
3,1,100,-0.052,-0.0491604123343597,0.682520537601788,0.43,0.24,0.24,0.258704,100,0,TRUE
