"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var"
1,1,20,-0.14,0.058621625724183,0.763942366794646,0.55,0.24,0.24,0.2535,20,0.0035,TRUE
1,2,14,-0.285714285714286,-0.271181346395442,0.582118831634654,0.5,0.24,0.24,0.244489795918367,20,0.0035,TRUE
1,3,5,-0.12,0.176723714719672,0.775077037972416,0.6,0.24,0.24,0.2256,20,0.0035,TRUE
1,4,7,-0.0857142857142857,-0.142639963768517,0.608965810935661,0.857142857142857,0.24,0.24,0.206530612244898,20,0.0035,TRUE
1,5,5,-0.16,0.0525051360526056,0.699378509624564,0.4,0.28,0.24,0.18,20,0.0035,TRUE
2,1,20,0.04,-0.312310398519124,0.620159530208773,0.3,0.24,0.24,0.2503,20,0.0035,TRUE
2,2,5,-0.08,0.012822011879732,0.764290751228155,0.6,0.24,0.24,0.1912,20,0.0035,TRUE
2,3,5,-0.36,-0.344897982951135,0.516869043524888,0.4,0.28,0.28,0.1568,20,0.0035,TRUE
2,4,2,-0.6,-1.10034697352842,0.289027628464227,0,0.28,0.36,0.15,20,0.0035,TRUE
3,1,20,-0.11,0.127769613318474,0.773805893809555,0.6,0.24,0.24,0.25375,20,0.0035,TRUE
3,2,12,0.0833333333333333,0.126678266127297,0.771593968311695,0.5,0.24,0.24,0.245694444444444,20,0.0035,TRUE
3,3,8,0.225,0.102910795441648,0.761916534344807,0.75,0.24,0.24,0.2415625,20,0.0035,TRUE
3,4,5,-0.12,-0.246481877866573,0.676972073767823,0.8,0.24,0.24,0.2224,20,0.0035,TRUE
3,5,3,0.266666666666667,0.892040733325732,1.17824676941455,0.333333333333333,0.32,0.24,0.184444444444444,20,0.0035,TRUE
3,6,2,0.3,-0.148803727091103,0.583757100338363,0.5,0.36,0.28,0.155,20,0.0035,TRUE
3,7,1,0.6,2.16311730774935,1.8874024687196,0,0.48,0.36,0.08,20,0.0035,TRUE
4,1,20,-0.16,-0.307497906505874,0.57819734423413,0.5,0.24,0.24,0.2565,20,0.0035,TRUE
4,2,11,-0.163636363636364,0.0254718856035131,0.761139815566982,0.363636363636364,0.24,0.24,0.246280991735537,20,0.0035,TRUE
4,3,13,-0.0307692307692308,-0.404889239005976,0.526846760407493,0.692307692307692,0.24,0.24,0.234674556213018,20,0.0035,TRUE
4,4,5,0.4,0.303443441369781,0.843766689248617,0.2,0.28,0.24,0.1944,20,0.0035,TRUE
5,1,20,-0.2,-0.233644191438363,0.594530173490365,0.55,0.24,0.24,0.2485,20,0.0035,TRUE
5,2,10,5.55653613398821e-18,0.131789824293828,0.803375590257405,0.4,0.24,0.24,0.228,20,0.0035,TRUE
5,3,2,0.2,-0.0435595343588641,0.640009571260343,0.5,0.4,0.28,0.14,20,0.0035,TRUE
5,4,1,0.2,2.50794527335534,1.97577760109387,1,0.48,0.44,0.04,20,0.0035,TRUE
6,1,20,0.21,0.210033307604678,0.853906139605899,0.55,0.24,0.24,0.25435,20,0.0035,TRUE
6,2,23,0.4,0.232370123702058,0.832649018280597,0.608695652173913,0.24,0.24,0.238601134215501,20,0.0035,TRUE
6,3,30,0.586666666666667,0.757603001742069,1.12936872682488,0.5,0.24,0.24,0.225511111111111,20,0.0035,TRUE
6,4,23,0.739130434782609,0.664310930606305,1.06085723176453,0.347826086956522,0.24,0.24,0.214744801512287,20,0.0035,TRUE
6,5,13,0.753846153846154,0.791234368585947,1.13220915606803,0.769230769230769,0.24,0.24,0.195739644970414,20,0.0035,TRUE
6,6,26,0.846153846153846,1.02666275620824,1.25631654975107,0.5,0.24,0.24,0.190769230769231,20,0.0035,TRUE
6,7,38,1.02631578947368,1.10006989120507,1.30761802224262,0.605263157894737,0.28,0.24,0.16898891966759,20,0.0035,TRUE
6,8,51,1.0078431372549,1.16323052176196,1.32046779827418,0.529411764705882,0.28,0.24,0.160553633217993,20,0.0035,TRUE
6,9,59,1.05762711864407,0.995421637683243,1.23811143775345,0.423728813559322,0.32,0.24,0.155501292731974,20,0.0035,TRUE
6,10,57,1.11228070175439,1.04336617818973,1.24177681427481,0.578947368421053,0.32,0.24,0.154422899353647,20,0.0035,TRUE
6,11,55,1.13090909090909,1.22291517952443,1.36800968400134,0.545454545454545,0.32,0.24,0.150717355371901,20,0.0035,TRUE
6,12,68,1.18235294117647,1.13075754568176,1.30175189195706,0.470588235294118,0.32,0.24,0.152854671280277,20,0.0035,TRUE
6,13,83,1.25060240963855,1.28578717656666,1.38200641196995,0.542168674698795,0.32,0.24,0.14790535636522,20,0.0035,TRUE
6,14,106,1.2622641509434,1.31630161014978,1.39069227152085,0.528301886792453,0.32,0.24,0.144611961552154,20,0.0035,TRUE
6,15,126,1.36507936507937,1.36673143725456,1.4489605632425,0.515873015873016,0.32,0.24,0.140841521793903,20,0.0035,TRUE
6,16,121,1.37851239669421,1.32726983068101,1.42653385894701,0.487603305785124,0.32,0.24,0.145791954101496,20,0.0035,TRUE
6,17,126,1.41746031746032,1.39050451733931,1.4334869112254,0.476190476190476,0.32,0.24,0.15051776266062,20,0.0035,TRUE
6,18,114,1.53508771929825,1.4637767400247,1.46637897145234,0.517543859649123,0.32,0.24,0.138167128347184,20,0.0035,TRUE
6,19,132,1.56212121212121,1.50860172737045,1.497569352027,0.424242424242424,0.32,0.24,0.138430899908173,20,0.0035,TRUE
6,20,114,1.53508771929825,1.39214133471056,1.44985047492244,0.543859649122807,0.32,0.24,0.137422283779625,20,0.0035,TRUE
6,21,109,1.53577981651376,1.49221593492633,1.47929283706059,0.568807339449541,0.32,0.24,0.134591364363269,20,0.0035,TRUE
6,22,129,1.6093023255814,1.63666412502145,1.54152387008446,0.472868217054264,0.32,0.24,0.127705065801334,20,0.0035,TRUE
6,23,123,1.63739837398374,1.65776695538285,1.58373192332642,0.528455284552846,0.36,0.24,0.125946196047326,20,0.0035,TRUE
6,24,126,1.62857142857143,1.71524359754461,1.58961796337119,0.468253968253968,0.36,0.24,0.127752582514487,20,0.0035,TRUE
6,25,122,1.69344262295082,1.7666921307715,1.62239076436697,0.549180327868853,0.4,0.24,0.123868583714055,20,0.0035,TRUE
6,26,154,1.76233766233766,1.74882242716919,1.57447089311004,0.461038961038961,0.4,0.24,0.116163771293641,20,0.0035,TRUE
6,27,131,1.76030534351145,1.87958728169992,1.68842355186343,0.488549618320611,0.4,0.24,0.112709049589185,20,0.0035,TRUE
6,28,111,1.77477477477477,1.7430981175446,1.60806042332717,0.558558558558559,0.4,0.24,0.111964937910884,20,0.0035,TRUE
6,29,134,1.78208955223881,1.70378156534166,1.59232030195219,0.522388059701492,0.4,0.24,0.110445533526398,20,0.0035,TRUE
6,30,142,1.84647887323944,1.74192417050306,1.62246127438536,0.464788732394366,0.4,0.24,0.104865106129736,20,0.0035,TRUE
6,31,136,1.80588235294118,1.76099008007601,1.61548777891859,0.514705882352941,0.4,0.24,0.106658737024221,20,0.0035,TRUE
6,32,146,1.78219178082192,1.80189953971812,1.64118713014389,0.554794520547945,0.4,0.24,0.104540251454307,20,0.0035,TRUE
6,33,160,1.79625,1.70368755797667,1.59664388605009,0.5125,0.4,0.24,0.09978828125,20,0.0035,TRUE
6,34,143,1.85594405594406,1.80633312598422,1.64011340013975,0.468531468531469,0.4,0.24,0.0923350775099027,20,0.0035,TRUE
6,35,148,1.89594594594595,2.00602862252896,1.69576496906292,0.486486486486487,0.4,0.24,0.0879117969320672,20,0.0035,TRUE
6,36,148,1.9527027027027,2.04002219000597,1.74394412829217,0.506756756756757,0.4,0.24,0.0832459824689554,20,0.0035,TRUE
6,37,142,1.95915492957746,1.96516252527977,1.71813722704926,0.570422535211268,0.4,0.24,0.0814352311049395,20,0.0035,TRUE
6,38,165,1.96606060606061,2.03447161402263,1.72256803102275,0.466666666666667,0.4,0.24,0.077050505050505,20,0.0035,TRUE
6,39,168,1.95119047619048,1.95422429444248,1.69128193613324,0.476190476190476,0.44,0.24,0.0786274092970522,20,0.0035,TRUE
6,40,147,1.97959183673469,2.01261079093823,1.69927449023877,0.530612244897959,0.44,0.24,0.0751409135082604,20,0.0035,TRUE
6,41,157,1.97834394904459,2.05310584601057,1.74635816537565,0.547770700636943,0.44,0.24,0.07839019838533,20,0.0035,TRUE
6,42,154,1.96623376623377,2.00126659350254,1.71048428589742,0.512987012987013,0.44,0.24,0.0784584246921909,20,0.0035,TRUE
6,43,157,1.94012738853503,1.94569152374074,1.69153834555334,0.503184713375796,0.44,0.24,0.0818256318714755,20,0.0035,TRUE
6,44,163,1.9521472392638,1.96683261013347,1.70630450250014,0.47239263803681,0.44,0.24,0.0823245135308066,20,0.0035,TRUE
6,45,133,1.93984962406015,1.91163813910466,1.69178808632547,0.473684210526316,0.44,0.24,0.0843722087172819,20,0.0035,TRUE
6,46,158,1.92911392405063,1.96412757097139,1.70037856513076,0.487341772151899,0.44,0.24,0.0856080756289056,20,0.0035,TRUE
6,47,137,1.96058394160584,1.96099202882619,1.66839370688793,0.532846715328467,0.44,0.24,0.082923970376685,20,0.0035,TRUE
6,48,152,1.95526315789474,1.85256861898987,1.67503819444835,0.473684210526316,0.48,0.24,0.0822281855955679,20,0.0035,TRUE
6,49,124,1.99838709677419,1.95476229506552,1.67435814526751,0.5,0.48,0.24,0.0754903746097815,20,0.0035,TRUE
6,50,132,2.05909090909091,2.08212783728087,1.73014822720577,0.507575757575758,0.48,0.24,0.0644823232323232,20,0.0035,TRUE
6,51,136,2.075,2.05868280993824,1.74713631151665,0.558823529411765,0.52,0.24,0.0632060986159169,20,0.0035,TRUE
7,1,20,-0.12,-0.0834871029208559,0.656500283480411,0.8,0.24,0.24,0.2536,20,0.0035,TRUE
7,2,20,-0.15,-0.375110737647121,0.526383846769604,0.35,0.24,0.24,0.24515,20,0.0035,TRUE
7,3,3,-0.266666666666667,-0.462887710835452,0.457727883482625,0.333333333333333,0.24,0.24,0.206666666666667,20,0.0035,TRUE
8,1,20,-0.16,-0.348777842422025,0.538489062778898,0.45,0.24,0.24,0.2525,20,0.0035,TRUE
8,2,5,0.2,0.286079910402736,0.879997991885163,0.4,0.24,0.24,0.2416,20,0.0035,TRUE
8,3,3,-0.2,-0.271268967129007,0.540748557310819,0.666666666666667,0.24,0.24,0.231111111111111,20,0.0035,TRUE
8,4,3,-0.133333333333333,0.124073872896538,0.764642005998897,1,0.28,0.28,0.188888888888889,20,0.0035,TRUE
9,1,20,-0.21,-0.213635753654906,0.610043433591146,0.8,0.24,0.24,0.25285,20,0.0035,TRUE
9,2,18,-0.155555555555556,-0.281978692829,0.575980226976078,0.5,0.24,0.24,0.246296296296296,20,0.0035,TRUE
9,3,10,0.1,-0.240394512185315,0.618921247140278,0.6,0.24,0.24,0.225,20,0.0035,TRUE
9,4,7,0.0285714285714286,-0.37537314017879,0.575475752590882,0.285714285714286,0.24,0.24,0.226938775510204,20,0.0035,TRUE
9,5,3,1,0.984178296127414,1.2359281476855,0,0.32,0.24,0.182222222222222,20,0.0035,TRUE
10,1,20,0.01,0.0296846202322676,0.73971763484001,0.45,0.24,0.24,0.25365,20,0.0035,TRUE
10,2,14,0.385714285714286,0.214943880715652,0.821492789009631,0.571428571428571,0.24,0.24,0.242551020408163,20,0.0035,TRUE
10,3,14,0.7,0.758193892350336,1.11708164145488,0.285714285714286,0.24,0.24,0.208265306122449,20,0.0035,TRUE
10,4,9,0.866666666666667,0.848680327971854,1.0694320179252,0.333333333333333,0.24,0.24,0.18962962962963,20,0.0035,TRUE
10,5,10,0.54,0.218552591205576,0.804263216566138,0.3,0.32,0.24,0.1562,20,0.0035,TRUE
10,6,3,0.533333333333333,0.666934645805443,1.05538903543253,0.666666666666667,0.36,0.28,0.153333333333333,20,0.0035,TRUE
10,7,4,0.4,0.169963714064987,0.747835781529524,0.25,0.36,0.28,0.1425,20,0.0035,TRUE
11,1,20,-0.09,-0.190677938825038,0.630664497274696,0.3,0.24,0.24,0.25375,20,0.0035,TRUE
11,2,2,-0.2,-0.220859028191971,0.543386641106894,0.5,0.28,0.24,0.2,20,0.0035,TRUE
11,3,2,-0.1,-0.716090510822179,0.342059816979558,0,0.32,0.28,0.175,20,0.0035,TRUE
12,1,20,-0.02,0.0543114031847272,0.746679327877471,0.45,0.24,0.24,0.2514,20,0.0035,TRUE
12,2,14,-0.2,-0.341057630840911,0.557517449015871,0.357142857142857,0.24,0.24,0.237142857142857,20,0.0035,TRUE
12,3,6,-0.133333333333333,0.205157834440507,0.811353797005511,0.333333333333333,0.24,0.28,0.177777777777778,20,0.0035,TRUE
12,4,4,-0.4,-0.656241691038903,0.397108861218582,0.5,0.24,0.32,0.1675,20,0.0035,TRUE
13,1,20,0.09,0.196882972342948,0.819789220197324,0.45,0.24,0.24,0.25115,20,0.0035,TRUE
13,2,11,0.181818181818182,-0.144361667892848,0.643466902062965,0.454545454545455,0.24,0.24,0.218677685950413,20,0.0035,TRUE
13,3,5,0.16,0.303379091830417,0.84124428817605,0.2,0.24,0.24,0.2008,20,0.0035,TRUE
13,4,2,-0.4,0.52218816571613,0.958683645706819,0.5,0.28,0.44,0.12,20,0.0035,TRUE
14,1,20,0.08,0.207502962479319,0.809351040864332,0.3,0.24,0.24,0.2563,20,0.0035,TRUE
14,2,8,0.15,0.089725102024634,0.73864630606621,0.75,0.24,0.24,0.235,20,0.0035,TRUE
14,3,10,0.14,0.049369382529407,0.717714130351761,0.7,0.24,0.24,0.2106,20,0.0035,TRUE
14,4,14,0.357142857142857,0.329757213606066,0.879921164110981,0.642857142857143,0.24,0.24,0.208673469387755,20,0.0035,TRUE
14,5,22,0.3,0.647974480980663,1.04542674387346,0.454545454545455,0.24,0.24,0.20103305785124,20,0.0035,TRUE
14,6,29,0.427586206896552,0.222947141921557,0.823795538641616,0.551724137931034,0.24,0.24,0.19436385255648,20,0.0035,TRUE
14,7,28,0.55,0.466471488313021,0.96798899341442,0.535714285714286,0.24,0.24,0.187066326530612,20,0.0035,TRUE
14,8,24,0.583333333333333,0.55158560304709,0.996740840068312,0.5,0.24,0.24,0.179583333333333,20,0.0035,TRUE
14,9,18,0.633333333333333,0.798325187669336,1.13405850436655,0.611111111111111,0.24,0.24,0.17537037037037,20,0.0035,TRUE
14,10,15,0.613333333333333,0.221431994511704,0.827172920010542,0.533333333333333,0.24,0.24,0.176977777777778,20,0.0035,TRUE
14,11,9,0.6,0.276126533246135,0.882062178887407,0.666666666666667,0.28,0.24,0.168888888888889,20,0.0035,TRUE
14,12,17,0.458823529411765,0.607197886161962,1.01117549143174,0.588235294117647,0.28,0.24,0.163044982698962,20,0.0035,TRUE
14,13,10,0.48,1.03554091388341,1.26103838894246,0.6,0.28,0.24,0.1712,20,0.0035,TRUE
14,14,12,0.383333333333333,0.515495182039499,0.979843562092087,0.5,0.28,0.24,0.170416666666667,20,0.0035,TRUE
14,15,10,0.48,0.487707556813235,0.952830619617065,0.5,0.28,0.28,0.1352,20,0.0035,TRUE
14,16,2,0.5,0.413326419104215,0.88913285646873,0.5,0.44,0.32,0.105,20,0.0035,TRUE
14,17,3,0.6,0.621325505792683,1.01639168131587,0.333333333333333,0.44,0.32,0.0888888888888889,20,0.0035,TRUE
15,1,20,0.06,0.361133846791007,0.929280932015218,0.35,0.24,0.24,0.251,20,0.0035,TRUE
15,2,9,0.422222222222222,0.280960763776279,0.881717682170465,0.333333333333333,0.24,0.24,0.227654320987654,20,0.0035,TRUE
15,3,7,0.457142857142857,0.168817328642457,0.779649677657955,0.285714285714286,0.24,0.24,0.21265306122449,20,0.0035,TRUE
15,4,7,0.485714285714286,0.706785562463894,1.08454160387607,0.571428571428571,0.28,0.24,0.175510204081633,20,0.0035,TRUE
15,5,8,0.65,0.873266037573916,1.17385473524928,0.5,0.32,0.24,0.145,20,0.0035,TRUE
15,6,6,0.766666666666667,0.499610838902934,0.961929664305754,0.833333333333333,0.4,0.28,0.110555555555556,20,0.0035,TRUE
15,7,7,0.914285714285714,1.25795073751245,1.38678779408267,0.285714285714286,0.44,0.28,0.1,20,0.0035,TRUE
15,8,11,0.781818181818182,0.634959203257538,1.05006394802191,0.727272727272727,0.48,0.28,0.0750413223140496,20,0.0035,TRUE
15,9,11,0.836363636363636,1.00488086913793,1.24801155558377,0.545454545454545,0.48,0.28,0.0748760330578512,20,0.0035,TRUE
15,10,15,0.906666666666667,1.08828437053099,1.29755765658049,0.533333333333333,0.52,0.28,0.0728,20,0.0035,TRUE
15,11,13,0.969230769230769,0.960749956452492,1.22973092024262,0.615384615384615,0.52,0.32,0.0759763313609467,20,0.0035,TRUE
15,12,15,1,1.10802472726534,1.31214142116308,0.533333333333333,0.52,0.32,0.0750222222222222,20,0.0035,TRUE
15,13,13,1,0.827584477826285,1.14592882701719,0.384615384615385,0.52,0.32,0.0740828402366864,20,0.0035,TRUE
15,14,6,1.16666666666667,1.03017918611017,1.27578857847591,0.333333333333333,0.52,0.32,0.0572222222222222,20,0.0035,TRUE
16,1,20,-0.02,-0.0629299891429215,0.689135720861409,0.4,0.24,0.24,0.2543,20,0.0035,TRUE
16,2,12,0.383333333333333,0.23130760949583,0.826932019531784,0.416666666666667,0.24,0.24,0.24125,20,0.0035,TRUE
16,3,14,0.214285714285714,0.569210606031174,1.02480217655559,0.5,0.24,0.24,0.219081632653061,20,0.0035,TRUE
16,4,13,0.2,0.125364600380756,0.762177167453608,0.384615384615385,0.24,0.24,0.202840236686391,20,0.0035,TRUE
16,5,8,0.45,0.554622670373882,1.01004735912367,0.5,0.28,0.28,0.14375,20,0.0035,TRUE
16,6,3,0.4,-0.449026851850951,0.451261792333155,0.666666666666667,0.32,0.28,0.148888888888889,20,0.0035,TRUE
16,7,3,0.333333333333333,0.153861238011123,0.764256561585413,0.333333333333333,0.36,0.28,0.137777777777778,20,0.0035,TRUE
17,1,20,-0.07,-0.206739165668999,0.604710219190513,0.5,0.24,0.24,0.25755,20,0.0035,TRUE
17,2,17,-0.0117647058823529,-0.156673767854291,0.64279069888457,0.470588235294118,0.24,0.24,0.248858131487889,20,0.0035,TRUE
17,3,13,-0.107692307692308,-0.467936606017884,0.499579694117872,0.615384615384615,0.24,0.24,0.240710059171598,20,0.0035,TRUE
17,4,5,-0.2,-0.111111740233088,0.766127539783394,0.6,0.24,0.24,0.2208,20,0.0035,TRUE
17,5,2,0.4,0.0397178462565033,0.682860379969582,0,0.4,0.32,0.12,20,0.0035,TRUE
18,1,20,0.18,0.071382847321551,0.740500815455571,0.55,0.24,0.24,0.252,20,0.0035,TRUE
18,2,13,0.292307692307692,0.107717558954716,0.767540329177348,0.769230769230769,0.24,0.24,0.23905325443787,20,0.0035,TRUE
18,3,13,0.553846153846154,0.446729632356846,0.982961940127098,0.230769230769231,0.28,0.24,0.210059171597633,20,0.0035,TRUE
