"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
1,1,20,0.08,0.0700972661570641,0.748711157819367,0.5,0.24,0.24,0.2541,20,0.0035,TRUE,3,TRUE
1,2,8,-0.3,-0.363561494421239,0.501548471714788,0.75,0.24,0.24,0.23875,20,0.0035,TRUE,3,TRUE
1,3,3,0.266666666666667,0.567754069951073,0.982542280621907,0.333333333333333,0.28,0.36,0.14,20,0.0035,TRUE,3,TRUE
2,1,20,0.12,0.0818288576395746,0.756317725489706,0.55,0.24,0.24,0.2527,20,0.0035,TRUE,10,TRUE
2,2,18,0.366666666666667,0.319502057377026,0.883722700333994,0.5,0.24,0.24,0.23141975308642,20,0.0035,TRUE,10,TRUE
2,3,14,0.414285714285714,0.622823411208441,1.05159893753075,0.642857142857143,0.24,0.24,0.210102040816327,20,0.0035,TRUE,10,TRUE
2,4,16,0.375,0.341394694311812,0.858585106055632,0.375,0.24,0.24,0.208125,20,0.0035,TRUE,10,TRUE
2,5,7,0.514285714285714,0.491186102669828,0.968615005270384,0.285714285714286,0.28,0.24,0.145714285714286,20,0.0035,TRUE,10,TRUE
2,6,6,0.7,0.925576089013532,1.20497558512133,0.833333333333333,0.4,0.24,0.133888888888889,20,0.0035,TRUE,10,TRUE
2,7,15,0.653333333333333,0.732582532114532,1.10207179787104,0.466666666666667,0.4,0.24,0.0901333333333333,20,0.0035,TRUE,10,TRUE
2,8,14,0.714285714285714,0.612296390277784,1.04235582881821,0.285714285714286,0.52,0.24,0.0748979591836735,20,0.0035,TRUE,10,TRUE
2,9,3,1.2,1.08470599204153,1.31195953118425,0.333333333333333,0.56,0.32,0.0555555555555556,20,0.0035,TRUE,10,TRUE
2,10,2,1,1.32490011932783,1.45385283116647,0,0.6,0.4,0,20,0.0035,TRUE,10,TRUE
3,1,20,0.01,0.00543540356502603,0.757036363708476,0.6,0.24,0.24,0.25675,20,0.0035,TRUE,11,TRUE
3,2,26,0.0615384615384615,0.186588265479318,0.809206940105749,0.615384615384615,0.24,0.24,0.251065088757396,20,0.0035,TRUE,11,TRUE
3,3,33,0.254545454545455,0.32906607527232,0.884881544484918,0.484848484848485,0.24,0.24,0.239247015610652,20,0.0035,TRUE,11,TRUE
3,4,18,0.3,0.508448045968159,0.967398664128714,0.666666666666667,0.24,0.24,0.235246913580247,20,0.0035,TRUE,11,TRUE
3,5,30,0.273333333333333,0.165334346724159,0.786226659476544,0.5,0.24,0.24,0.233044444444444,20,0.0035,TRUE,11,TRUE
3,6,15,0.306666666666667,0.305520218564179,0.853856542025141,0.4,0.24,0.24,0.227555555555556,20,0.0035,TRUE,11,TRUE
3,7,6,0.333333333333333,0.48138230921279,0.952528512657272,0.333333333333333,0.24,0.24,0.226666666666667,20,0.0035,TRUE,11,TRUE
3,8,2,0.2,0.0966125785269513,0.727812716252925,0.5,0.32,0.28,0.17,20,0.0035,TRUE,11,TRUE
3,9,3,0.133333333333333,0.497980249500277,0.944473343950334,0.666666666666667,0.32,0.28,0.166666666666667,20,0.0035,TRUE,11,TRUE
3,10,4,0.2,0.168285351197725,0.803817869542409,0.75,0.32,0.28,0.1675,20,0.0035,TRUE,11,TRUE
3,11,3,0.6,0.470093354437005,1.00164327186374,1,0.4,0.32,0.124444444444444,20,0.0035,TRUE,11,TRUE
4,1,20,0.06,-0.100781480085945,0.682252231876925,0.4,0.24,0.24,0.2551,20,0.0035,TRUE,10,TRUE
4,2,15,0.293333333333333,0.302437812286079,0.854850548202393,0.733333333333333,0.24,0.24,0.250577777777778,20,0.0035,TRUE,10,TRUE
4,3,22,0.418181818181818,0.551074561695835,1.01156598409252,0.681818181818182,0.24,0.24,0.246694214876033,20,0.0035,TRUE,10,TRUE
4,4,25,0.392,0.158023982422018,0.780065212832506,0.36,0.24,0.24,0.237248,20,0.0035,TRUE,10,TRUE
4,5,14,0.442857142857143,0.292401058153193,0.880692419807993,0.571428571428571,0.24,0.24,0.228469387755102,20,0.0035,TRUE,10,TRUE
4,6,11,0.418181818181818,0.515856390757204,0.990844210924687,0.545454545454545,0.24,0.24,0.19801652892562,20,0.0035,TRUE,10,TRUE
4,7,8,0.825,1.31574402213884,1.3945420055307,0.25,0.24,0.24,0.1634375,20,0.0035,TRUE,10,TRUE
4,8,6,0.5,0.564517318465538,1.01340370471329,0.333333333333333,0.28,0.28,0.163888888888889,20,0.0035,TRUE,10,TRUE
4,9,7,0.971428571428571,0.991595275075993,1.2629912559232,0.285714285714286,0.36,0.32,0.113061224489796,20,0.0035,TRUE,10,TRUE
4,10,1,0.6,1.03493045048211,1.28156240718826,1,0.48,0.36,0.08,20,0.0035,TRUE,10,TRUE
5,1,20,0.09,0.16994611407919,0.80359046052033,0.55,0.24,0.24,0.25225,20,0.0035,TRUE,7,TRUE
5,2,15,0.146666666666667,0.113035251686647,0.753880420909147,0.466666666666667,0.24,0.24,0.239644444444444,20,0.0035,TRUE,7,TRUE
5,3,10,-0.06,0.0910637551143852,0.770148776261277,0.5,0.24,0.24,0.199,20,0.0035,TRUE,7,TRUE
5,4,2,-0.5,-0.49262220368376,0.436147443641394,0.5,0.24,0.28,0.205,20,0.0035,TRUE,7,TRUE
5,5,3,-0.333333333333333,-0.587611740283583,0.559854714997299,0.666666666666667,0.24,0.28,0.186666666666667,20,0.0035,TRUE,7,TRUE
5,6,5,-0.52,-0.81473005890714,0.35303285118103,0.6,0.24,0.28,0.1664,20,0.0035,TRUE,7,TRUE
