"trial","gen","n","gbar","zbar","wbar","pfem","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
624,10,1,0,-1.9204983312691,0.0828972440506057,0,0.4,0.4,0.1,20,0.0035,FALSE,10,TRUE
625,1,20,-0.27,-0.0194775169218268,0.710800683874643,0.25,0,0,0.47785,20,0.0035,FALSE,3,TRUE
625,2,5,-0.04,-0.45333527068088,0.476472168008735,0.8,0.04,0.04,0.384,20,0.0035,FALSE,3,TRUE
625,3,1,-1.4,-0.713655704627807,0.342825000780153,0,0.2,0.48,0.16,20,0.0035,FALSE,3,TRUE
626,1,20,0.09,-0.0125614874933851,0.736453969864115,0.7,0,0,0.49095,20,0.0035,FALSE,5,TRUE
626,2,9,0.0222222222222222,0.0508331640546226,0.69289015660089,0.444444444444444,0,0,0.447407407407407,20,0.0035,FALSE,5,TRUE
626,3,8,-0.25,0.00203947774725115,0.692728344235403,0.5,0,0.04,0.370625,20,0.0035,FALSE,5,TRUE
626,4,6,-0.733333333333333,-0.364616965799725,0.594356157828451,0.833333333333333,0,0.12,0.354444444444444,20,0.0035,FALSE,5,TRUE
626,5,5,-1.04,-0.376095114474081,0.479851846172125,0.2,0.04,0.28,0.2856,20,0.0035,FALSE,5,TRUE
627,1,20,-0.14,-0.141973471240492,0.694132663872129,0.45,0,0,0.487,20,0.0035,FALSE,16,FALSE
627,2,8,0.55,0.855040232875784,1.16597439348368,0.5,0,0,0.4175,20,0.0035,FALSE,16,FALSE
627,3,7,0.828571428571429,0.974973533650695,1.22845605944801,0.571428571428571,0.08,0.04,0.342857142857143,20,0.0035,FALSE,16,FALSE
627,4,5,0.76,1.02546661113234,1.26904409211891,0.6,0.12,0.04,0.28,20,0.0035,FALSE,16,FALSE
627,5,9,0.844444444444444,0.752565198563926,1.09706713975132,0.666666666666667,0.12,0.04,0.266913580246914,20,0.0035,FALSE,16,FALSE
627,6,15,0.733333333333333,0.400726831582148,0.912948912196557,0.666666666666667,0.12,0.04,0.266488888888889,20,0.0035,FALSE,16,FALSE
627,7,17,0.847058823529412,1.08818896504282,1.30450010521485,0.588235294117647,0.12,0.04,0.249757785467128,20,0.0035,FALSE,16,FALSE
627,8,16,0.8375,0.604536242416506,1.03340631522147,0.4375,0.2,0.04,0.234921875,20,0.0035,FALSE,16,FALSE
627,9,9,1.06666666666667,1.32478234867106,1.40404813315994,0.666666666666667,0.28,0.08,0.199259259259259,20,0.0035,FALSE,16,FALSE
627,10,12,1.33333333333333,1.23486521747772,1.36078087150545,0.583333333333333,0.32,0.12,0.1625,20,0.0035,FALSE,16,FALSE
627,11,13,1.35384615384615,1.21536752651977,1.35922978318424,0.384615384615385,0.32,0.16,0.137396449704142,20,0.0035,FALSE,16,FALSE
627,12,18,1.41111111111111,1.45350320761274,1.49996428830281,0.611111111111111,0.36,0.16,0.149691358024691,20,0.0035,FALSE,16,FALSE
627,13,25,1.376,1.2720714047467,1.35586148475515,0.56,0.4,0.16,0.149216,20,0.0035,FALSE,16,FALSE
627,14,32,1.625,1.71727462412621,1.56823287736098,0.5,0.4,0.16,0.1468359375,20,0.0035,FALSE,16,FALSE
