"trial","gen","n","gbar","zbar","wbar","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
17,5,5,1.10913882245267e-17,-0.0116264928226658,0.705799399043413,0.32,0.24,0.1576,20,0.0035,TRUE,6,TRUE
17,6,1,-0.6,-0.855433255696153,0.324090113420472,0.32,0.44,0.12,20,0.0035,TRUE,6,TRUE
18,1,20,0.07,0.305406075489959,0.936046140336999,0.24,0.24,0.25425,20,0.0035,TRUE,5,TRUE
18,2,18,0.0222222222222222,-0.0221419910283932,0.736448707383444,0.24,0.24,0.249382716049383,20,0.0035,TRUE,5,TRUE
18,3,9,0.177777777777778,-0.100614257037028,0.669268364737462,0.24,0.24,0.233827160493827,20,0.0035,TRUE,5,TRUE
18,4,8,0.375,0.446993216075087,0.970017236590332,0.24,0.24,0.2140625,20,0.0035,TRUE,5,TRUE
18,5,3,0.4,0.527725712891683,1.00499647847129,0.24,0.24,0.197777777777778,20,0.0035,TRUE,5,TRUE
19,1,20,-0.34,-0.368939500655712,0.636672164251867,0.24,0.24,0.2528,20,0.0035,TRUE,3,TRUE
19,2,10,0.16,-0.117408066467858,0.664032548416745,0.24,0.24,0.232,20,0.0035,TRUE,3,TRUE
19,3,2,-0.3,-0.877425990719511,0.327106293981593,0.28,0.32,0.175,20,0.0035,TRUE,3,TRUE
20,1,20,-0.15,0.0724339953281789,0.841668756992011,0.24,0.24,0.24795,20,0.0035,TRUE,3,TRUE
20,2,17,-0.117647058823529,-0.227271710938022,0.654099605435972,0.24,0.24,0.224705882352941,20,0.0035,TRUE,3,TRUE
20,3,2,0.1,-0.522082416947796,0.668896843297833,0.32,0.32,0.165,20,0.0035,TRUE,3,TRUE
21,1,20,0.14,0.189287037084142,0.865257321080497,0.24,0.24,0.25005,20,0.0035,TRUE,14,TRUE
21,2,14,-0.214285714285714,0.112463021318533,0.799162932782763,0.24,0.24,0.238469387755102,20,0.0035,TRUE,14,TRUE
21,3,16,-0.025,0.193759536934343,0.831509708266677,0.24,0.24,0.22765625,20,0.0035,TRUE,14,TRUE
21,4,10,0.3,0.409730899980114,0.972402894993416,0.24,0.24,0.2058,20,0.0035,TRUE,14,TRUE
21,5,12,0.133333333333333,0.275548191186672,0.913459710962316,0.24,0.24,0.206944444444444,20,0.0035,TRUE,14,TRUE
21,6,12,0.133333333333333,0.148071814194674,0.805289156758527,0.24,0.24,0.190555555555556,20,0.0035,TRUE,14,TRUE
21,7,13,0.138461538461538,-0.135886031628336,0.704850380447361,0.24,0.28,0.175621301775148,20,0.0035,TRUE,14,TRUE
21,8,10,0.2,0.563534790677034,1.10756317449962,0.24,0.28,0.1612,20,0.0035,TRUE,14,TRUE
21,9,3,0.666666666666667,0.583904457266283,1.04192180476837,0.4,0.32,0.104444444444444,20,0.0035,TRUE,14,TRUE
21,10,3,0.733333333333333,0.821836563441818,1.1884834411147,0.44,0.32,0.0933333333333333,20,0.0035,TRUE,14,TRUE
21,11,3,0.8,1.28721274964697,1.46545318946235,0.44,0.36,0.0688888888888889,20,0.0035,TRUE,14,TRUE
21,12,7,0.742857142857143,0.741754665804253,1.1387379716965,0.44,0.36,0.0746938775510204,20,0.0035,TRUE,14,TRUE
21,13,3,0.8,1.05033560539499,1.15837928641581,0.44,0.36,0.0688888888888889,20,0.0035,TRUE,14,TRUE
21,14,1,0.8,1.49782839553157,1.60582309800346,0.56,0.4,0.02,20,0.0035,TRUE,14,TRUE
22,1,20,0.05,0.052789669254344,0.795407148436304,0.24,0.24,0.25615,20,0.0035,TRUE,10,TRUE
22,2,13,0.246153846153846,0.426298472119929,0.979662221624223,0.24,0.24,0.236568047337278,20,0.0035,TRUE,10,TRUE
22,3,12,0.416666666666667,0.267935729637558,0.876534347380775,0.28,0.24,0.185694444444444,20,0.0035,TRUE,10,TRUE
22,4,14,0.342857142857143,0.403392659434651,0.957977693032579,0.28,0.24,0.193673469387755,20,0.0035,TRUE,10,TRUE
22,5,24,0.3,0.292655058917397,0.892238213109462,0.28,0.24,0.197083333333333,20,0.0035,TRUE,10,TRUE
22,6,22,0.445454545454545,0.414217553205245,0.989950922174772,0.28,0.28,0.186900826446281,20,0.0035,TRUE,10,TRUE
22,7,21,0.457142857142857,0.472674617310086,0.991223417850154,0.28,0.28,0.18,20,0.0035,TRUE,10,TRUE
22,8,15,0.373333333333333,0.592080389408941,1.05640643682375,0.28,0.28,0.179288888888889,20,0.0035,TRUE,10,TRUE
22,9,9,0.444444444444444,0.51410960289775,1.01849581148164,0.28,0.28,0.175061728395062,20,0.0035,TRUE,10,TRUE
22,10,1,-0.2,-0.442480425474686,0.48011808408471,0.44,0.48,0.04,20,0.0035,TRUE,10,TRUE
23,1,20,-0.13,0.0204833061881668,0.768574833156132,0.24,0.24,0.24915,20,0.0035,TRUE,15,FALSE
23,2,9,0.622222222222222,0.377540401027669,0.953611638519654,0.24,0.24,0.233333333333333,20,0.0035,TRUE,15,FALSE
23,3,7,0.714285714285714,0.769177164141498,1.15642965862284,0.36,0.24,0.164897959183673,20,0.0035,TRUE,15,FALSE
23,4,13,0.615384615384615,0.766456255497051,1.14600152434435,0.36,0.24,0.160591715976331,20,0.0035,TRUE,15,FALSE
23,5,7,0.428571428571429,0.480793202516423,0.988640976876124,0.36,0.28,0.155102040816327,20,0.0035,TRUE,15,FALSE
23,6,18,0.555555555555556,0.811570645952769,1.17812665454555,0.36,0.28,0.145432098765432,20,0.0035,TRUE,15,FALSE
23,7,28,0.457142857142857,0.458209995938597,0.987644939886786,0.36,0.28,0.139540816326531,20,0.0035,TRUE,15,FALSE
23,8,28,0.507142857142857,0.146198472918454,0.828616069724471,0.36,0.28,0.139974489795918,20,0.0035,TRUE,15,FALSE
23,9,29,0.448275862068966,0.426377555701366,0.963653319417119,0.36,0.28,0.142021403091558,20,0.0035,TRUE,15,FALSE
23,10,19,0.421052631578947,0.237412928420047,0.886586374659035,0.4,0.28,0.139002770083102,20,0.0035,TRUE,15,FALSE
23,11,11,0.581818181818182,0.542879765261527,1.01708605284496,0.4,0.28,0.138347107438017,20,0.0035,TRUE,15,FALSE
23,12,15,0.466666666666667,0.611581365487743,1.0978282937869,0.4,0.28,0.136888888888889,20,0.0035,TRUE,15,FALSE
23,13,16,0.55,0.482464019330842,1.00008458096269,0.4,0.28,0.121875,20,0.0035,TRUE,15,FALSE
23,14,17,0.6,0.329751430215596,0.906714231356003,0.4,0.28,0.106574394463668,20,0.0035,TRUE,15,FALSE
23,15,15,0.626666666666667,0.57492604436206,1.03830064640494,0.4,0.28,0.100622222222222,20,0.0035,TRUE,15,FALSE
24,1,20,0.12,0.264816448019135,0.928097853115829,0.24,0.24,0.25525,20,0.0035,TRUE,7,TRUE
24,2,16,0.35,0.381495432541053,0.948982296465042,0.24,0.24,0.23453125,20,0.0035,TRUE,7,TRUE
24,3,9,0.511111111111111,0.311774326133538,0.91503997101995,0.28,0.28,0.192592592592593,20,0.0035,TRUE,7,TRUE
24,4,7,0.0571428571428571,-0.0504825767453766,0.691990921483943,0.28,0.28,0.18734693877551,20,0.0035,TRUE,7,TRUE
24,5,5,0.16,0.263481459986053,0.9364354745275,0.32,0.28,0.1608,20,0.0035,TRUE,7,TRUE
24,6,5,0.4,0.475144510435382,0.994392774930991,0.32,0.36,0.1192,20,0.0035,TRUE,7,TRUE
24,7,4,0.5,0.425870897124917,0.946336155709088,0.44,0.4,0.0625,20,0.0035,TRUE,7,TRUE
25,1,20,-0.17,-0.206635184651834,0.65330590824087,0.24,0.24,0.2573,20,0.0035,TRUE,8,TRUE
25,2,23,0.0434782608695652,0.167722691138853,0.850295930774027,0.24,0.24,0.255198487712665,20,0.0035,TRUE,8,TRUE
25,3,25,0.136,0.201775831903942,0.864997529995602,0.24,0.24,0.245184,20,0.0035,TRUE,8,TRUE
25,4,19,0.115789473684211,-0.0770906172981549,0.711098716977499,0.24,0.24,0.243545706371191,20,0.0035,TRUE,8,TRUE
25,5,7,-0.114285714285714,-0.175426149522172,0.618322572691729,0.24,0.24,0.221632653061224,20,0.0035,TRUE,8,TRUE
25,6,5,-0.28,-0.250539485537545,0.656392542584479,0.24,0.24,0.2224,20,0.0035,TRUE,8,TRUE
25,7,4,-0.25,-0.176801140686588,0.606223789445822,0.24,0.28,0.19375,20,0.0035,TRUE,8,TRUE
25,8,1,0.2,-0.459665443435097,0.472779517433676,0.4,0.36,0.12,20,0.0035,TRUE,8,TRUE
26,1,20,-0.13,-0.10604906116576,0.730045131271375,0.24,0.24,0.25065,20,0.0035,TRUE,13,TRUE
26,2,16,6.93889390390723e-18,0.0128994846079122,0.779326852340063,0.24,0.24,0.24703125,20,0.0035,TRUE,13,TRUE
26,3,17,0.223529411764706,0.00515134171766198,0.740145414335555,0.24,0.24,0.236678200692042,20,0.0035,TRUE,13,TRUE
26,4,14,0.171428571428571,-0.213892085435489,0.643042397594087,0.24,0.24,0.227755102040816,20,0.0035,TRUE,13,TRUE
26,5,12,0.25,0.321460325891488,0.929951787809569,0.24,0.24,0.202916666666667,20,0.0035,TRUE,13,TRUE
26,6,10,0.6,0.724493734300501,1.13183526299617,0.28,0.24,0.1688,20,0.0035,TRUE,13,TRUE
26,7,12,0.366666666666667,0.130640926971276,0.79206273174206,0.28,0.24,0.169166666666667,20,0.0035,TRUE,13,TRUE
26,8,16,0.1875,0.0464016908706052,0.756893174354837,0.28,0.24,0.160859375,20,0.0035,TRUE,13,TRUE
26,9,8,0.225,0.205462039785349,0.851324392261808,0.36,0.24,0.1328125,20,0.0035,TRUE,13,TRUE
26,10,4,0.4,0.532957081488212,1.03605432370935,0.44,0.24,0.1225,20,0.0035,TRUE,13,TRUE
26,11,7,0.571428571428571,0.459174958510682,0.991179205377102,0.44,0.24,0.113877551020408,20,0.0035,TRUE,13,TRUE
26,12,5,0.68,1.08888896542668,1.33828590734319,0.44,0.28,0.1024,20,0.0035,TRUE,13,TRUE
26,13,2,0.6,-0.0371659416932006,0.676033145931018,0.52,0.4,0.04,20,0.0035,TRUE,13,TRUE
27,1,20,-0.22,-0.0608843426019186,0.76054175638551,0.24,0.24,0.25295,20,0.0035,TRUE,9,TRUE
27,2,13,0.184615384615385,0.340445046274181,0.910774673383476,0.24,0.24,0.232307692307692,20,0.0035,TRUE,9,TRUE
27,3,14,0.328571428571429,0.261464758895251,0.86481443295776,0.24,0.24,0.206632653061224,20,0.0035,TRUE,9,TRUE
27,4,6,0.633333333333333,0.517042808574065,1.04470362274699,0.24,0.28,0.168333333333333,20,0.0035,TRUE,9,TRUE
27,5,7,0.771428571428571,0.491409043064064,0.987963468735331,0.4,0.28,0.124081632653061,20,0.0035,TRUE,9,TRUE
27,6,5,0.96,0.984842956897429,1.29231455315613,0.44,0.28,0.0952,20,0.0035,TRUE,9,TRUE
27,7,3,0.866666666666667,0.668462696186531,1.09908670518212,0.44,0.32,0.0844444444444444,20,0.0035,TRUE,9,TRUE
27,8,4,0.75,0.493667630128624,1.00162177008699,0.44,0.32,0.08625,20,0.0035,TRUE,9,TRUE
27,9,6,0.7,1.14514398532013,1.38707227617031,0.48,0.32,0.0794444444444444,20,0.0035,TRUE,9,TRUE
