"trial","gen","n","gbar","zbar","wbar","p.fix.pos","p.fix.neg","v","n.pop0","alpha","low.var","ext.gen","extinct"
1,1,20,-0.2,-0.216646601783833,0.639503316119684,0,0,0.4903,20,0.0035,FALSE,7,TRUE
1,2,17,-0.294117647058824,-0.474092286093348,0.545747325448694,0,0,0.462006920415225,20,0.0035,FALSE,7,TRUE
1,3,9,0.866666666666667,0.772389884971197,1.19731902622202,0.04,0,0.401975308641975,20,0.0035,FALSE,7,TRUE
1,4,8,1.025,1.25522476857392,1.41307891614208,0.08,0,0.3959375,20,0.0035,FALSE,7,TRUE
1,5,3,0.733333333333333,0.961250925404506,1.25963096746033,0.28,0.08,0.297777777777778,20,0.0035,FALSE,7,TRUE
1,6,2,0.7,1.57242610520148,1.62415709114092,0.32,0.12,0.245,20,0.0035,FALSE,7,TRUE
1,7,1,1.2,-0.359318396913417,0.516668740169434,0.52,0.28,0.1,20,0.0035,FALSE,7,TRUE
2,1,20,-0.03,-0.28142868843799,0.620224023998938,0,0,0.48975,20,0.0035,FALSE,15,FALSE
2,2,4,0.55,0.674443810868225,1.11060627127649,0.08,0.04,0.39125,20,0.0035,FALSE,15,FALSE
2,3,6,0.9,0.967353602577105,1.29188419857822,0.08,0.04,0.355,20,0.0035,FALSE,15,FALSE
2,4,14,1.14285714285714,1.15729158545787,1.36404355365636,0.12,0.04,0.32469387755102,20,0.0035,FALSE,15,FALSE
2,5,14,1.1,1.00888701184381,1.29806409536938,0.2,0.04,0.311938775510204,20,0.0035,FALSE,15,FALSE
2,6,10,1.42,1.67974825731,1.49813018501785,0.2,0.08,0.2894,20,0.0035,FALSE,15,FALSE
2,7,11,1.21818181818182,1.38776358296658,1.48253141092876,0.2,0.08,0.276694214876033,20,0.0035,FALSE,15,FALSE
2,8,24,1.275,1.33850119144814,1.46545103941541,0.2,0.08,0.2709375,20,0.0035,FALSE,15,FALSE
2,9,29,1.23448275862069,1.01583226033769,1.25335342704532,0.2,0.08,0.261403091557669,20,0.0035,FALSE,15,FALSE
2,10,26,1.37692307692308,1.43836811347744,1.49434357984353,0.24,0.08,0.246597633136095,20,0.0035,FALSE,15,FALSE
2,11,27,1.53333333333333,1.63293955756704,1.53597723275216,0.24,0.08,0.222002743484225,20,0.0035,FALSE,15,FALSE
2,12,32,1.55625,1.5349183100204,1.55957221063859,0.24,0.08,0.22373046875,20,0.0035,FALSE,15,FALSE
2,13,59,1.52542372881356,1.48554322432472,1.53043082204135,0.24,0.08,0.218954323470267,20,0.0035,FALSE,15,FALSE
2,14,83,1.56385542168675,1.60580344494164,1.56064899542479,0.24,0.08,0.220316446508927,20,0.0035,FALSE,15,FALSE
2,15,115,1.58782608695652,1.58677878508882,1.55393506957779,0.24,0.08,0.218204914933837,20,0.0035,FALSE,15,FALSE
3,1,20,0.02,0.0557419983935681,0.801026356173146,0,0,0.4904,20,0.0035,FALSE,5,TRUE
3,2,19,-0.0210526315789474,-0.142629559772844,0.69402308203831,0,0,0.468421052631579,20,0.0035,FALSE,5,TRUE
3,3,13,0.123076923076923,-0.00538316188355637,0.767302457327177,0,0,0.444852071005917,20,0.0035,FALSE,5,TRUE
3,4,8,0.575,0.538568007365298,1.03684199176551,0,0,0.4240625,20,0.0035,FALSE,5,TRUE
3,5,5,1.32,1.29832556007269,1.41910814911231,0.04,0,0.3408,20,0.0035,FALSE,5,TRUE
4,1,20,0.18,0.117447514046477,0.823821758723249,0,0,0.4886,20,0.0035,FALSE,15,FALSE
4,2,16,0.2125,0.507240212008132,1.03128824216013,0,0,0.472421875,20,0.0035,FALSE,15,FALSE
4,3,7,0.771428571428571,0.584616250441089,1.04910463181093,0,0,0.440816326530612,20,0.0035,FALSE,15,FALSE
4,4,13,0.907692307692308,0.776104663499319,1.12746746948065,0,0,0.416094674556213,20,0.0035,FALSE,15,FALSE
4,5,19,1.24210526315789,1.19538114243002,1.35218349159426,0,0,0.381440443213296,20,0.0035,FALSE,15,FALSE
4,6,16,1.7,1.66010827105506,1.56682829454026,0,0,0.3421875,20,0.0035,FALSE,15,FALSE
4,7,22,1.87272727272727,1.97919732078972,1.74911247712373,0.04,0,0.315537190082645,20,0.0035,FALSE,15,FALSE
4,8,41,1.84390243902439,1.92725583768602,1.68959487329209,0.08,0,0.313658536585366,20,0.0035,FALSE,15,FALSE
