"n.pop0","gen","extinct","gbar","zbar","wbar","n","gvar_win","gvar_amg","gvar_var","zvar_win","zvar_amg","zvar_var","wvar_win","wvar_amg","wvar_var"
20,7,FALSE,0.788436309514653,0.790380695534987,1.16709862592578,571,0.0628814897726765,0.0967637638384489,0.00214210429720555,0.0891857601657361,0.0752571578046233,0.00245660385410977,0.025513929348724,0.0216011785632058,0.000193625224307755
20,7,TRUE,0.212578439776667,0.194864860762871,0.856863327486054,394,0.132975888123537,0.0993736215132636,0.00676977949893324,0.353749145198926,0.121181567107104,0.0655571338438149,0.0881139853419333,0.0324098502914683,0.0025914397486476
20,8,FALSE,0.817379933938613,0.824442936497476,1.18483963467328,571,0.0626861640824741,0.0891787883174811,0.00114269408481177,0.088720323737267,0.0974318610302433,0.00210726239707655,0.0263092492639348,0.0282487786829362,0.000206893259667934
20,8,TRUE,0.247738430368763,0.261727458548887,0.882461277418259,273,0.137539496664571,0.0987442593862872,0.00423374835821242,0.274798863307102,0.172527990860729,0.0490412684338652,0.0700928180198347,0.0527440962245621,0.00154715096651126
20,9,FALSE,0.843289418246671,0.84569557149464,1.19631706345578,571,0.0638559941392474,0.102867908886474,0.0011204929389235,0.0825866533535744,0.103082501791817,0.00171684073627987,0.0243935402437041,0.0285400905760396,0.00014224272729693
20,9,TRUE,0.272071736181187,0.249597112643539,0.876925366815637,190,0.116546682981356,0.0915960511270479,0.00394676079181223,0.289554102250531,0.0809445933504697,0.0252524548406271,0.0756378770991507,0.0223523703040324,0.00150093021495611
60,10,FALSE,0.743701081122508,0.74918238861673,1.14382173818585,921,0.0673379170102266,0.0616223975385782,0.00433301567136836,0.092901290621458,0.0508891772646025,0.011009636253535,0.0248526437783149,0.0146085309211532,0.000597450119631922
60,10,TRUE,0.147164925801459,0.153058220856211,0.825611023343552,221,0.0868652547355929,0.0167214500074097,0.00277219960758009,0.196877869673453,0.0360800268910454,0.0144823791174547,0.0543867911596079,0.0104229979881964,0.00105531271692984
60,11,FALSE,0.777089767406413,0.786483725548847,1.16405007680521,921,0.072317225516554,0.0597153312374415,0.0049805815754137,0.09562403844667,0.0583577214571761,0.00689335740285071,0.0269936833106102,0.0170755426271574,0.00047091358376249
60,11,TRUE,0.155317070290585,0.0830512872976356,0.794927552462343,155,0.107443897128521,0.0348619556299783,0.0041162746102819,0.320485094062416,0.058427320968112,0.099896418212757,0.0784880243015608,0.0145842029107603,0.0058522878333761
60,12,FALSE,0.803766760383918,0.807096815370276,1.17565008626099,921,0.0739398611281626,0.0639723737019978,0.00403264366343769,0.110865942988324,0.0654933643383786,0.0136762368040048,0.0305649803610203,0.0187998227146657,0.000850917694860954
60,12,TRUE,0.131392285545396,0.0577818640721256,0.777983044681601,110,0.151055593300882,0.0667139852717846,0.0143291065403778,0.312970600149548,0.172333863245792,0.154277019207911,0.0753706823181644,0.0380745986435317,0.00532820211037497
60,13,FALSE,0.832080555700936,0.834089478380922,1.18894911627886,921,0.0871876705760196,0.0663480919407099,0.00673008946423771,0.0870223638691087,0.0638237865123474,0.00823702108152342,0.0249859828839146,0.0182029572447706,0.00062638907049573
60,13,TRUE,0.191750373809197,0.121219549426017,0.819808433822464,51,0.205449238777858,0.0867767604487481,0.0410073265406965,0.283537022370473,0.336148972588289,0.0519116901425281,0.0716986772061785,0.0864252762615388,0.00365031448359134
60,14,FALSE,0.856986670281488,0.86279370403007,1.20504541019112,921,0.0830432046820905,0.0680897140595576,0.00520245262414295,0.114266436085334,0.0611681453540422,0.00885059959234692,0.0333960847397453,0.0171358276568301,0.000735132737201239
60,14,TRUE,0.283703703703704,0.401899049195425,0.97169606411195,27,0.226910317460317,0.299388015873016,0.0441743780085244,0.857916798150457,0.526909103609736,0.252819505039006,0.223690266517089,0.117722706289775,0.0237065027545983
60,15,FALSE,0.880821119471547,0.870972609415379,1.2096065848023,921,0.091759184481377,0.0708330152971508,0.00708456176269607,0.128440666249333,0.0841295068291487,0.0160157670056605,0.0331058312396526,0.024030047341416,0.000770607367739561
60,1,FALSE,0.348715164676077,0.351077675931417,0.936216654386491,921,0.00289941012285427,0.200765531597517,5.00518113999562e-06,0.0110625451759153,0.1930223440743,0.000125040301158922,0.00251354608197537,0.0466080538449641,2.93460231952863e-06
60,1,TRUE,-0.336262077294686,-0.337928967662787,0.601271142742777,1104,0.00268309510457105,0.103569752164664,9.79832360873792e-07,0.0133316139458735,0.105369640919795,4.28523037246715e-05,0.00284954590443396,0.0226981915514712,2.78764799035808e-06
60,2,FALSE,0.403357759267994,0.409346207089344,0.966230466437233,921,0.0103947365264208,0.172661421770592,0.000103729898509162,0.0226015618958409,0.180962121901015,0.000427721384389827,0.00552418704597345,0.0443690385802029,2.50047670848371e-05
60,2,TRUE,-0.275660200090189,-0.280233051639025,0.626044037034727,1104,0.0100545830977714,0.0905281055807717,2.28883196609575e-05,0.024819178600134,0.0893987958698721,8.5972051590185e-05,0.00543078018306898,0.0200224849218493,2.92415858404895e-06
