"gen","bottleneck","n.pop0","gbar","gvar","zbar","zvar","wbar","wvar","n.trials"
1,FALSE,20,0.0046310054482417,0.496362317094985,0.00761977022997395,0.749124223099176,0.835369658383881,0.194029656730831,2016
1,FALSE,60,0.000476426799007443,0.497127458107786,-7.2873032916487e-05,0.748948590985133,0.831798877373813,0.193448901815894,2015
1,TRUE,20,-0.0747012345679012,0.403025232349843,-0.0790994881189152,0.647417805462682,0.785839941394646,0.168380532185846,2016
1,TRUE,60,-0.0725583705911575,0.400332901112328,-0.0724526619866304,0.652547588800952,0.78971312318819,0.169103169783777,2013
2,FALSE,20,0.161746824967374,0.490284801828374,0.162681594453191,0.727491640628555,0.91334590536913,0.199420657033922,2016
2,FALSE,60,0.147297033567525,0.48637645637073,0.149290581810538,0.73454937398074,0.907162711787494,0.200520055686721,2015
2,TRUE,20,0.130949134051548,0.384350495247636,0.129606533654962,0.627684125326094,0.892490770318289,0.177121227055241,2016
2,TRUE,60,0.13906118919477,0.373636955484087,0.138009026857747,0.63002861367323,0.896927260121105,0.17788138852458,2013
3,FALSE,20,0.310696349598981,0.497133063296962,0.311924130054326,0.742366154539318,0.99250347925476,0.20979659291687,1992
3,FALSE,60,0.287411880047931,0.489234141581964,0.288890738868441,0.736859397474434,0.97937328140053,0.207820554407287,2015
3,TRUE,20,0.312291870714985,0.362475520897052,0.314004050105333,0.624254073113287,0.9912123181007,0.185391446170117,1924
3,TRUE,60,0.296096372403687,0.347341802053404,0.295620289903568,0.593954333070337,0.97994579261,0.176926890005935,2006
4,FALSE,20,0.471422893481717,0.512879409372951,0.473337629471491,0.762186056712938,1.07916585093884,0.217849669069828,1881
4,FALSE,60,0.424536289599254,0.493378047593328,0.425849834637018,0.745715138293058,1.051971670356,0.214160351740243,2015
4,TRUE,20,0.458796903996741,0.337641807971565,0.457298017295032,0.590767508129787,1.06883519757987,0.180991981702435,1677
4,TRUE,60,0.427811165745968,0.326342958715439,0.433144331281048,0.575609872004265,1.05482175514174,0.176760545752269,1949
5,FALSE,20,0.623369500417313,0.516019822486285,0.621897407700306,0.766764767704007,1.1554670340984,0.217861423811856,1696
5,FALSE,60,0.559263300978309,0.49130801906547,0.561143599831247,0.746453060034334,1.12453185634976,0.215389634783964,2008
5,TRUE,20,0.590547868362004,0.312088671823813,0.59007882357754,0.556171132410077,1.14164155800027,0.173905137766869,1394
5,TRUE,60,0.533274683629965,0.301781784664517,0.536050559863718,0.546911978761488,1.11157804046213,0.171475180266727,1794
6,FALSE,20,0.774430665163472,0.506768485271231,0.77846609359885,0.760297279177176,1.23883495289316,0.213785104448541,1547
6,FALSE,60,0.68966720394425,0.491830691004546,0.689393122850691,0.739668646810809,1.19209668656156,0.211636340303205,1975
6,TRUE,20,0.691013739324174,0.279096702406014,0.693844976387712,0.530742223447085,1.1992501746046,0.167097667309122,1149
6,TRUE,60,0.622218484972251,0.280655719213375,0.623067435059113,0.530467488920976,1.15995992905402,0.167806885686986,1617
7,FALSE,20,0.916371817159219,0.496094444239791,0.92097265589703,0.748694866088595,1.31262452805833,0.203617499367846,1406
7,FALSE,60,0.817460375296047,0.48834239968523,0.817532418097415,0.734214210908516,1.25991373747356,0.206725511654831,1923
7,TRUE,20,0.781836743752497,0.261307155341918,0.783427365375613,0.511197410495887,1.24981169610058,0.160545411402371,990
7,TRUE,60,0.70023387055773,0.267553139497028,0.702336880400018,0.521937784977493,1.20385538210472,0.164993969966375,1418
8,FALSE,20,1.02701287885548,0.481432091119032,1.02235397609588,0.7381909117261,1.36483571978552,0.195559800223822,1297
8,FALSE,60,0.926590243494268,0.482590969008583,0.925111328208845,0.724271982367353,1.31648216781011,0.199559820996775,1859
8,TRUE,20,0.85455527847049,0.246741375014676,0.852560102648706,0.492663160575826,1.28859244490773,0.154282032307489,883
8,TRUE,60,0.769422354054261,0.255161746304276,0.770304342395728,0.509421008254281,1.24180266688358,0.160088731595877,1275
9,FALSE,20,1.13038366497594,0.469418344629526,1.12775247342875,0.719976282119581,1.41818303827073,0.183547845693415,1220
9,FALSE,60,1.02709647989052,0.475116386972149,1.0284054110081,0.726703699733035,1.36875847432329,0.193038284467429,1804
9,TRUE,20,0.909267349700367,0.239104106722732,0.911939629232626,0.489766647228768,1.32116291411795,0.151496730595317,805
9,TRUE,60,0.831694156757448,0.24840727961617,0.831923649731288,0.499635191986896,1.27541262622869,0.155078762900557,1168
10,FALSE,20,1.20692021348163,0.457127899493674,1.20678024645129,0.707394960541964,1.45744344020911,0.173893364418227,1164
10,FALSE,60,1.11723961901691,0.463827969544025,1.11211576458433,0.710551996284121,1.41143993267009,0.183805456818108,1756
10,TRUE,20,0.952239024568855,0.228295151360192,0.952850145983009,0.475435063975254,1.34352695068641,0.144395547510536,758
10,TRUE,60,0.887188443402111,0.240243295052093,0.884804705030391,0.489606222872653,1.30494522735051,0.150663622382552,1062
11,FALSE,20,1.2825673290877,0.442651727161906,1.28143500775908,0.694757626077637,1.49342978235338,0.163965023795292,1112
11,FALSE,60,1.19827968200182,0.45812457299407,1.19637999412575,0.709963257070156,1.45225020139393,0.175543652575883,1723
11,TRUE,20,1.00142114384749,0.219833676491463,1.00093892050343,0.471742346443055,1.37082219325684,0.141727336769735,706
11,TRUE,60,0.92969080691853,0.23254688780595,0.932368521327301,0.48266765427545,1.33212744058579,0.14755891089453,992
12,FALSE,20,1.34286095944163,0.429330587149536,1.34284200539217,0.678451402939888,1.52354751306245,0.154570659769446,1078
12,FALSE,60,1.27003904118215,0.449395038514433,1.26756138290727,0.703324893361713,1.4864922775922,0.167188362868762,1680
12,TRUE,20,1.04612155267067,0.216771490343236,1.04463259789171,0.466939021373821,1.39418306082109,0.138310349960341,663
12,TRUE,60,0.976006645591527,0.227682566690197,0.975877744364076,0.477288411433287,1.35582627299971,0.14438842882136,945
13,FALSE,20,1.39443035004619,0.418435615881372,1.39287591962469,0.668278547816355,1.54703640535202,0.147870165761232,1045
13,FALSE,60,1.3343830491267,0.438030970599869,1.33809127278159,0.689558642052762,1.51993286695108,0.157073882183775,1648
13,TRUE,20,1.07758149699508,0.213644003450657,1.07643258532116,0.469988883564263,1.41114659129363,0.137252637896359,636
13,TRUE,60,1.01197460595447,0.222228373881672,1.01621946754409,0.472424399198178,1.37771152252982,0.139899195526806,903
14,FALSE,20,1.44165718247583,0.407774611707287,1.43952383267277,0.656579798688647,1.56862022635241,0.14042069208717,1028
14,FALSE,60,1.39091361104322,0.426784451840651,1.39038314105894,0.676763836003089,1.54471367213923,0.149304594190261,1628
14,TRUE,20,1.11321135865174,0.212440386713484,1.11206183393355,0.458736751191212,1.43022770559901,0.131431533514882,619
14,TRUE,60,1.03953114226615,0.217457732528901,1.03632442053482,0.469638935384082,1.38856448290209,0.138409435064424,874
15,FALSE,20,1.47915633645934,0.396938817759199,1.48104177315922,0.653847949571283,1.58615939289253,0.134822153597833,1012
15,FALSE,60,1.44280147251359,0.414765039365436,1.44117042781446,0.6583194927902,1.5691695131282,0.140667478478428,1616
15,TRUE,20,1.14105595815398,0.209915506635657,1.14263221883048,0.461196263218898,1.44590029888161,0.129805146041825,598
15,TRUE,60,1.06659404502542,0.217654671855762,1.06992682951857,0.467694739425145,1.4067151765345,0.135858939715409,844
