"n.pop0","gen","bottleneck","nbar","nvar","pext"
20,1,FALSE,20.0297619047619,0.991669620701882,1
20,1,TRUE,20.0892857142857,2.96969159872382,1
20,2,FALSE,15.5838293650794,34.1984282070975,1
20,2,TRUE,14.5496031746032,51.8000196935681,1
20,3,FALSE,13.235119047619,56.7724831619993,0.988095238095238
20,3,TRUE,12.1547619047619,102.789932647997,0.954365079365079
20,4,FALSE,12.4801587301587,85.889432431368,0.933035714285714
20,4,TRUE,10.9588293650794,150.139743343574,0.831845238095238
20,5,FALSE,12.4806547619048,132.611039968096,0.841269841269841
20,5,TRUE,10.6111111111111,216.329087400059,0.691468253968254
20,6,FALSE,13.1994047619048,205.582054236084,0.767361111111111
20,6,TRUE,10.6865079365079,279.383559809372,0.569940476190476
20,7,FALSE,14.5520833333333,314.83202543424,0.697420634920635
20,7,TRUE,11.1750992063492,366.792650114217,0.491071428571429
20,8,FALSE,16.6770833333333,470.201876550877,0.643353174603175
20,8,TRUE,11.9345238095238,462.828465083314,0.437996031746032
20,9,FALSE,19.0699404761905,671.2501927508,0.60515873015873
20,9,TRUE,12.8298611111111,573.71545526605,0.399305555555556
20,10,FALSE,22.1200396825397,910.773672653499,0.577380952380952
20,10,TRUE,13.547123015873,663.428051272203,0.375992063492063
20,11,FALSE,25.859126984127,1256.66798613573,0.551587301587302
20,11,TRUE,14.3105158730159,771.551174721345,0.350198412698413
20,12,FALSE,29.7068452380952,1622.53287619638,0.534722222222222
20,12,TRUE,15.360119047619,916.355609712845,0.328869047619048
20,13,FALSE,33.8249007936508,2053.45468485365,0.518353174603175
20,13,TRUE,16.3422619047619,1048.50513115917,0.31547619047619
20,14,FALSE,37.9181547619048,2495.92630051398,0.509920634920635
20,14,TRUE,17.1884920634921,1167.27661191857,0.307043650793651
20,15,FALSE,41.4151785714286,2832.39776453388,0.501984126984127
20,15,TRUE,18.2073412698413,1309.27311729487,0.296626984126984
60,1,FALSE,59.9702380952381,1.78571428571429,0.999503968253968
60,1,TRUE,59.9107142857143,5.35182559376108,0.998511904761905
60,2,FALSE,40.6666666666667,85.1990074441692,0.999503968253968
60,2,TRUE,38.4330357142857,234.760774104927,0.998511904761905
60,3,FALSE,31.874503968254,114.8601734511,0.999503968253968
60,3,TRUE,29.1116071428571,363.925502924494,0.995039682539683
60,4,FALSE,27.6517857142857,145.243450903934,0.999503968253968
60,4,TRUE,24.5133928571429,465.370540145337,0.966765873015873
60,5,FALSE,25.9092261904762,190.936172899681,0.996031746031746
60,5,TRUE,21.9895833333333,536.596913771717,0.889880952380952
60,6,FALSE,26.1582341269841,272.169986756075,0.979662698412698
60,6,TRUE,20.6463293650794,603.038626718263,0.802083333333333
60,7,FALSE,27.2271825396825,387.174168931428,0.953869047619048
60,7,TRUE,19.5128968253968,629.725888179926,0.703373015873016
60,8,FALSE,29.640376984127,535.406587252353,0.922123015873016
60,8,TRUE,19.3983134920635,711.755411546325,0.632440476190476
60,9,FALSE,32.6215277777778,719.700360146132,0.89484126984127
60,9,TRUE,19.3973214285714,781.599377437066,0.579365079365079
60,10,FALSE,36.9241071428571,975.120292006386,0.871031746031746
60,10,TRUE,19.8814484126984,894.167079985421,0.526785714285714
60,11,FALSE,41.8665674603175,1253.23231099098,0.854662698412698
60,11,TRUE,20.390376984127,974.16663688012,0.492063492063492
60,12,FALSE,47.2638888888889,1598.50005514197,0.833333333333333
60,12,TRUE,21.4965277777778,1143.54241969947,0.46875
60,13,FALSE,52.7668650793651,1927.51385934852,0.817460317460317
60,13,TRUE,22.6587301587302,1286.18223640156,0.447916666666667
60,14,FALSE,58.859623015873,2324.5951728603,0.807539682539683
60,14,TRUE,23.7405753968254,1413.04581683998,0.433531746031746
60,15,FALSE,64.4077380952381,2613.45451081177,0.801587301587302
60,15,TRUE,24.5892857142857,1507.72403403046,0.418650793650794
