"n.pop0","extinct","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,FALSE,1,0.494784482758621,0.0972448778580474,0.505896304711373,0.126149958232311,1.01796893048512,0.03446222464889,464
20,FALSE,2,0.564973361463802,0.0943128051134812,0.567589246164189,0.11369251049667,1.04780923582695,0.031550868052584,463
20,FALSE,3,0.630852656721831,0.0872255203658157,0.637337631672286,0.12485352789769,1.08522505037259,0.0349649799391852,463
20,FALSE,4,0.687626817841841,0.0827936426584889,0.709910522078536,0.103877744609906,1.1243755964787,0.0303547577555487,463
20,FALSE,5,0.735085318304106,0.0854852446139271,0.737757944439254,0.106850211073879,1.13949591663321,0.0308790191101566,463
20,FALSE,6,0.77300429355924,0.0837939300505183,0.778317731125678,0.109685717173683,1.16031471102543,0.0324196354642803,463
20,FALSE,7,0.806548699117695,0.0890759670209724,0.80873125229751,0.111162095855183,1.1759712784644,0.0321670835376031,463
20,FALSE,8,0.828615592575733,0.0892316012241023,0.8347093232209,0.102011478746229,1.18936348600613,0.0291710987201088,463
20,FALSE,9,0.861844655097335,0.0929714085419387,0.868976473852032,0.108684818216786,1.20795901815266,0.0312913488803329,463
20,FALSE,10,0.879503487031918,0.0993942386577484,0.893322202294282,0.128951716069847,1.22122757849949,0.0364012170408244,463
20,FALSE,11,0.905718977858509,0.102168461379227,0.909458003117507,0.130043038894735,1.22895025428054,0.0369642615450285,463
20,FALSE,12,0.932761309363928,0.107133255414757,0.928288905819579,0.134547449781698,1.23857196846925,0.0387309333096885,463
20,FALSE,13,0.951844976129083,0.11317497247322,0.957213371900191,0.140109888292485,1.25352304630052,0.0392532726625865,463
20,FALSE,14,0.974089909437208,0.116891687623175,0.984609029243385,0.141271953916663,1.26911412301184,0.0388917709386221,463
20,FALSE,15,0.991444241631009,0.124570580347834,0.995141155601137,0.171221740571857,1.27444289577424,0.0487967205958223,463
20,TRUE,1,-0.249130154639175,0.178468553003716,-0.25739459290883,0.198105216640738,0.643443427417313,0.0396929807727205,1552
20,TRUE,2,-0.207485965594092,0.193592666695414,-0.205893111547568,0.249192510004866,0.666519810273052,0.0501237857279719,1549
20,TRUE,3,-0.148545453629588,0.201359736873057,-0.142191009106425,0.305906727039222,0.693125769549406,0.0652509195422296,1431
20,TRUE,4,-0.0476370303522962,0.199106560263989,-0.0350732250895866,0.360243710201654,0.743272202700433,0.0762781851669297,1120
20,TRUE,5,0.0728586890599868,0.181897887290517,0.0716394411442623,0.335754171355764,0.793520030294372,0.080968272912809,760
20,TRUE,6,0.165929838861537,0.169122800287004,0.1528936322365,0.324943959406875,0.833756380678051,0.083154968010195,544
20,TRUE,7,0.220265111830858,0.163034135750509,0.179872138881498,0.296637048823001,0.848609856875461,0.0726745144037783,383
20,TRUE,8,0.286823760294478,0.141272890670608,0.271929536206527,0.291911767283926,0.893364539302764,0.078189125400593,288
20,TRUE,9,0.325856269003112,0.120947931251204,0.306577935070583,0.264548243859531,0.906573390647114,0.0751141594496854,210
20,TRUE,10,0.375105281241699,0.129094383345269,0.274221160690766,0.296510829298489,0.895097323036432,0.0829895841465844,145
20,TRUE,11,0.417395816805458,0.136109079246309,0.484901871446499,0.320817575930869,0.999900105109356,0.0908735371668719,113
20,TRUE,12,0.422590017825312,0.0861134492157393,0.436432961611134,0.174419142693384,0.970266161136715,0.0538427658572876,70
20,TRUE,13,0.452381707439847,0.0940104182249841,0.304734767089804,0.30355827808348,0.906448535451761,0.0756629566293226,43
20,TRUE,14,0.4388,0.190369333333333,0.392481787947359,0.374854113931016,0.958580158501024,0.112536133661068,25
60,FALSE,1,0.416423611111111,0.105655397037313,0.416726492752557,0.112330859767197,0.969991525886202,0.0298022948222789,672
60,FALSE,2,0.46959578728627,0.101152753135334,0.475575368036035,0.107243115600318,1.00010118815424,0.0289530037283551,672
60,FALSE,3,0.523206298977968,0.0957242626864776,0.513441015266103,0.110530363391574,1.02008584873809,0.0304264137992974,672
60,FALSE,4,0.572902623861485,0.0923609412223025,0.563494860014397,0.110038083861326,1.04578670702181,0.0307307296458077,672
60,FALSE,5,0.624247336710419,0.090745275985488,0.633158026854075,0.106962736283623,1.08172130521738,0.030472580209458,672
60,FALSE,6,0.676089420285584,0.0945611362416234,0.683647728615488,0.114031441999033,1.10883891938784,0.0326958404854376,672
60,FALSE,7,0.719492825979123,0.0963148279089335,0.722416206240832,0.118572197352018,1.12997831900664,0.0339031503174752,672
60,FALSE,8,0.761842165049444,0.101301545197189,0.775812040246304,0.117846531325957,1.15807467273516,0.0336691962052467,672
60,FALSE,9,0.797227123658385,0.108144446248797,0.792371783051034,0.13086284464708,1.16612833908607,0.0375682995374709,672
60,FALSE,10,0.836065945312517,0.114024042063084,0.848100724930944,0.127085257369969,1.1961503073666,0.0360961099525377,672
60,FALSE,11,0.855701995753636,0.121421349940682,0.858589113673395,0.138568709540951,1.2006863847178,0.03898199728533,672
60,FALSE,12,0.880131171557229,0.126280964569283,0.873944066947977,0.153042678290184,1.20980184790678,0.0428309715858864,672
60,FALSE,13,0.904304845607695,0.133763619631331,0.912617745374401,0.159874939685611,1.23006507108352,0.0443264695438647,672
60,FALSE,14,0.923270568582172,0.140217084244031,0.923920031782655,0.177405353298054,1.23384883045853,0.0488220843962352,672
60,FALSE,15,0.947917400195206,0.149612694607901,0.946551011052253,0.192527056803538,1.2475152103852,0.0524736828058345,672
60,TRUE,1,-0.313487103174603,0.141800886405898,-0.313043378880929,0.152053435941048,0.617252959294518,0.0290679004052129,1344
60,TRUE,2,-0.270592000875663,0.144619655059146,-0.265773645634191,0.162741299438148,0.63752118154615,0.0311044539092274,1344
60,TRUE,3,-0.225763455961172,0.147007032340917,-0.235081720987736,0.186703042007703,0.649021869073898,0.0367442721754963,1339
60,TRUE,4,-0.148323473451018,0.147114463482196,-0.143170133758062,0.234833778315814,0.690755970526312,0.0486924019814777,1237
60,TRUE,5,-0.0521099755559443,0.151750279994426,-0.0523870821346643,0.277540969262979,0.730266168748535,0.0628359096312374,1028
60,TRUE,6,0.0485423683087559,0.133240726581269,0.041070452930982,0.244508807064436,0.772488111572548,0.0598112738004356,775
60,TRUE,7,0.125295652662633,0.129163930096332,0.10847301385804,0.248707847490153,0.80634814296679,0.0648720191976564,563
60,TRUE,8,0.170275994352294,0.142202569651684,0.14917417924961,0.277826173916771,0.826612655273492,0.0723569907789029,425
