"n.pop0","gen","nbar","nvar","pext"
20,1,20,0,1
20,2,14.281,53.8815291274273,0.99925
20,3,11.7438333333333,108.101387087812,0.944666666666667
20,4,10.714,179.75134994584,0.791916666666667
20,5,10.7290833333333,292.761084250095,0.633916666666667
20,6,11.601,486.32482606878,0.522916666666667
20,7,13.3946666666667,867.071827541169,0.448
20,8,16.1584166666667,1594.19167013235,0.395583333333333
20,9,20.48475,3156.9160104384,0.35675
20,10,26.6518333333333,6398.37764477638,0.330666666666667
20,11,35.749,13527.0837559795,0.312833333333333
20,12,49.4109166666667,30537.3215076154,0.299
20,13,69.8075,70671.8944349681,0.286916666666667
20,14,101.116916666667,173035.472869923,0.276916666666667
20,15,148.71425,431404.517140017,0.269166666666667
60,1,60,0,1
60,2,42.8965,299.326731644305,1
60,3,35.3723333333333,658.3767326166,0.998
60,4,32.59625,1092.66345789233,0.967166666666667
60,5,32.5788333333333,1733.81260302238,0.88825
60,6,35.0380833333333,2835.30974213814,0.790583333333333
60,7,39.8173333333333,4760.59518248714,0.6975
60,8,47.2573333333333,8274.59132883307,0.621583333333333
60,9,58.1945,14977.4474570376,0.56225
60,10,74.0485,28237.3254248692,0.51825
60,11,96.7274166666667,55267.599748309,0.488416666666667
60,12,129.918583333333,113568.069293756,0.464
60,13,178.4145,244272.983605065,0.44525
60,14,250.14725,546413.42735312,0.428583333333333
60,15,357.455333333333,1262939.97116922,0.414833333333333
