"n.pop0","gen","ext.gen","gbar","gvar","zbar","zvar","wbar","wvar","n","gvar_win","gvar_amg","gvar_var","zvar_win","zvar_amg","zvar_var","wvar_win","wvar_amg","wvar_var"
60,1,15,0.348715164676077,0.128262731461812,0.351077675931417,0.131131864737967,0.936216654386491,0.0347284012266818,921,0.00289941012285427,0.200765531597517,5.00518113999562e-06,0.0110625451759153,0.1930223440743,0.000125040301158922,0.00251354608197537,0.0466080538449641,2.93460231952863e-06
60,2,2,-0.58,,-0.866639589403065,,0.380022534265262,,1,,,,,,,,,
60,2,3,-0.499169559078395,0.0290738996389667,-0.614727177532997,0.0397562424800189,0.48113498903348,0.00567876458231428,15,0.0402390664366559,0.0165951858928977,0.00127923351425695,0.0470848304970704,0.0097566517226413,0.000147221168183731,0.00726137453004461,0.00103145416579522,6.23235428533601e-06
60,2,4,-0.43939061399628,0.0174651873604036,-0.467871728774316,0.0426177765910699,0.541719639692012,0.00794098684381982,77,0.0115707552547724,0.0237576802266447,0.000118090549437366,0.0370917937526846,0.024926752720233,0.000448356630839727,0.00773779212591746,0.0049721583071102,2.27255503247683e-05
60,2,5,-0.392127260658293,0.0273031169255204,-0.407048911175911,0.0403324484633558,0.568874744696989,0.00749000424242244,173,0.0106585295226329,0.0249938395482239,2.94806882332352e-05,0.0248232906786724,0.0193079120810342,0.000140250382841871,0.00507293293533896,0.00414946010302276,6.55031797120043e-06
60,2,6,-0.344656788807188,0.0294714328648098,-0.343148530560411,0.0435648867748767,0.596094690259391,0.00832399571280235,204,0.0125245972928552,0.0535492470596052,5.10250276938064e-05,0.0232244198559583,0.0471519244454879,0.000191080798055324,0.00446053093626353,0.00973892437150667,6.49067144857368e-06
60,2,7,-0.271392750213087,0.0371841859027965,-0.280721077574748,0.0509896479094324,0.625911931739067,0.010121319921795,186,0.00900143637188839,0.049277826717696,3.1224536493901e-05,0.0299645829369967,0.0382198484744932,0.000594215616915256,0.00649380288601273,0.007521357443772,4.74341081153266e-05
60,2,8,-0.24928189598813,0.0357586493300656,-0.218773086427795,0.0535810784267902,0.65301351567058,0.0116077116049359,129,0.00968791548469035,0.0562346429276876,6.68259593574675e-05,0.021748389253,0.0569570106343684,0.000133180069031846,0.00485249286565339,0.0121873726859955,5.43999823059592e-06
60,2,9,-0.195247045750324,0.0494167228745744,-0.190581430482873,0.0610640159080469,0.665241913070347,0.0130886015802116,98,0.0107855232442381,0.0760890367537484,8.97794150671075e-05,0.0196846878449703,0.078520985081101,0.000307925255402919,0.00431914246022794,0.0177419446426688,1.71428715069738e-05
60,2,10,-0.176565840345359,0.04422161115899,-0.179273194923025,0.052341237737516,0.670700966021752,0.0115840760375588,66,0.011989606907279,0.0691652263521277,0.000201879178542236,0.0340553258291843,0.0644795073929349,0.00167734066754719,0.00695878165996342,0.0152773271447781,7.04814581669808e-05
60,2,11,-0.0644665545561742,0.0455837347252848,-0.0859791033012746,0.0624442978549566,0.715744523249743,0.0141082253213977,45,0.0107919057267562,0.0659247730557528,0.000155553383489438,0.0162764295366104,0.0814033122838832,0.000202311549153768,0.003777302877829,0.018272021623682,1.72497242806868e-05
60,2,12,-0.0837053534276004,0.0566989532028776,-0.0808149318939244,0.0571401145368637,0.719108644574246,0.0123825604373032,59,0.0144857048903616,0.0677929300354621,0.000238813406034916,0.0251499844279142,0.063330505879875,0.000375151079298881,0.00523641565361996,0.0142279748832406,1.26627473245931e-05
60,2,13,-0.114424459857469,0.0509497330616952,-0.0916350727819057,0.0613974777315796,0.71214293536875,0.013646421641978,24,0.010873113745985,0.0609059322080534,0.000350837745309586,0.0451260478702449,0.0595069636149514,0.00431599218062638,0.0100345402393296,0.0131221964706577,0.000186342934819709
60,2,14,-0.010017381957917,0.081031502266184,-0.0392820283819253,0.100053097808317,0.739956723204482,0.0224457748905688,27,0.00529096698829257,0.123335487959293,2.27418895693868e-05,0.0303267147303295,0.13506187542112,0.000521569808373575,0.00800862137120736,0.0297311363131376,4.76323229860768e-05
60,2,15,0.403357759267994,0.118328850524789,0.409346207089344,0.127694660459403,0.966230466437233,0.034307778044752,921,0.0103947365264208,0.172661421770592,0.000103729898509162,0.0226015618958409,0.180962121901015,0.000427721384389827,0.00552418704597345,0.0443690385802029,2.50047670848371e-05
60,3,3,-0.489040885040885,0.0729386116031673,-0.47932950684437,0.244680591288796,0.529831880703792,0.0407848088059046,15,0.133770311581423,0.00642966620267125,0.0154013279463146,0.384269968124308,0.0899230102777169,0.153431170098458,0.0658126659354737,0.0135000311052291,0.0045691967963248
