"n.pop0","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,1,-0.00122962962962963,0.0260153350900307,-0.00204749536188562,0.050586959763096,0.772459878065613,0.0115630684139459,2025
20,2,0.132845872895384,0.0775062637926302,0.130905508563322,0.115080486726486,0.833777595986061,0.027505673591998,2025
20,3,0.237720465166665,0.15058123552486,0.244281887995503,0.219591313430082,0.890177909656511,0.0519788003655438,1999
20,4,0.351777090051815,0.212090287871234,0.363678957764374,0.28749477228543,0.94789292387542,0.0707974073077238,1838
20,5,0.476255849390282,0.245982383607218,0.471325456774378,0.333554121567691,1.00165216587878,0.0830837678138676,1611
20,6,0.588879156376632,0.281537947238948,0.590747851415529,0.356785284712223,1.0612974528371,0.0897893545370197,1415
20,7,0.710184928323732,0.2818139103896,0.708906273827684,0.336679579984327,1.12126252131092,0.0847412620365149,1268
20,8,0.811557668229803,0.278133705840145,0.817443070256012,0.329397470908192,1.17382535469291,0.0822854617126141,1148
20,9,0.913512030677831,0.266984005382983,0.922845802796805,0.301877694511018,1.22560659525835,0.0759524988216495,1051
20,10,1.00078568050842,0.268555199699951,0.993506872281901,0.327610445516536,1.26153685770636,0.0781675670096851,996
20,11,1.09381905337183,0.230391937203531,1.09587494577363,0.256124883114061,1.31286618839328,0.0612479714122677,945
20,12,1.16261892847905,0.218285721933655,1.16281718108517,0.238381985188364,1.34434031738498,0.0553292181170915,912
20,13,1.22423454900845,0.206198804958098,1.21661757344594,0.232189990542467,1.36872770511622,0.0543772737378524,897
20,14,1.27738020675594,0.205667394504414,1.27551287636705,0.219747791646737,1.39788637112287,0.0505082072414606,882
20,15,1.33774369525941,0.186123935471219,1.33859953439454,0.195163300781069,1.42731686528038,0.0424006201530891,867
60,1,7.40740740740744e-05,0.00781400966183573,-0.00154875613173631,0.0157331223273117,0.772644043258601,0.00360797670495368,2025
60,2,0.145915461573321,0.0247300170246079,0.149984818337375,0.0366408199272497,0.842851015666921,0.00878066503106916,2025
60,3,0.272424400357844,0.0458820915173683,0.271573490995722,0.0609398981163044,0.902592882426665,0.0150462336482065,2025
60,4,0.392719455540518,0.0702716941724959,0.395870471914939,0.0883579940817407,0.96384458917708,0.0221830672433069,2024
60,5,0.505782496362415,0.097385442094542,0.506492981820076,0.120874683030417,1.01936586276863,0.0300948067151816,2019
60,6,0.610626734198674,0.121245283459357,0.612254597621122,0.149482910266374,1.07403530331542,0.0379770478930108,1997
60,7,0.715629479909368,0.139846423444995,0.711328268266884,0.171420908964031,1.1224184716757,0.0431887515681618,1952
60,8,0.807813268841624,0.152010126882507,0.803847987781636,0.181131119823161,1.16783861677883,0.0463723408890314,1900
60,9,0.894534765282912,0.161767382569112,0.894512922390162,0.192960267534129,1.21374698706349,0.047649414685836,1853
60,10,0.980082747798544,0.158447551668984,0.980456397348492,0.183386339368083,1.25651868233147,0.0441051366276898,1802
60,11,1.0568911471695,0.160344849525484,1.05423122014465,0.180632131059011,1.29179863258554,0.0440581455037174,1770
60,12,1.13101027611245,0.158018417369264,1.13074276119441,0.171796694560656,1.32922659035879,0.0405958549652457,1745
60,13,1.20837609870037,0.137979593075801,1.2081553846405,0.153088691735962,1.36544118884002,0.0354964199573774,1712
60,14,1.27136347780375,0.136374094357764,1.269051792974,0.145594672957802,1.39434708313234,0.0328894786432628,1691
60,15,1.33392345355982,0.133462437573663,1.33408355738277,0.14369172818735,1.42374562619894,0.0319263274171248,1674
