"gen","bottleneck","n.pop0","gbar","gvar","zbar","zvar","wbar","wvar","n.trials"
1,FALSE,120,-0.000918181818181818,0.00435273013115688,0.000460273256243838,0.00657116898320018,0.757958936800463,0.00159553086383586,1100
1,TRUE,120,-0.0162393939393939,0.20672676601318,-0.0194118189229109,0.207661728447727,0.739126694686139,0.0528991771101099,1100
2,FALSE,120,0.154978789849613,0.0156263520994717,0.15436546060207,0.0202209678223182,0.833429398031119,0.00527041470599265,1100
2,TRUE,120,0.0413266738987232,0.202179604598479,0.0430136283237481,0.206574213576028,0.769199052267453,0.0541221179851481,1100
3,FALSE,120,0.306856499976582,0.0347960755557141,0.307592912806817,0.0396740248698931,0.911657777329838,0.0107076955888241,1100
3,TRUE,120,0.0914250184608632,0.203812390953724,0.094141743113214,0.212347654712427,0.794398022232801,0.0563635210432352,1100
4,FALSE,120,0.433074795367537,0.0592522011635177,0.435377434038523,0.0699420483917976,0.978277800923066,0.0196227959010021,1100
4,TRUE,120,0.14646124002251,0.21143672930267,0.148012550318031,0.228275294596009,0.821238605541608,0.0608003287196894,1091
5,FALSE,120,0.54479104323236,0.0907786364975777,0.542029065958774,0.10433105387954,1.03418060587958,0.0299038822284864,1099
5,TRUE,120,0.21468365554765,0.222940399905753,0.212657756772614,0.264347132378802,0.855483478588181,0.0697663921166929,1035
6,FALSE,120,0.658621564645972,0.119679990647374,0.659813382275585,0.131393140484511,1.09669217371074,0.0369900228558603,1089
6,TRUE,120,0.318590546555896,0.217026970309325,0.305710909966182,0.269894024957591,0.903679635063046,0.0734963972189681,931
7,FALSE,120,0.751546324330148,0.152120609894528,0.747948806083109,0.16694409844217,1.14470331246783,0.0469000490880559,1075
7,TRUE,120,0.43951306962755,0.194195277160219,0.446109263157644,0.229416652345966,0.976965301192598,0.0687930639919677,796
8,FALSE,120,0.843622797843364,0.16147117140843,0.83803493635008,0.185040565679329,1.19229299748371,0.0524082838752166,1039
8,TRUE,120,0.531806443093051,0.181799163032113,0.537664567961012,0.207106421143669,1.0270094658268,0.0640145722135073,706
9,FALSE,120,0.935256082539317,0.159996688233556,0.936671907139628,0.171310239721808,1.24337864582489,0.0486915850070992,1001
9,TRUE,120,0.621441269699721,0.167381818368606,0.624743465402392,0.200837901548734,1.07611710181256,0.0618148366382204,640
10,FALSE,120,1.01825480085816,0.170401484487306,1.02609020893856,0.185273964665482,1.29049802284575,0.0506856571101569,969
10,TRUE,120,0.68347181971622,0.1652253579129,0.694989005865947,0.190315412897756,1.11611480517538,0.0594458153399802,582
