"n.pop0","ext.gen","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,2,1,-0.0638461538461538,0.0225126153846154,-0.131412762249722,0.0453095532180457,0.706408087706835,0.00923797431203659,26
20,2,2,-0.0945099345099345,0.0737209883078281,-0.170078971036469,0.2660116798131,0.701254681987781,0.0543847009923431,26
20,3,1,-0.0518012422360248,0.0289361102484472,-0.0755694139966379,0.0485830094809397,0.737864015065894,0.0104757917954691,161
20,3,2,-0.00611221695529332,0.0921824334236929,-0.0711761654524088,0.118900254100518,0.734418250436654,0.0284107927971522,161
20,3,3,0.00999291943391322,0.271838146713653,-0.0120147703947922,0.592054853055996,0.76888070262914,0.128598023153343,161
20,4,1,-0.0717621145374449,0.0275128104167479,-0.0966794280157693,0.0520469962653205,0.725124806958706,0.0111372329220523,227
20,4,2,-0.0188713990851406,0.0885127240946535,-0.0293429162757571,0.124575943674193,0.756511969136238,0.0280780980260348,227
20,4,3,0.00390015013710817,0.170835502635887,-0.00998942277315869,0.24137432493471,0.76827294162051,0.0560075987161906,227
20,4,4,0.0484807165423905,0.35506715557546,0.0860466657355655,0.626549913946759,0.813921732997081,0.151900509285851,227
20,5,1,-0.0419587628865979,0.0231329309331767,-0.0436560652783062,0.0480852097085375,0.753422537874946,0.0108430975454126,194
20,5,2,0.0148782439203189,0.0685753168169823,0.0184263867233974,0.0972779377673853,0.777276666674154,0.0230666729120917,194
20,5,3,0.0314837054791944,0.105406696223614,0.0272718762100182,0.167465272261305,0.782533700239558,0.0391096378563271,194
20,5,4,0.04598849890087,0.181561033153064,0.0232589691250297,0.277411804367489,0.776452815336808,0.0663743251226572,194
20,5,5,0.0810644738995255,0.31620530905353,0.0411319672381045,0.638240539281792,0.789860057305624,0.146519078490582,194
20,6,1,-0.0207586206896552,0.0214542816091954,-0.0165732727524766,0.0337673916655453,0.764419899972496,0.00770765685394506,145
20,6,2,0.0492514053227116,0.0472942550393144,0.0703841346537369,0.0952732468767082,0.804433709177627,0.0226271877415973,145
20,6,3,0.0921232744083293,0.0914313722584469,0.107026385567874,0.149284422722615,0.818822980791306,0.0356740481003364,145
20,6,4,0.150122114119072,0.141832142162808,0.154034685593928,0.200114584966601,0.836488479349677,0.0472642992992855,145
20,6,5,0.13818626503563,0.232433778866617,0.0832314120324012,0.321699318535112,0.803294965081813,0.0797512181829784,145
20,6,6,0.101047619047619,0.459444525069287,0.147047220620724,0.766922681884404,0.833872205853389,0.189655968094791,145
20,7,1,-0.00616666666666666,0.0231162745098039,-0.0397313661688524,0.045593131248475,0.751760451195071,0.0107963657148634,120
20,7,2,0.0961215861857359,0.0503204719719332,0.0992317136219897,0.102626410171222,0.817852285953721,0.0245255847445475,120
20,7,3,0.17504091365565,0.0768764827681364,0.189396821942734,0.12083722745445,0.858608948580603,0.0297180886663762,120
