"n.pop0","gen","gbar","zbar","wbar","n","gvar_win","gvar_amg","gvar_var","zvar_win","zvar_amg","zvar_var","wvar_win","wvar_amg","wvar_var"
60,11,0.687522139104412,0.685152844573998,1.11087722246213,1076,0.107327056851885,0.0899646753151558,0.00713853360797063,0.21206589906186,0.107501060592634,0.0390006702058029,0.0554327995841677,0.0295921517980949,0.00235260991995457
60,12,0.732029425532088,0.727150506308398,1.1332219828917,1031,0.118361682983339,0.0948332191569606,0.0162951147892431,0.204487442487847,0.118091928793924,0.0501184118163508,0.0513913942425998,0.03178666741155,0.00230926745175366
60,13,0.798482984428838,0.796685809269091,1.16958062368084,972,0.123719146204877,0.0832908599652612,0.021067524865275,0.180295948193733,0.0997500424306938,0.0615237021264212,0.0480427336739707,0.0269049265872355,0.00309252240854036
60,14,0.840658990853639,0.849666957531615,1.19839938451165,948,0.134678710921659,0.0751734331116806,0.0486293899447221,0.155014682509106,0.0683446613405694,0.0245804567674309,0.0447148336193067,0.0188287455194019,0.00215276880994297
60,15,0.880821119471547,0.870972609415379,1.2096065848023,921,0.091759184481377,0.0708330152971508,0.00708456176269607,0.128440666249333,0.0841295068291487,0.0160157670056605,0.0331058312396526,0.024030047341416,0.000770607367739561
60,2,0.0331672273512367,0.0333978112196557,0.78076586492594,2025,0.00981376229549436,0.192401066230968,1.92818970542273e-05,0.0236500354395073,0.195382942145467,7.47654006743748e-05,0.00530424552662432,0.0481028547859805,1.30390514064033e-06
60,3,0.0822201046946653,0.0870662138452345,0.805890757562198,2024,0.0198863394797569,0.1834447588071,0.000103191147685007,0.0388823723447332,0.177884312237503,0.000432919820827563,0.00876239603932427,0.0447155951621055,1.1328210352489e-05
60,4,0.132191588615866,0.139676231791031,0.831969592213789,2009,0.0377963868271575,0.178339228535249,0.000667214332142025,0.0742169474104677,0.176033248654131,0.00283223458253657,0.0166693386179904,0.045054845591336,9.52455211426576e-05
60,5,0.19752576070412,0.197522939686457,0.859257461208349,1932,0.0527490564072402,0.169922337022133,0.00128001755774818,0.114867360166362,0.170826550898449,0.00868467409824423,0.0262321340592053,0.0447209004878585,0.000329440043259029
60,6,0.282917337732464,0.274988887562869,0.897725965899501,1759,0.0773496342535603,0.158188992092077,0.00304009989388348,0.14363272670435,0.160322860727824,0.0110907062698667,0.0335967764066563,0.0429965294005041,0.000497622391634653
60,7,0.386498434356781,0.388544160992318,0.955301169379345,1555,0.0881113456300626,0.137353148343154,0.00390676965039845,0.165331320867939,0.134174326103449,0.0134380897799558,0.0399943530293616,0.0369121117373513,0.000717185330964443
60,8,0.485192677171226,0.475974601640839,1.00223923565762,1369,0.0938909572992754,0.12269010137431,0.00608823938498317,0.199558464173974,0.125981846067778,0.0236430363534771,0.0495042020047482,0.0344385236485779,0.00134492174891824
60,9,0.561322235173108,0.565949642715732,1.04732396265487,1240,0.0920036370173395,0.107445293893287,0.00610117006343217,0.169845097018562,0.110626292408133,0.019935882411239,0.0430892488058707,0.0310604152808993,0.00086855326780345
