"trial","gen","sigma.a"
218,1,0.48671875
218,2,0.44504132231405
218,3,0.386989795918367
218,4,0.3165
219,1,0.488875
219,2,0.47133487654321
219,3,0.399617346938775
219,4,0.396301775147929
219,5,0.382567148760331
219,6,0.378103566529492
219,7,0.339298269334776
219,8,0.341796613945199
219,9,0.342202375341691
219,10,0.33350589316609
219,11,0.333165283107526
219,12,0.335597004562587
219,13,0.334145312729229
219,14,0.331649511130051
219,15,0.33054014912211
220,1,0.4891875
220,2,0.471048553719008
220,3,0.454866850321396
220,4,0.453150969529086
220,5,0.43915625
220,6,0.435554846938775
220,7,0.418228139381985
220,8,0.408174740484429
220,9,0.405621301775148
220,10,0.408101851851852
220,11,0.398067564508828
220,12,0.40161822702332
220,13,0.398310342655581
220,14,0.40101513671875
220,15,0.397739548625573
221,1,0.48853125
221,2,0.477458448753463
221,3,0.459114583333333
221,4,0.428395061728395
221,5,0.3859375
221,6,0.359375
221,7,0.345833333333333
221,8,0.33203125
221,9,0.325694444444444
221,10,0.33046875
221,11,0.3125
221,12,0.290625
222,1,0.48915625
222,2,0.468111111111111
222,3,0.423611111111111
222,4,0.375
222,5,0.293112244897959
222,6,0.279166666666667
222,7,0.28359375
222,8,0.283
222,9,0.275
222,10,0.275
222,11,0.275
222,12,0.275
223,1,0.49040625
223,2,0.473130193905817
223,3,0.4165
223,4,0.410802469135802
223,5,0.340625
224,1,0.4898125
224,2,0.464375
224,3,0.4325
224,4,0.290277777777778
225,1,0.4900625
225,2,0.460395408163265
225,3,0.45
225,4,0.410069444444444
225,5,0.406271626297578
225,6,0.415895061728395
225,7,0.38359375
225,8,0.268055555555556
226,1,0.49034375
226,2,0.475634765625
226,3,0.465477315689981
226,4,0.448487712665406
226,5,0.440625
226,6,0.422448979591837
226,7,0.410969387755102
226,8,0.3791015625
226,9,0.34375
226,10,0.313671875
226,11,0.307421875
226,12,0.2916015625
226,13,0.298724007561437
226,14,0.297546487603306
226,15,0.298855529131986
227,1,0.4874375
227,2,0.467361111111111
227,3,0.434375
227,4,0.365740740740741
227,5,0.362370867768595
227,6,0.344377162629758
227,7,0.341546639231824
227,8,0.330726245793943
227,9,0.324373468478503
227,10,0.316285527454917
227,11,0.314293345084764
227,12,0.314368220718838
227,13,0.314373892581643
227,14,0.313256816666667
227,15,0.312699506309316
228,1,0.4856875
228,2,0.425
228,3,0.377777777777778
228,4,0.293055555555556
228,5,0.290625
229,1,0.48075
229,2,0.46575
229,3,0.44494459833795
229,4,0.444513031550069
229,5,0.426106770833333
229,6,0.419907407407407
229,7,0.390875
229,8,0.358482142857143
229,9,0.345535714285714
229,10,0.30787037037037
229,11,0.2265
229,12,0.223611111111111
230,1,0.49278125
230,2,0.467159763313609
230,3,0.421
230,4,0.398456790123457
230,5,0.3703125
230,6,0.3625
230,7,0.345833333333333
230,8,0.284722222222222
230,9,0.25
231,1,0.48715625
231,2,0.453254437869823
231,3,0.432915224913495
231,4,0.426953125
231,5,0.418380177514793
231,6,0.4185302734375
231,7,0.414530403998334
231,8,0.41322601010101
231,9,0.411807894118568
231,10,0.407102892833662
231,11,0.402425193786621
231,12,0.400788816341684
231,13,0.403683506358638
231,14,0.400595120304263
231,15,0.402204801119207
232,1,0.4884375
232,2,0.464887152777778
232,3,0.446720679012346
232,4,0.442270710059172
232,5,0.437921875
232,6,0.425778546712803
232,7,0.409628295898438
232,8,0.403863208814835
232,9,0.396455624289862
232,10,0.389288307915759
232,11,0.387677215494041
232,12,0.381715016174476
232,13,0.377862972683377
232,14,0.376960000111482
232,15,0.374555643385844
233,1,0.490375
233,2,0.470679012345679
233,3,0.467041522491349
233,4,0.452721088435374
233,5,0.447722222222222
233,6,0.433923742563548
233,7,0.423265157048941
233,8,0.411653645833333
233,9,0.403018465909091
233,10,0.399219103666818
233,11,0.389791377351345
233,12,0.383097633136095
233,13,0.381574397679952
233,14,0.376921590169271
233,15,0.373295825638485
234,1,0.48790625
234,2,0.441666666666667
234,3,0.412890625
234,4,0.371101134215501
234,5,0.363224489795918
234,6,0.360427689594356
234,7,0.359485965086292
234,8,0.352612727372343
234,9,0.351345163878941
234,10,0.348610818844783
234,11,0.347341414033779
234,12,0.345076660439348
234,13,0.344736723655423
234,14,0.343586895018858
234,15,0.34351234221186
235,1,0.48709375
235,2,0.473444444444444
235,3,0.455681818181818
235,4,0.398263888888889
235,5,0.225
236,1,0.488125
236,2,0.459279778393352
236,3,0.451592797783934
236,4,0.433275623268698
236,5,0.413671875
236,6,0.3951171875
236,7,0.351388888888889
236,8,0.360227272727273
236,9,0.297222222222222
236,10,0.2734375
236,11,0.259375
236,12,0.258
236,13,0.255979938271605
236,14,0.257766272189349
236,15,0.259375
237,1,0.4835625
237,2,0.466241496598639
237,3,0.461545138888889
237,4,0.4234375
237,5,0.397916666666667
237,6,0.353515625
237,7,0.314540816326531
237,8,0.317013888888889
237,9,0.25859375
237,10,0.250390625
237,11,0.255864197530864
237,12,0.203125
238,1,0.4856875
238,2,0.4678125
238,3,0.446
238,4,0.412451171875
238,5,0.386304012345679
238,6,0.361202422145329
238,7,0.335665972944849
238,8,0.335548907388137
238,9,0.339295005202914
238,10,0.337119113573407
238,11,0.336960514233242
238,12,0.338176690203717
238,13,0.329487278136863
238,14,0.325996502485837
238,15,0.3262492
239,1,0.48828125
239,2,0.469470699432892
239,3,0.46015625
239,4,0.451222222222222
239,5,0.427
239,6,0.415104166666667
239,7,0.365
239,8,0.330357142857143
239,9,0.309125
239,10,0.309097633136095
239,11,0.304706790123457
239,12,0.298242630385488
239,13,0.300722222222222
239,14,0.301558460212583
239,15,0.297915408767057
240,1,0.4830625
240,2,0.470727040816327
240,3,0.459288194444444
240,4,0.453166666666667
240,5,0.42890625
240,6,0.396005917159763
240,7,0.378549382716049
240,8,0.357421875
240,9,0.347582304526749
240,10,0.339643406382161
240,11,0.344516448298614
240,12,0.344359477720964
240,13,0.340322147851105
240,14,0.341305341357591
240,15,0.344311127467998
241,1,0.48759375
241,2,0.475499131944444
241,3,0.457877218934911
241,4,0.45246875
241,5,0.438578971533517
241,6,0.418778935185185
241,7,0.41278616024974
241,8,0.411934156378601
241,9,0.4142578125
241,10,0.41195110909914
241,11,0.38954491374182
241,12,0.370635204081633
241,13,0.373410276912718
241,14,0.376720051308745
241,15,0.376109269885239
242,1,0.4878125
242,2,0.477995562130178
242,3,0.463916015625
242,4,0.421537396121884
242,5,0.41162109375
242,6,0.396177685950413
242,7,0.375309917355372
242,8,0.33828125
242,9,0.333941689623508
242,10,0.324426903114187
242,11,0.322059240362812
242,12,0.316806640625
242,13,0.320017645328889
242,14,0.321377817436711
242,15,0.323275943693978
243,1,0.48615625
243,2,0.466753308128544
243,3,0.44765625
243,4,0.4149375
243,5,0.393622448979592
243,6,0.393773661438615
243,7,0.392747813411079
243,8,0.378407118055556
243,9,0.371904536862004
243,10,0.368977671086725
243,11,0.361324277876925
243,12,0.358575095084217
243,13,0.359322856385031
243,14,0.358738557151256
243,15,0.358219973771259
244,1,0.48821875
244,2,0.459875
244,3,0.2375
245,1,0.484875
245,2,0.464501953125
245,3,0.394421487603306
245,4,0.39196875
245,5,0.404796006944444
245,6,0.402623456790123
245,7,0.400602213541667
245,8,0.400212665406427
245,9,0.401324009996155
245,10,0.399996665904588
245,11,0.402374359505202
245,12,0.400434069655814
245,13,0.402028412147293
245,14,0.401260416304404
245,15,0.401494622373718
246,1,0.4833125
246,2,0.457722107438017
246,3,0.44460197710718
246,4,0.427903163580247
246,5,0.424354911724762
246,6,0.409578046905037
246,7,0.40066738548483
246,8,0.403334383532871
246,9,0.396303092419934
246,10,0.391738706942539
246,11,0.390266251361004
246,12,0.386455571793874
246,13,0.385891713831261
246,14,0.383498054658086
246,15,0.382099816884533
247,1,0.4875
247,2,0.477930056710775
247,3,0.464143990929705
247,4,0.45415625
247,5,0.442506858710562
247,6,0.432185570987654
247,7,0.43084716796875
247,8,0.428246387689998
247,9,0.422722386455254
247,10,0.422191455696203
247,11,0.425902428491592
247,12,0.427688145661157
247,13,0.428217208491836
247,14,0.425976721130307
247,15,0.425803791512873
248,1,0.49371875
248,2,0.453703703703704
248,3,0.407291666666667
248,4,0.341666666666667
248,5,0.2625
249,1,0.48490625
249,2,0.452493074792244
249,3,0.441375
249,4,0.422263313609467
249,5,0.34896694214876
249,6,0.358024691358025
249,7,0.34060650887574
249,8,0.320524691358025
249,9,0.2925
249,10,0.285069444444444
250,1,0.489125
250,2,0.474045138888889
250,3,0.458371913580247
250,4,0.4448125
250,5,0.448667800453515
250,6,0.439576124567474
250,7,0.431
250,8,0.404974048442907
250,9,0.398398760330579
250,10,0.388208616780045
250,11,0.363671875
250,12,0.271875
251,1,0.4845625
251,2,0.452995867768595
251,3,0.418576388888889
251,4,0.398450413223141
251,5,0.362110726643599
251,6,0.35125
251,7,0.263010204081633
251,8,0.266512345679012
251,9,0.262934027777778
251,10,0.256375
251,11,0.248214285714286
251,12,0.260012755102041
251,13,0.235714285714286
251,14,0.233884297520661
251,15,0.234201388888889
252,1,0.4853125
252,2,0.438802083333333
252,3,0.340277777777778
253,1,0.48625
253,2,0.454296875
253,3,0.395
253,4,0.309375
254,1,0.48621875
254,2,0.45140306122449
254,3,0.421626297577855
254,4,0.411882716049383
254,5,0.374609375
254,6,0.39075
254,7,0.354938271604938
254,8,0.3445
254,9,0.34921875
254,10,0.351388888888889
254,11,0.3125
255,1,0.4901875
255,2,0.439506172839506
255,3,0.425390625
255,4,0.433203125
255,5,0.421643518518519
255,6,0.402292899408284
255,7,0.403819444444444
255,8,0.394598765432099
255,9,0.37265625
256,1,0.48728125
256,2,0.471115451388889
256,3,0.464655470914127
256,4,0.458388394139615
256,5,0.453645021162842
256,6,0.449814002662699
256,7,0.438440513085399
256,8,0.43365195557445
256,9,0.43014217423804
256,10,0.426703689896642
256,11,0.427023755797521
256,12,0.425295472533389
256,13,0.422434746570378
256,14,0.421566129606799
256,15,0.420532656150086
257,1,0.48934375
257,2,0.468934911242604
257,3,0.441203703703704
257,4,0.428211805555556
257,5,0.402160493827161
257,6,0.376302083333333
257,7,0.38403125
257,8,0.38096923828125
257,9,0.3697336398053
257,10,0.367814009661836
257,11,0.367884861212564
257,12,0.36352947845805
257,13,0.360127888584545
257,14,0.358967571713102
257,15,0.358713519227556
258,1,0.48690625
258,2,0.447933884297521
258,3,0.4220703125
258,4,0.3625
259,1,0.48884375
259,2,0.47396449704142
259,3,0.452833333333333
259,4,0.434143518518519
259,5,0.43253125
259,6,0.429960317460317
259,7,0.422874149659864
259,8,0.422448979591837
259,9,0.396428571428571
259,10,0.38601108033241
259,11,0.369775390625
259,12,0.354698216735254
259,13,0.342800453514739
259,14,0.340754132231405
259,15,0.334870343316289
260,1,0.4926875
260,2,0.458333333333333
260,3,0.441
260,4,0.3125
261,1,0.48509375
261,2,0.450446428571429
261,3,0.406944444444444
261,4,0.3765
261,5,0.3462890625
261,6,0.319921875
261,7,0.298469387755102
261,8,0.275
262,1,0.49025
262,2,0.4705
262,3,0.46806640625
262,4,0.452944444444444
262,5,0.410743801652893
262,6,0.369318181818182
262,7,0.372404844290657
262,8,0.351779513888889
262,9,0.344352213541667
262,10,0.343193296602388
262,11,0.338836923658352
262,12,0.339662039144288
262,13,0.339244506099441
262,14,0.336124407445948
262,15,0.334767836892056
263,1,0.48371875
263,2,0.458391003460208
263,3,0.449316290130797
263,4,0.414824380165289
263,5,0.41826171875
263,6,0.392919921875
263,7,0.369140625
263,8,0.35173182441701
263,9,0.337612534626039
263,10,0.349961419753086
263,11,0.346227709190672
263,12,0.334696859021183
263,13,0.325246530314098
263,14,0.320249498774783
263,15,0.311874543462381
264,1,0.4869375
264,2,0.46396875
264,3,0.442871900826446
264,4,0.424234693877551
264,5,0.378061224489796
264,6,0.275
265,1,0.49321875
265,2,0.468
265,3,0.331597222222222
265,4,0.31171875
265,5,0.2625
265,6,0.2375
266,1,0.48903125
266,2,0.443367346938775
266,3,0.378472222222222
266,4,0.360956790123457
266,5,0.37578125
267,1,0.48940625
267,2,0.470556640625
267,3,0.422231833910035
267,4,0.414307851239669
267,5,0.402700831024931
267,6,0.390087890625
267,7,0.372015570934256
267,8,0.35625
267,9,0.343791666666667
267,10,0.34222972972973
267,11,0.33578125
267,12,0.331163494809689
267,13,0.335915806336775
267,14,0.333859375
267,15,0.330824653457593
268,1,0.488375
268,2,0.4640625
268,3,0.450666666666667
268,4,0.437204142011834
268,5,0.433673469387755
268,6,0.417746913580247
268,7,0.416820987654321
268,8,0.416049382716049
268,9,0.39515306122449
268,10,0.376041666666667
268,11,0.35969387755102
268,12,0.360243055555556
268,13,0.345611111111111
268,14,0.34021875
268,15,0.329248046875
269,1,0.485375
269,2,0.468871191135734
269,3,0.458656509695291
269,4,0.447170857988166
269,5,0.436388888888889
269,6,0.429351516523314
269,7,0.420124192470483
269,8,0.417993333333333
269,9,0.414969508513465
269,10,0.409221475614098
269,11,0.400766983199416
269,12,0.395430525394866
269,13,0.395357137157266
269,14,0.393731840015685
269,15,0.393999245531882
270,1,0.48703125
270,2,0.467091571279917
270,3,0.457926038062284
270,4,0.440237603305785
270,5,0.428284780023781
270,6,0.42293701171875
270,7,0.396375868055556
270,8,0.388888888888889
270,9,0.393005540166205
270,10,0.378571428571429
270,11,0.362525826446281
270,12,0.372704081632653
270,13,0.352864583333333
270,14,0.286224489795918
270,15,0.262244897959184
271,1,0.483625
271,2,0.450925925925926
271,3,0.398
271,4,0.370833333333333
271,5,0.315277777777778
272,1,0.48640625
272,2,0.464087301587302
272,3,0.460714285714286
272,4,0.4291015625
272,5,0.418109418282548
272,6,0.373
272,7,0.361704881656805
272,8,0.350555
272,9,0.350831723221833
272,10,0.351432369125521
272,11,0.354188834593532
272,12,0.353205971476267
272,13,0.353933094794628
272,14,0.35370170474801
272,15,0.353631981105282
273,1,0.4898125
273,2,0.473053633217993
273,3,0.452
273,4,0.449134948096886
273,5,0.431481481481481
273,6,0.35
273,7,0.323611111111111
274,1,0.49115625
274,2,0.470052083333333
274,3,0.452160493827161
274,4,0.3994140625
274,5,0.340432098765432
274,6,0.292148760330579
274,7,0.284297520661157
274,8,0.291059027777778
274,9,0.285041551246537
274,10,0.281072084481175
274,11,0.277536489854041
274,12,0.272963386119673
274,13,0.27062783446712
274,14,0.269528891438232
274,15,0.266786867899309
275,1,0.486
275,2,0.477570266272189
275,3,0.46252
275,4,0.454432132963989
275,5,0.438735691987513
275,6,0.425564803804994
275,7,0.423294005102041
275,8,0.40813137755102
275,9,0.38248
275,10,0.381320861678005
275,11,0.352914951989026
275,12,0.336167800453515
275,13,0.32603125
275,14,0.317630385487528
275,15,0.320379818594104
276,1,0.4904375
276,2,0.44739152892562
276,3,0.43290625
276,4,0.426523760330579
276,5,0.41
276,6,0.390138408304498
276,7,0.368949298469388
276,8,0.372789104910996
276,9,0.368455357142857
276,10,0.369870190119394
276,11,0.366120832380268
276,12,0.361673601142195
276,13,0.356815813028643
276,14,0.356102254525585
276,15,0.354246841861058
277,1,0.48590625
277,2,0.470118801652893
277,3,0.459608843537415
277,4,0.447377551020408
277,5,0.43619576446281
277,6,0.437772493063813
277,7,0.439157115051903
277,8,0.432923095376379
277,9,0.428739433630087
277,10,0.423244867920895
277,11,0.41768137379189
277,12,0.417219417987153
277,13,0.416520787187784
277,14,0.414508082972336
277,15,0.412628663850744
278,1,0.4933125
278,2,0.46745867768595
278,3,0.449
278,4,0.275
279,1,0.48821875
279,2,0.45849609375
279,3,0.41435546875
279,4,0.383375
279,5,0.36484375
279,6,0.2875
279,7,0.221875
280,1,0.4884375
280,2,0.447875
280,3,0.394444444444444
281,1,0.4920625
281,2,0.453549382716049
281,3,0.375
282,1,0.48803125
282,2,0.45675
282,3,0.421900826446281
282,4,0.3995
282,5,0.340277777777778
282,6,0.336625
282,7,0.27004132231405
282,8,0.265625
282,9,0.225
282,10,0.221875
282,11,0.2125
283,1,0.48734375
283,2,0.459722222222222
283,3,0.4396484375
283,4,0.421539256198347
283,5,0.39909169550173
283,6,0.4068359375
283,7,0.393904958677686
283,8,0.386518595041322
283,9,0.366262975778547
283,10,0.3546875
283,11,0.351133786848073
283,12,0.34358
283,13,0.347796201814059
283,14,0.324655219037317
283,15,0.328587278106509
284,1,0.488
284,2,0.473718836565097
284,3,0.45378125
284,4,0.436819444444444
284,5,0.428170196280992
284,6,0.422904652056901
284,7,0.419635162309681
284,8,0.407969387755102
284,9,0.407699543133566
284,10,0.399671419024282
284,11,0.396179459664184
284,12,0.397865784499055
284,13,0.398714957614515
284,14,0.396222645429363
284,15,0.397733778625954
285,1,0.48984375
285,2,0.468229166666667
285,3,0.431640625
285,4,0.409722222222222
285,5,0.35
285,6,0.349382716049383
285,7,0.330388888888889
285,8,0.311080332409972
285,9,0.3016
285,10,0.281920415224914
285,11,0.276535916824197
285,12,0.275803506208912
285,13,0.276631841715976
285,14,0.273703433162893
285,15,0.272847962714498
286,1,0.49025
286,2,0.475625
286,3,0.456288580246914
286,4,0.426280381944444
286,5,0.410799319727891
286,6,0.395535714285714
286,7,0.386371527777778
286,8,0.363329081632653
286,9,0.349333333333333
286,10,0.359678819444444
286,11,0.343055555555556
286,12,0.342361111111111
286,13,0.311111111111111
287,1,0.4906875
287,2,0.468367346938776
287,3,0.383333333333333
287,4,0.303125
287,5,0.25
288,1,0.48928125
288,2,0.47236
288,3,0.455748456790123
288,4,0.441274238227147
288,5,0.38152
288,6,0.378843490304709
288,7,0.371161520688931
288,8,0.365258271279103
288,9,0.373083647122109
288,10,0.375629211256441
288,11,0.37062998215348
288,12,0.370457431629013
288,13,0.369168168430376
288,14,0.368745820578792
288,15,0.368534235598508
289,1,0.4918125
289,2,0.461689814814815
289,3,0.443287037037037
289,4,0.422878086419753
289,5,0.419097222222222
289,6,0.393801652892562
289,7,0.376479289940828
289,8,0.344132653061224
289,9,0.225
290,1,0.48846875
290,2,0.471811224489796
290,3,0.429955621301775
290,4,0.38858024691358
290,5,0.324234693877551
290,6,0.304625
290,7,0.293444444444444
290,8,0.27109375
290,9,0.2578125
290,10,0.25748291015625
290,11,0.259150765923139
290,12,0.255417522038401
290,13,0.247848637592227
290,14,0.245426159410492
290,15,0.2489552
291,1,0.4880625
291,2,0.454282006920415
291,3,0.44202806122449
291,4,0.417538265306122
291,5,0.391219008264463
291,6,0.35703125
291,7,0.329
291,8,0.265625
291,9,0.225
291,10,0.2296875
291,11,0.221875
292,1,0.48803125
292,2,0.472335600907029
292,3,0.45685595567867
292,4,0.443494897959184
292,5,0.40547520661157
292,6,0.372222222222222
292,7,0.349652777777778
292,8,0.318055555555556
292,9,0.25
293,1,0.48334375
293,2,0.41328125
293,3,0.371875
294,1,0.4858125
294,2,0.450413223140496
294,3,0.4205
294,4,0.225
295,1,0.49178125
295,2,0.356
296,1,0.49021875
296,2,0.46446875
296,3,0.421853373702422
296,4,0.42546237244898
296,5,0.4092529296875
296,6,0.390264650283554
296,7,0.361431760204082
296,8,0.383026159334126
296,9,0.38924560546875
296,10,0.382923446745562
296,11,0.402029079861111
296,12,0.398449457908163
296,13,0.39398573841246
296,14,0.398238133255915
296,15,0.391588175028092
297,1,0.485125
297,2,0.472589792060492
297,3,0.430888888888889
297,4,0.413365051903114
297,5,0.399074074074074
297,6,0.373611111111111
297,7,0.344444444444444
297,8,0.336545138888889
297,9,0.326851851851852
297,10,0.306857638888889
297,11,0.308796296296296
297,12,0.305159279778393
297,13,0.290962603878116
297,14,0.275634765625
297,15,0.278030482041588
298,1,0.4845625
298,2,0.46865625
298,3,0.475021701388889
298,4,0.44090625
298,5,0.43606
298,6,0.417631172839506
298,7,0.39894
298,8,0.402105034722222
298,9,0.40284423828125
298,10,0.406019619500595
298,11,0.389981070849108
298,12,0.388315217391304
298,13,0.379899088541667
298,14,0.374453678054786
298,15,0.363501433631304
299,1,0.4881875
299,2,0.464409722222222
299,3,0.450821799307958
299,4,0.451813271604938
299,5,0.4444
299,6,0.422576530612245
299,7,0.39121875
299,8,0.390957840236686
299,9,0.376606978879706
299,10,0.365721564760026
299,11,0.363454139735303
299,12,0.365141111591695
299,13,0.364485099500049
299,14,0.3586385795727
299,15,0.359880432312315
300,1,0.4845
300,2,0.433
301,1,0.492375
301,2,0.466398865784499
301,3,0.412814349112426
301,4,0.41329133694294
301,5,0.40252914951989
301,6,0.394381456286218
301,7,0.390444636678201
301,8,0.385623046875
301,9,0.377272940514168
301,10,0.374877960443437
301,11,0.373309556786704
301,12,0.373729468239804
301,13,0.373800411193496
301,14,0.37091541838843
301,15,0.369077829383239
302,1,0.48715625
302,2,0.475
302,3,0.46766975308642
302,4,0.460076530612245
302,5,0.4025
302,6,0.319444444444444
302,7,0.2328125
302,8,0.214236111111111
302,9,0.2064453125
302,10,0.19375
302,11,0.191145833333333
302,12,0.182875
302,13,0.186111111111111
302,14,0.180785123966942
302,15,0.175
303,1,0.4871875
303,2,0.455859375
303,3,0.435777777777778
303,4,0.427066115702479
303,5,0.369784580498866
303,6,0.359897959183673
303,7,0.33699149408284
303,8,0.317465753424658
303,9,0.318298172534265
303,10,0.313836361254258
303,11,0.306850274817067
303,12,0.301538588264767
303,13,0.299868320952008
303,14,0.301307300272003
303,15,0.301988281377643
304,1,0.48878125
304,2,0.474875
304,3,0.452420910493827
304,4,0.445275517751479
304,5,0.437131732032276
304,6,0.434015489852451
304,7,0.431558850562284
304,8,0.428802526349852
304,9,0.425672883891821
304,10,0.424943217661916
304,11,0.422909723341254
304,12,0.422234922671175
304,13,0.421195215384615
304,14,0.419264401976324
304,15,0.417611161917048
305,1,0.49034375
305,2,0.454296875
305,3,0.401275510204082
305,4,0.388
305,5,0.381875
305,6,0.381684027777778
305,7,0.382015306122449
305,8,0.366280864197531
305,9,0.351419005102041
305,10,0.344
305,11,0.345288347205708
305,12,0.33530443639656
305,13,0.328424032140248
305,14,0.325474799123448
305,15,0.320301652892562
306,1,0.485625
306,2,0.462946428571429
306,3,0.439277777777778
306,4,0.422625
306,5,0.407644628099174
306,6,0.402375
306,7,0.3287109375
306,8,0.2865
306,9,0.289375
306,10,0.274652777777778
306,11,0.265625
306,12,0.260763888888889
306,13,0.259277777777778
306,14,0.260762117346939
306,15,0.257214870825457
307,1,0.48203125
307,2,0.461909262759924
307,3,0.455078125
307,4,0.401875
307,5,0.4037109375
307,6,0.377
308,1,0.48771875
308,2,0.477481096408318
308,3,0.4391875
308,4,0.430397727272727
308,5,0.419182825484765
308,6,0.409875
308,7,0.40071875
308,8,0.386436631944444
308,9,0.352930056710775
308,10,0.355713296398892
308,11,0.34200424382716
308,12,0.34225
308,13,0.341882936065939
308,14,0.33705396529752
308,15,0.33524233815427
309,1,0.48978125
309,2,0.47452741020794
309,3,0.47281746031746
309,4,0.42578125
309,5,0.406
309,6,0.379338842975207
309,7,0.367978395061728
309,8,0.344247404844291
309,9,0.269444444444444
309,10,0.2685
310,1,0.48875
310,2,0.474584487534626
310,3,0.464115646258503
310,4,0.43780276816609
310,5,0.406770833333333
310,6,0.358574380165289
310,7,0.350868055555556
310,8,0.348881172839506
310,9,0.350974716446125
310,10,0.339624225206612
310,11,0.340915659268067
310,12,0.339215802469136
310,13,0.335343496484586
310,14,0.337082017008854
310,15,0.335267601469869
311,1,0.49134375
311,2,0.473150510204082
311,3,0.477199074074074
311,4,0.471875
311,5,0.459228515625
311,6,0.454783163265306
311,7,0.429955621301775
311,8,0.418310546875
311,9,0.37920524691358
312,1,0.48821875
312,2,0.458056640625
312,3,0.453571428571429
312,4,0.431844008264463
312,5,0.417687074829932
312,6,0.415211776859504
312,7,0.394473140495868
312,8,0.398582230623819
312,9,0.399349635796046
312,10,0.382629243827161
312,11,0.378321532694711
312,12,0.380047635445363
312,13,0.376255316635161
312,14,0.376069748063915
312,15,0.371197120481516
313,1,0.4885625
313,2,0.475356718192628
313,3,0.471930473372781
313,4,0.463642659279778
313,5,0.4444375
313,6,0.407908163265306
313,7,0.3875
313,8,0.323958333333333
313,9,0.285546875
313,10,0.2695
313,11,0.2125
314,1,0.4896875
314,2,0.461388888888889
314,3,0.426859504132231
314,4,0.387396694214876
314,5,0.385872781065089
314,6,0.384778911564626
314,7,0.376516052318668
314,8,0.36068339100346
314,9,0.371983131487889
314,10,0.3702392578125
314,11,0.367388888888889
314,12,0.369499362244898
314,13,0.356434240362812
314,14,0.360356652949246
314,15,0.359041666666667
315,1,0.486875
315,2,0.47298
315,3,0.45989152892562
315,4,0.448296875
315,5,0.428040762656147
315,6,0.421540062434964
315,7,0.411086002066116
315,8,0.403083848427842
315,9,0.397497822615764
315,10,0.378549897068915
315,11,0.377763004009802
315,12,0.377956133996398
315,13,0.374710069444444
315,14,0.373023120777027
315,15,0.372138343703507
316,1,0.48940625
316,2,0.468229166666667
316,3,0.419097222222222
316,4,0.32
316,5,0.330357142857143
316,6,0.321296296296296
316,7,0.308333333333333
316,8,0.2875
316,9,0.3
317,1,0.49125
317,2,0.456375
317,3,0.422222222222222
317,4,0.34375
317,5,0.2625
318,1,0.489375
318,2,0.4544921875
318,3,0.44517429760666
318,4,0.431397684310019
318,5,0.429058364839319
318,6,0.404828559027778
318,7,0.397134924385633
318,8,0.382290945290859
318,9,0.377184278873468
318,10,0.37357401600346
318,11,0.367601238905325
318,12,0.362487239371039
318,13,0.359283231497144
318,14,0.359396564885909
318,15,0.358992136135766
319,1,0.48875
319,2,0.462060950413223
319,3,0.448779296875
319,4,0.428920118343195
319,5,0.38828125
319,6,0.33828125
319,7,0.2875
320,1,0.49
320,2,0.48108
320,3,0.45722
320,4,0.418875
320,5,0.389541666666667
320,6,0.385804580606782
320,7,0.388158597365611
320,8,0.390740428402766
320,9,0.392557098765432
320,10,0.388263434463613
320,11,0.38438705632716
320,12,0.384355801039698
320,13,0.379478720137929
320,14,0.381112226630903
320,15,0.375992615027684
321,1,0.48759375
321,2,0.442091836734694
321,3,0.41484375
321,4,0.3697265625
321,5,0.334438775510204
321,6,0.329368512110727
321,7,0.333393595041322
321,8,0.31853125
321,9,0.306838151927438
321,10,0.295421875
321,11,0.292266851338873
321,12,0.293616780045351
321,13,0.290963947269657
321,14,0.293012446344953
321,15,0.290296977777778
322,1,0.48825
322,2,0.440125
322,3,0.383677685950413
322,4,0.378497229916898
322,5,0.361389462809917
322,6,0.354387755102041
322,7,0.357085503472222
322,8,0.353635987712665
322,9,0.352684441197955
322,10,0.349060660932549
322,11,0.345662510566357
322,12,0.343623105573135
322,13,0.344302992242816
322,14,0.343068992188818
322,15,0.341584222320414
323,1,0.48834375
323,2,0.480925605536332
323,3,0.454068047337278
323,4,0.435546875
323,5,0.382291666666667
323,6,0.370679012345679
323,7,0.340972222222222
323,8,0.3365234375
323,9,0.335185185185185
323,10,0.333
323,11,0.31328125
323,12,0.311363636363636
323,13,0.322623966942149
323,14,0.299276859504132
323,15,0.298388671875
324,1,0.48453125
324,2,0.454111111111111
324,3,0.441922476586889
324,4,0.451364603024575
324,5,0.442489795918367
324,6,0.436640625
324,7,0.438349011479592
324,8,0.431218434343434
324,9,0.42899625
324,10,0.427706161315819
324,11,0.422979903296016
324,12,0.416912186679898
324,13,0.416446999977599
324,14,0.413322203870448
324,15,0.411968849189938
325,1,0.48871875
325,2,0.46328125
325,3,0.445121173469388
325,4,0.441814595660749
325,5,0.424576822916667
325,6,0.420746970663265
325,7,0.417844166996961
325,8,0.412533219224359
325,9,0.409997508009968
325,10,0.407306863687983
325,11,0.403837370099278
325,12,0.401335941797824
325,13,0.399806824514036
325,14,0.397148637354399
325,15,0.396181818140023
326,1,0.48765625
326,2,0.477423469387755
326,3,0.461611111111111
326,4,0.454605263157895
326,5,0.439484877126654
326,6,0.42470703125
326,7,0.399826989619377
326,8,0.388134430727023
326,9,0.379878328741965
