"trial","gen","n","g","z","w","sourcepops","n.pop0","alpha","evolve","block","repct"
40,3,19,0.178947368421053,0.267723839350583,0.829902936793291,5,100,0.0035,FALSE,1,2
40,4,12,-0.266666666666667,-0.818425250456831,0.42278354815819,5,100,0.0035,FALSE,1,2
41,1,20,0.11,0.250105339455747,0.866241562419302,6,20,0,TRUE,2,2
41,2,21,0.304761904761905,0.462128520159356,0.956934718521713,6,20,0,TRUE,2,2
41,3,23,0.452173913043478,0.468802108634288,0.996071152028659,6,20,0,TRUE,2,2
41,4,36,0.655555555555556,0.780546777709867,1.15018475687865,6,20,0,TRUE,2,2
41,5,54,0.718518518518519,0.635291101786796,1.07765070070039,6,20,0,TRUE,2,2
41,6,61,0.737704918032787,0.850606405283298,1.18707507151356,6,20,0,TRUE,2,2
41,7,68,0.841176470588235,1.02614123211648,1.27301220625659,6,20,0,TRUE,2,2
41,8,94,0.902127659574468,0.880483147618054,1.19079491345795,6,20,0,TRUE,2,2
41,9,111,0.924324324324324,0.937705339516105,1.23305773617217,6,20,0,TRUE,2,2
41,10,125,1.0128,1.03149035763692,1.29158586953365,6,20,0,TRUE,2,2
41,11,148,1.01756756756757,0.96746001276188,1.25720504399835,6,20,0,TRUE,2,2
41,12,202,1.05643564356436,1.08784516013266,1.31002271279271,6,20,0,TRUE,2,2
41,13,287,1.1609756097561,1.15244534764493,1.34543558981903,6,20,0,TRUE,2,2
41,14,356,1.19213483146067,1.21052622214383,1.38223805008643,6,20,0,TRUE,2,2
41,15,505,1.22178217821782,1.20439299814611,1.37590689624454,6,20,0,TRUE,2,2
42,1,100,0.074,0.127002948951979,0.810486532012791,6,100,0,TRUE,2,2
42,2,104,0.103846153846154,0.161663459185394,0.803675235973833,6,100,0,TRUE,2,2
42,3,81,0.202469135802469,0.212472101332905,0.843135040585195,6,100,0,TRUE,2,2
42,4,80,0.345,0.280181257232483,0.879401733000922,6,100,0,TRUE,2,2
42,5,71,0.304225352112676,0.222833391686643,0.845027098393622,6,100,0,TRUE,2,2
42,6,58,0.372413793103448,0.355420564303191,0.918128995979999,6,100,0,TRUE,2,2
42,7,55,0.538181818181818,0.691728184644996,1.10170070142579,6,100,0,TRUE,2,2
42,8,58,0.544827586206897,0.513203837263555,1.00373694467919,6,100,0,TRUE,2,2
42,9,71,0.591549295774648,0.664154437934568,1.07384179336154,6,100,0,TRUE,2,2
42,10,80,0.7575,0.892555974688769,1.21404259177473,6,100,0,TRUE,2,2
42,11,88,0.818181818181818,0.768276112549786,1.15202533230107,6,100,0,TRUE,2,2
42,12,98,0.828571428571429,0.996019289878096,1.26592030786063,6,100,0,TRUE,2,2
42,13,158,0.887341772151899,0.949577445507981,1.23240648861903,6,100,0,TRUE,2,2
42,14,157,0.896815286624204,0.902678637511672,1.21327336381724,6,100,0,TRUE,2,2
42,15,187,0.967914438502674,0.883024322548436,1.19974803355629,6,100,0,TRUE,2,2
43,1,20,-0.07,-0.496681596386587,0.515666425211417,6,20,0,FALSE,2,2
43,2,8,0.1,0.6424207742934,1.12064313030959,6,20,0,FALSE,2,2
43,3,8,-0.225,-0.172227981730217,0.643376642029183,6,20,0,FALSE,2,2
43,4,3,-0.0666666666666667,-0.479485692664756,0.514512121478321,6,20,0,FALSE,2,2
43,5,1,-0.8,-1.56453297081631,0.143234903287696,6,20,0,FALSE,2,2
44,1,100,0.02,-0.0653051700713975,0.696862405781541,6,100,0,FALSE,2,2
44,2,64,0.065625,0.181978041191378,0.868652580888688,6,100,0,FALSE,2,2
44,3,61,0.0918032786885246,-0.0371208337405682,0.749031939990971,6,100,0,FALSE,2,2
44,4,52,0.123076923076923,0.104970064568031,0.824804211966967,6,100,0,FALSE,2,2
44,5,31,0.0129032258064516,-0.0715063664874165,0.714444900677359,6,100,0,FALSE,2,2
44,6,25,0.024,0.0141423082518953,0.776349512548997,6,100,0,FALSE,2,2
44,7,26,-0.138461538461538,-0.0167259450174038,0.749648427902029,6,100,0,FALSE,2,2
44,8,20,0.13,0.228649495110346,0.904376767792598,6,100,0,FALSE,2,2
44,9,6,0.566666666666667,0.731844670956638,1.11767083094893,6,100,0,FALSE,2,2
44,10,2,0.5,0.903162891418906,1.19139862700441,6,100,0,FALSE,2,2
45,1,20,-0.12,-0.0156316154265217,0.689673240333382,6,20,0.0035,TRUE,2,2
45,2,13,-0.153846153846154,0.322813444598971,0.909199214955755,6,20,0.0035,TRUE,2,2
45,3,1,-0.2,0.879041775228099,1.20912277572972,6,20,0.0035,TRUE,2,2
46,1,100,0.092,0.0974077458370686,0.802572313046016,6,100,0.0035,TRUE,2,2
46,2,55,0.0327272727272727,0.021845822874448,0.745421274855489,6,100,0.0035,TRUE,2,2
46,3,34,0.0647058823529412,0.10369683151332,0.806445636284686,6,100,0.0035,TRUE,2,2
46,4,14,0.0571428571428572,-0.0620722670544097,0.721050608152005,6,100,0.0035,TRUE,2,2
46,5,11,0.0181818181818182,0.001440343106431,0.744863801589261,6,100,0.0035,TRUE,2,2
46,6,5,-0.12,-0.0652090811427424,0.673625041692266,6,100,0.0035,TRUE,2,2
46,7,1,-0.4,-0.946046573351363,0.287849045569645,6,100,0.0035,TRUE,2,2
47,1,20,0.09,0.296286141091766,0.895859391696152,6,20,0.0035,FALSE,2,2
47,2,21,-0.0952380952380952,-0.0472773399680115,0.774890609404694,6,20,0.0035,FALSE,2,2
47,3,16,-0.35,-0.515963650537994,0.544486933603302,6,20,0.0035,FALSE,2,2
47,4,14,-0.0285714285714286,0.0432838830702006,0.788580610541762,6,20,0.0035,FALSE,2,2
47,5,2,0,-0.401445015862218,0.511296527877825,6,20,0.0035,FALSE,2,2
48,1,100,0.084,0.0896144587632804,0.777003609981698,6,100,0.0035,FALSE,2,2
48,2,62,0.0225806451612903,0.137247224133355,0.818643309595518,6,100,0.0035,FALSE,2,2
48,3,43,0.0558139534883721,-0.0817064950587195,0.727438545384725,6,100,0.0035,FALSE,2,2
48,4,37,0.156756756756757,0.0116409413614794,0.773600797970257,6,100,0.0035,FALSE,2,2
48,5,28,0.0857142857142857,0.232379928465915,0.846969130139716,6,100,0.0035,FALSE,2,2
48,6,34,0.152941176470588,0.130837876351461,0.8130507977088,6,100,0.0035,FALSE,2,2
48,7,16,-0.25,-0.0858915168596626,0.703136241997327,6,100,0.0035,FALSE,2,2
48,8,9,-0.355555555555556,-0.790530846196761,0.440084564378402,6,100,0.0035,FALSE,2,2
48,9,2,0.4,0.67694695945463,1.07992500685389,6,100,0.0035,FALSE,2,2
49,1,20,-0.37,-0.689594940418346,0.432709018307303,7,20,0,TRUE,3,2
49,2,10,-0.34,-0.669285458741072,0.513255906931585,7,20,0,TRUE,3,2
49,3,8,-0.25,-0.176989861988105,0.685179352912678,7,20,0,TRUE,3,2
49,4,7,-0.628571428571429,-0.689185160487384,0.444143666351743,7,20,0,TRUE,3,2
49,5,1,-0.4,-0.204930090229261,0.576920682413251,7,20,0,TRUE,3,2
50,1,100,-0.784,-0.741048629488002,0.423708928005379,7,100,0,TRUE,3,2
50,2,48,-0.770833333333333,-0.728257544871663,0.419659034512599,7,100,0,TRUE,3,2
50,3,17,-0.576470588235294,-0.616788144207721,0.48581275150388,7,100,0,TRUE,3,2
50,4,3,0.0666666666666667,0.161506318436616,0.858437075512819,7,100,0,TRUE,3,2
50,5,2,-0.5,0.0343583096531063,0.704072653293762,7,100,0,TRUE,3,2
51,1,20,-0.57,-0.529923911386984,0.49903463802629,7,20,0,FALSE,3,2
51,2,3,-0.466666666666667,-0.125723446061895,0.763825822741184,7,20,0,FALSE,3,2
51,3,4,0.1,-0.172808503632519,0.609679423776213,7,20,0,FALSE,3,2
51,4,2,-0.3,-0.485093594283519,0.603062628953992,7,20,0,FALSE,3,2
52,1,100,-0.67,-0.625134320199809,0.472409848206994,7,100,0,FALSE,3,2
52,2,50,-0.028,-0.168833161421221,0.680677313201226,7,100,0,FALSE,3,2
52,3,33,0.0242424242424242,0.336957328113812,0.927107054044052,7,100,0,FALSE,3,2
52,4,30,-0.0333333333333333,0.119813424132732,0.805522168158385,7,100,0,FALSE,3,2
52,5,25,0.056,-0.274697653772946,0.628200067616173,7,100,0,FALSE,3,2
52,6,22,0.281818181818182,-0.0085767176451325,0.74626863977884,7,100,0,FALSE,3,2
52,7,8,-0.175,-0.306476484481467,0.597258054752191,7,100,0,FALSE,3,2
52,8,13,-0.0615384615384616,0.0835319510561664,0.79169515842926,7,100,0,FALSE,3,2
52,9,11,0.127272727272727,0.176277052557373,0.81341042520562,7,100,0,FALSE,3,2
52,10,13,0.0153846153846154,0.134621558832169,0.839860608913551,7,100,0,FALSE,3,2
52,11,16,-0.1375,-0.206634561201395,0.632119151622546,7,100,0,FALSE,3,2
52,12,13,0.0923076923076923,0.0529836204203365,0.756969697948009,7,100,0,FALSE,3,2
52,13,7,0.171428571428571,0.511598448998188,1.06304638734641,7,100,0,FALSE,3,2
52,14,12,-0.15,-0.380025177542149,0.586828357125319,7,100,0,FALSE,3,2
52,15,6,-0.366666666666667,-0.364618362799768,0.602146308538261,7,100,0,FALSE,3,2
53,1,20,-0.7,-0.876846706448972,0.391099516089855,7,20,0.0035,TRUE,3,2
53,2,8,-0.3,-0.0580551031058487,0.684963357388549,7,20,0.0035,TRUE,3,2
53,3,1,-0.6,-0.934489910425549,0.291330483285074,7,20,0.0035,TRUE,3,2
54,1,100,-0.636,-0.621977691293026,0.470493908697562,7,100,0.0035,TRUE,3,2
54,2,39,-0.523076923076923,-0.656775545180206,0.431970786111363,7,100,0.0035,TRUE,3,2
54,3,17,-0.658823529411765,-0.754935995569122,0.386990530631475,7,100,0.0035,TRUE,3,2
54,4,6,-0.666666666666667,-0.667988304033683,0.412757693015043,7,100,0.0035,TRUE,3,2
54,5,1,-0.2,-0.122276730977258,0.617520777507427,7,100,0.0035,TRUE,3,2
55,1,20,-0.52,-0.698050485171821,0.482409562881292,7,20,0.0035,FALSE,3,2
55,2,12,-0.0166666666666667,0.423913331153039,0.966129120750593,7,20,0.0035,FALSE,3,2
55,3,7,0.0285714285714286,-0.160545226119738,0.667748792449356,7,20,0.0035,FALSE,3,2
55,4,13,0.123076923076923,0.172771716157705,0.833136408757212,7,20,0.0035,FALSE,3,2
55,5,5,-0.4,-0.474410393121562,0.521347936315283,7,20,0.0035,FALSE,3,2
55,6,3,-0.2,-0.750920142273929,0.367568064425765,7,20,0.0035,FALSE,3,2
55,7,1,1.2,1.89716120150228,1.79546321420019,7,20,0.0035,FALSE,3,2
56,1,100,-0.82,-0.875241346330299,0.392719381304085,7,100,0.0035,FALSE,3,2
56,2,26,0.00769230769230769,-0.0997416976716496,0.718476981611936,7,100,0.0035,FALSE,3,2
56,3,25,0.104,0.00235633217071854,0.746381622525454,7,100,0.0035,FALSE,3,2
56,4,20,0.06,0.188985045569011,0.866223434425247,7,100,0.0035,FALSE,3,2
56,5,24,0.175,0.292153853243154,0.898615030525651,7,100,0.0035,FALSE,3,2
56,6,23,-0.0260869565217391,-0.0682767828135735,0.715759747985835,7,100,0.0035,FALSE,3,2
56,7,20,0.04,-0.0491881997380717,0.69445366648684,7,100,0.0035,FALSE,3,2
56,8,14,-0.142857142857143,-0.106439248860151,0.719950707534058,7,100,0.0035,FALSE,3,2
56,9,9,-6.15585900155659e-18,0.068065478622481,0.737814958428341,7,100,0.0035,FALSE,3,2
56,10,7,-0.428571428571429,-0.108564622676806,0.68575073999264,7,100,0.0035,FALSE,3,2
56,11,4,0.05,0.540282014244244,1.01001977247372,7,100,0.0035,FALSE,3,2
56,12,2,0.2,-0.0978239550732384,0.731055262715565,7,100,0.0035,FALSE,3,2
57,1,20,0.25,0.241885097739343,0.867229064912381,8,20,0,TRUE,4,2
57,2,15,0.386666666666667,0.514543332425082,0.998166407267676,8,20,0,TRUE,4,2
57,3,12,0.55,0.739182698018587,1.12819229009105,8,20,0,TRUE,4,2
57,4,23,0.634782608695652,0.578481759244658,1.03746332764677,8,20,0,TRUE,4,2
57,5,30,0.733333333333333,0.749142419695848,1.13020911286033,8,20,0,TRUE,4,2
57,6,27,0.925925925925926,0.717413409078619,1.12602886747331,8,20,0,TRUE,4,2
57,7,37,0.87027027027027,0.828415028914729,1.18156134215949,8,20,0,TRUE,4,2
57,8,23,1.17391304347826,1.29564458224957,1.40608358401528,8,20,0,TRUE,4,2
57,9,42,1.21904761904762,1.26045603207379,1.39537822821712,8,20,0,TRUE,4,2
57,10,44,1.1,1.15481984105792,1.32213948394728,8,20,0,TRUE,4,2
57,11,53,1.07547169811321,1.04632846798243,1.2883993750703,8,20,0,TRUE,4,2
57,12,51,1.25882352941176,1.03738618778462,1.28371695184919,8,20,0,TRUE,4,2
57,13,83,1.37831325301205,1.38226712322071,1.46553989040453,8,20,0,TRUE,4,2
57,14,114,1.44210526315789,1.36057650542462,1.44955394738334,8,20,0,TRUE,4,2
57,15,161,1.42732919254658,1.38566927631252,1.47488528933266,8,20,0,TRUE,4,2
58,1,100,0.366,0.443170059006133,0.97533001484888,8,100,0,TRUE,4,2
58,2,96,0.583333333333333,0.403362295091981,0.955919616485243,8,100,0,TRUE,4,2
58,3,66,0.606060606060606,0.567736430166894,1.02873606567923,8,100,0,TRUE,4,2
58,4,89,0.640449438202247,0.675451544910289,1.09161906900237,8,100,0,TRUE,4,2
58,5,92,0.628260869565217,0.574855943928272,1.04188106531801,8,100,0,TRUE,4,2
58,6,79,0.762025316455696,0.727831007475454,1.12037674011036,8,100,0,TRUE,4,2
58,7,80,0.765,0.721059027319787,1.12422309623635,8,100,0,TRUE,4,2
58,8,101,0.79009900990099,0.891988914394716,1.20471202579418,8,100,0,TRUE,4,2
58,9,149,0.923489932885906,0.846506827300763,1.18763470590733,8,100,0,TRUE,4,2
58,10,193,0.994818652849741,1.06281239756404,1.29050500509281,8,100,0,TRUE,4,2
58,11,211,1.06445497630332,1.05224206889461,1.3007743113855,8,100,0,TRUE,4,2
58,12,270,1.13111111111111,1.08490792230134,1.31345006880719,8,100,0,TRUE,4,2
58,13,381,1.18950131233596,1.20525249631488,1.36899539228511,8,100,0,TRUE,4,2
58,14,492,1.2609756097561,1.21036797921506,1.37790744134594,8,100,0,TRUE,4,2
58,15,699,1.31444921316166,1.32742430012868,1.41567602060152,8,100,0,TRUE,4,2
59,1,20,0.28,0.226621438145601,0.861154645564529,8,20,0,FALSE,4,2
59,2,16,-0.1375,-0.299413665180823,0.628369024897246,8,20,0,FALSE,4,2
59,3,8,0.45,0.614453686088007,1.09081014736333,8,20,0,FALSE,4,2
59,4,3,-0.466666666666667,-0.0940337801544715,0.711379551631883,8,20,0,FALSE,4,2
60,1,100,0.312,0.447346486997953,0.961869080250867,8,100,0,FALSE,4,2
60,2,97,-0.0597938144329897,-0.107929938587252,0.691431434393651,8,100,0,FALSE,4,2
60,3,73,-0.0164383561643836,0.0385217858687293,0.814954369756899,8,100,0,FALSE,4,2
60,4,51,-0.0313725490196078,-0.168054145446674,0.693138180914162,8,100,0,FALSE,4,2
60,5,30,0.0733333333333333,0.233596829993899,0.886154483823373,8,100,0,FALSE,4,2
60,6,25,0.032,0.0414896038528891,0.760582450477614,8,100,0,FALSE,4,2
60,7,32,-0.04375,-0.173265948527113,0.655316338355149,8,100,0,FALSE,4,2
60,8,21,-0.247619047619048,-0.243035813207145,0.683281318912957,8,100,0,FALSE,4,2
60,9,13,-0.0153846153846154,-0.0443905194530107,0.710252588537866,8,100,0,FALSE,4,2
60,10,8,0.225,0.585550027729774,1.03317822926238,8,100,0,FALSE,4,2
60,11,14,-0.2,-0.164451588554493,0.691170685192225,8,100,0,FALSE,4,2
60,12,10,0.36,0.322895887907189,0.915048544987733,8,100,0,FALSE,4,2
60,13,21,0.20952380952381,0.0728888549948584,0.842713672315211,8,100,0,FALSE,4,2
60,14,19,-0.263157894736842,-0.31123302495493,0.598257622177081,8,100,0,FALSE,4,2
60,15,14,-0.0857142857142857,-0.320033021447301,0.631877016787861,8,100,0,FALSE,4,2
61,1,20,0.1,0.051588705149791,0.762000057681193,8,20,0.0035,TRUE,4,2
61,2,26,0.384615384615385,0.329770232788294,0.925208450256869,8,20,0.0035,TRUE,4,2
61,3,24,0.541666666666667,0.43954777691596,0.96133759744627,8,20,0.0035,TRUE,4,2
61,4,32,0.6875,0.699171097217259,1.10354496746513,8,20,0.0035,TRUE,4,2
61,5,21,0.847619047619048,0.706039605658839,1.10416150562243,8,20,0.0035,TRUE,4,2
61,6,15,0.8,0.750441700220102,1.12576439878207,8,20,0.0035,TRUE,4,2
61,7,31,0.832258064516129,0.893911262026084,1.22251321911841,8,20,0.0035,TRUE,4,2
61,8,44,0.795454545454545,0.622905748005097,1.0843586922587,8,20,0.0035,TRUE,4,2
61,9,40,0.905,0.851936616029242,1.18631779939959,8,20,0.0035,TRUE,4,2
61,10,39,0.805128205128205,0.831143840343525,1.1836924800853,8,20,0.0035,TRUE,4,2
61,11,39,0.912820512820513,0.647120380476367,1.07591665297123,8,20,0.0035,TRUE,4,2
61,12,43,1.12558139534884,0.92381268753152,1.22659327174087,8,20,0.0035,TRUE,4,2
61,13,52,1.16923076923077,1.09461110902245,1.29476775562118,8,20,0.0035,TRUE,4,2
61,14,69,1.25797101449275,1.37047918906768,1.45459091518202,8,20,0.0035,TRUE,4,2
61,15,84,1.21428571428571,1.24295579095803,1.4032880457028,8,20,0.0035,TRUE,4,2
62,1,100,0.32,0.219446002648634,0.854379392193173,8,100,0.0035,TRUE,4,2
62,2,50,0.368,0.423384684340681,0.959033491291401,8,100,0.0035,TRUE,4,2
62,3,34,0.405882352941176,0.486716673093234,0.992238803966171,8,100,0.0035,TRUE,4,2
62,4,19,0.189473684210526,0.0877313967927402,0.808917681811812,8,100,0.0035,TRUE,4,2
62,5,8,0.125,0.295115926768235,0.888634915853453,8,100,0.0035,TRUE,4,2
62,6,5,0.16,-0.00862561298526164,0.751446663793503,8,100,0.0035,TRUE,4,2
62,7,1,0.8,1.34836114279683,1.5041160756622,8,100,0.0035,TRUE,4,2
63,1,20,0.07,0.251968257493662,0.848635379494737,8,20,0.0035,FALSE,4,2
63,2,21,0.0476190476190476,0.181661287588826,0.800463622718254,8,20,0.0035,FALSE,4,2
63,3,6,0.0333333333333333,0.39077361593547,0.918618084435495,8,20,0.0035,FALSE,4,2
63,4,7,-0.142857142857143,-0.453603319465301,0.533182756354818,8,20,0.0035,FALSE,4,2
63,5,2,0.1,0.235475007645517,0.840056349906077,8,20,0.0035,FALSE,4,2
63,6,2,-1.3,-2.21912106970342,0.123410335971446,8,20,0.0035,FALSE,4,2
64,1,100,0.354,0.4453321395492,0.97589181293876,8,100,0.0035,FALSE,4,2
64,2,69,0.0811594202898551,0.157488370310185,0.837072061196778,8,100,0.0035,FALSE,4,2
64,3,61,0.039344262295082,0.126619031646251,0.818557627005952,8,100,0.0035,FALSE,4,2
64,4,41,0.209756097560976,0.0653693572989219,0.794232799113649,8,100,0.0035,FALSE,4,2
64,5,17,-0.105882352941176,-0.197445579259658,0.700668307140493,8,100,0.0035,FALSE,4,2
64,6,18,-0.1,-0.0575150829317838,0.721055923398405,8,100,0.0035,FALSE,4,2
64,7,14,0.157142857142857,0.432225308427949,0.978602459296754,8,100,0.0035,FALSE,4,2
64,8,13,0.0461538461538462,-0.0901003073204056,0.692388350986736,8,100,0.0035,FALSE,4,2
64,9,17,-0.152941176470588,-0.0851408055764172,0.693324554000392,8,100,0.0035,FALSE,4,2
64,10,12,-0.0166666666666667,0.0819694325839355,0.78135834907311,8,100,0.0035,FALSE,4,2
64,11,6,0.333333333333333,0.0266594258218477,0.740676909151664,8,100,0.0035,FALSE,4,2
64,12,3,0.133333333333333,-0.279522492136736,0.566556979440265,8,100,0.0035,FALSE,4,2
64,13,3,0.0666666666666667,-0.131118900279253,0.672232758065395,8,100,0.0035,FALSE,4,2
64,14,2,0,-0.119121086162679,0.627128493814312,8,100,0.0035,FALSE,4,2
65,1,20,0.24,0.0725069869351702,0.772650699386511,9,20,0,TRUE,1,3
65,2,17,-0.0352941176470588,-0.0249731431544755,0.709044800311171,9,20,0,TRUE,1,3
65,3,16,0.0125,0.184837902048656,0.816048212984456,9,20,0,TRUE,1,3
65,4,8,-0.275,-0.170829804361298,0.688694474943068,9,20,0,TRUE,1,3
65,5,6,-0.366666666666667,-0.356939064530085,0.517498343650688,9,20,0,TRUE,1,3
65,6,5,-0.12,-0.185318006146927,0.628872477280901,9,20,0,TRUE,1,3
65,7,4,0,0.0776966298831917,0.731333456099334,9,20,0,TRUE,1,3
65,8,2,0.1,-0.690059865892007,0.389460229251518,9,20,0,TRUE,1,3
65,9,1,0.2,0.947303981438732,1.25292522515714,9,20,0,TRUE,1,3
66,1,100,0.064,0.117638437384423,0.817610437107146,9,100,0,TRUE,1,3
66,2,80,0.1125,0.145169611029655,0.813625304473828,9,100,0,TRUE,1,3
66,3,65,0.0769230769230769,0.118844638827192,0.80830332110747,9,100,0,TRUE,1,3
66,4,42,0.123809523809524,-0.0134091195871853,0.731074124969168,9,100,0,TRUE,1,3
66,5,30,0.166666666666667,0.208665059863008,0.828088047447426,9,100,0,TRUE,1,3
66,6,16,0.225,0.0963210288624395,0.803255459609388,9,100,0,TRUE,1,3
66,7,11,1.00966327312713e-17,0.133150236107062,0.797032586181595,9,100,0,TRUE,1,3
66,8,6,1.8505975831612e-17,-0.167632596660155,0.656013274513449,9,100,0,TRUE,1,3
66,9,6,0.266666666666667,0.357876112726261,0.905636884745903,9,100,0,TRUE,1,3
66,10,5,0.2,0.507679805499625,0.948355531982976,9,100,0,TRUE,1,3
67,1,20,0.39,0.48802456787696,0.97360394554806,9,20,0,FALSE,1,3
67,2,13,-0.153846153846154,0.121313502317897,0.866888295400014,9,20,0,FALSE,1,3
67,3,9,0.133333333333333,0.075196323468862,0.760980138415085,9,20,0,FALSE,1,3
67,4,10,0.16,0.733432181461813,1.10165165369144,9,20,0,FALSE,1,3
67,5,16,-0.025,0.00971727359884535,0.764430008252327,9,20,0,FALSE,1,3
67,6,9,0.0222222222222222,0.199251898241827,0.822991464496789,9,20,0,FALSE,1,3
67,7,4,-0.2,0.16607361986581,0.804138063491261,9,20,0,FALSE,1,3
67,8,6,0.133333333333333,0.143246725763891,0.830383715741267,9,20,0,FALSE,1,3
67,9,10,0.38,0.750388361100727,1.16195093207454,9,20,0,FALSE,1,3
67,10,11,0.363636363636364,0.731674907738241,1.12070693084265,9,20,0,FALSE,1,3
67,11,12,0.466666666666667,1.02153225441131,1.19947615840797,9,20,0,FALSE,1,3
67,12,12,0.2,0.165513001420073,0.825279494821108,9,20,0,FALSE,1,3
67,13,4,-0.4,-0.303669530728238,0.657626120079362,9,20,0,FALSE,1,3
67,14,2,1.9,2.46817016203583,1.81335581917374,9,20,0,FALSE,1,3
68,1,100,0.222,0.16385405992354,0.824298468709618,9,100,0,FALSE,1,3
68,2,71,-0.0112676056338028,0.175408504993565,0.860371987725777,9,100,0,FALSE,1,3
68,3,69,0.0811594202898551,0.239130948365886,0.859298024282539,9,100,0,FALSE,1,3
68,4,63,-0.111111111111111,-0.0592706498721629,0.73578867601524,9,100,0,FALSE,1,3
68,5,44,0.186363636363636,0.283451369345025,0.898402535877055,9,100,0,FALSE,1,3
68,6,39,-0.0769230769230769,-0.146484540185634,0.704492892128693,9,100,0,FALSE,1,3
68,7,23,0.11304347826087,-0.108141637682764,0.720757035252409,9,100,0,FALSE,1,3
68,8,18,0.0111111111111111,0.299973379816957,0.893826022865344,9,100,0,FALSE,1,3
68,9,12,-0.0333333333333333,-0.0365576836615596,0.767908695582731,9,100,0,FALSE,1,3
68,10,9,0.177777777777778,0.179547667302895,0.884641902829179,9,100,0,FALSE,1,3
68,11,4,0.2,0.42195093747026,0.937418282020942,9,100,0,FALSE,1,3
68,12,1,0,-0.622087353853058,0.397531474059181,9,100,0,FALSE,1,3
69,1,20,0.11,0.112879001849229,0.779926331511201,9,20,0.0035,TRUE,1,3
69,2,7,0.4,0.660080366982531,1.10084114862283,9,20,0.0035,TRUE,1,3
69,3,5,0.6,0.479754084637688,0.966832437258053,9,20,0.0035,TRUE,1,3
69,4,4,1,0.537120466908708,1.04457070377317,9,20,0.0035,TRUE,1,3
69,5,7,1.11428571428571,1.30256256254108,1.466060625644,9,20,0.0035,TRUE,1,3
69,6,2,1,1.29158973717692,1.38349350979565,9,20,0.0035,TRUE,1,3
69,7,5,1.08,1.5547881339893,1.58411608134861,9,20,0.0035,TRUE,1,3
70,1,100,0.162,0.333626762636577,0.912174276467009,9,100,0.0035,TRUE,1,3
70,2,69,0.27536231884058,0.272801165005963,0.876285506218506,9,100,0.0035,TRUE,1,3
70,3,60,0.273333333333333,0.315584754540048,0.896422945893943,9,100,0.0035,TRUE,1,3
70,4,47,0.34468085106383,0.480942462879214,0.989656682599652,9,100,0.0035,TRUE,1,3
70,5,28,0.428571428571429,0.305247937314232,0.902832869228279,9,100,0.0035,TRUE,1,3
70,6,32,0.8375,0.855818025496261,1.18786486400066,9,100,0.0035,TRUE,1,3
70,7,67,0.838805970149254,0.829751782171849,1.16733114718906,9,100,0.0035,TRUE,1,3
70,8,79,0.832911392405063,0.675899713871993,1.08105408200823,9,100,0.0035,TRUE,1,3
70,9,68,0.864705882352941,0.981021754950056,1.25368155545651,9,100,0.0035,TRUE,1,3
70,10,59,0.88135593220339,0.798293671428218,1.15270593722073,9,100,0.0035,TRUE,1,3
70,11,58,0.879310344827586,0.870008781124478,1.20562298645157,9,100,0.0035,TRUE,1,3
70,12,57,0.91578947368421,0.927091922201532,1.23219374524828,9,100,0.0035,TRUE,1,3
70,13,62,0.961290322580645,1.05961574431263,1.30540364257778,9,100,0.0035,TRUE,1,3
70,14,51,1.01960784313725,1.01744322564433,1.2853841518906,9,100,0.0035,TRUE,1,3
70,15,41,0.917073170731707,0.821711865864089,1.16805120795657,9,100,0.0035,TRUE,1,3
71,1,20,0.54,0.779814034146027,1.15804334014997,9,20,0.0035,FALSE,1,3
71,2,23,0.156521739130435,0.391170328872867,0.993166425384646,9,20,0.0035,FALSE,1,3
71,3,18,-0.2,-0.156346205500975,0.657163709033416,9,20,0.0035,FALSE,1,3
71,4,13,0.0153846153846154,0.0325161232301512,0.824428217948875,9,20,0.0035,FALSE,1,3
71,5,7,0.0857142857142857,0.273126504719915,0.911247182783579,9,20,0.0035,FALSE,1,3
71,6,11,-0.181818181818182,-0.445660848427236,0.528538365653154,9,20,0.0035,FALSE,1,3
71,7,1,0,-0.456405906397157,0.463601191273053,9,20,0.0035,FALSE,1,3
72,1,100,0.248,0.204795175119096,0.83802188664389,9,100,0.0035,FALSE,1,3
72,2,64,0.025,0.0502015496824093,0.771546078898679,9,100,0.0035,FALSE,1,3
72,3,52,-0.115384615384615,-0.205235897327413,0.658697247176527,9,100,0.0035,FALSE,1,3
72,4,17,0.117647058823529,-0.00782833969345238,0.764016427580796,9,100,0.0035,FALSE,1,3
72,5,8,0.05,0.16188706785172,0.864377206697991,9,100,0.0035,FALSE,1,3
72,6,6,0.1,0.21613620472493,0.841289879418678,9,100,0.0035,FALSE,1,3
72,7,2,0.3,0.0502942925442662,0.81848132844491,9,100,0.0035,FALSE,1,3
73,1,20,0.35,0.378274731719755,0.936641432937765,10,20,0,TRUE,2,3
73,2,19,0.421052631578947,0.439786143630217,0.976120843211242,10,20,0,TRUE,2,3
73,3,38,0.536842105263158,0.42579079402446,0.994518231476262,10,20,0,TRUE,2,3
73,4,41,0.702439024390244,0.726353377999399,1.12921093994538,10,20,0,TRUE,2,3
73,5,47,0.85531914893617,0.949772186808554,1.23413934845965,10,20,0,TRUE,2,3
73,6,63,0.822222222222222,0.679051560514083,1.08882533398462,10,20,0,TRUE,2,3
73,7,62,0.87741935483871,1.01195409479423,1.26371149805296,10,20,0,TRUE,2,3
