"n.pop0","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,1,0.001695,0.0245821225056262,-0.0016401729976364,0.0514695580457257,0.771981940769267,0.011472586302658,4000
20,2,0.066436859265763,0.0441677562147675,0.069954874418491,0.0873909233952687,0.792396795870116,0.0215365555626002,3999
20,3,0.124509587442346,0.0877446469985149,0.124356296404808,0.163613690584472,0.819468601419911,0.0411184608850986,3915
20,4,0.185701059475313,0.126382886377114,0.18274096344614,0.231717092440766,0.849936238266185,0.0586701448554017,3537
20,5,0.26052317155954,0.15382898026379,0.255090666234461,0.266705948026087,0.886927403770838,0.067969453894046,2957
20,6,0.340227410589837,0.165357479067074,0.332782380135955,0.282656835396774,0.926749067053898,0.0736898362574893,2396
20,7,0.423127857408347,0.17663304561401,0.426478003584142,0.277844726949131,0.973923966977492,0.0757026326909141,1977
20,8,0.51521481228472,0.179987191543407,0.513925292662511,0.276780599573587,1.02096477922454,0.07548091468229,1624
20,9,0.594964220723587,0.179360510711531,0.597657233947003,0.25658836492037,1.06447062839373,0.0712676693095045,1405
20,10,0.664672774757713,0.175451376363554,0.651316944064921,0.241476921323958,1.09291928255243,0.0684382507081129,1227
20,11,0.730376243642738,0.168536041579669,0.727075513166099,0.227664176164619,1.13293470919684,0.0643692729495556,1096
20,12,0.798994378487294,0.158742702134104,0.792339224510967,0.219005161199957,1.16803158244042,0.0621099181533232,999
20,13,0.849097906939653,0.153380955944968,0.847472435186316,0.214415109760218,1.19756348779071,0.0596640438992381,939
20,14,0.897382575243218,0.145191046156629,0.89984327367976,0.193934282662169,1.22514107054292,0.0542220042130521,880
20,15,0.93863628239274,0.139141457043518,0.94017832023106,0.175138694264873,1.24624111742289,0.0502286265005215,837
60,1,-0.00230666666666667,0.0082100206829485,-0.000958825463883202,0.0164927986234689,0.772545392971209,0.00379539890122438,4000
60,2,0.0733284694654279,0.0148408396815305,0.0725432365988427,0.0292882338912178,0.793645425125349,0.00734297912984339,4000
60,3,0.14640576757568,0.0303890556757307,0.145265200654639,0.0531837694052643,0.829924987382916,0.0136173366733939,4000
60,4,0.210615188918988,0.0535100905532665,0.20825148461704,0.0950351368583036,0.861991408999462,0.0245066572089441,3992
60,5,0.275039089895822,0.0806096031692505,0.275580769514003,0.136053539567576,0.896228345583578,0.0354673308483882,3901
60,6,0.338663047596168,0.108093796673955,0.33807959894911,0.174728138535966,0.928216960127361,0.0466663703377378,3676
60,7,0.404068822359084,0.127967599527597,0.400415334939678,0.208950605561084,0.960449614372575,0.0560125337712897,3325
60,8,0.466408843483241,0.147314040937763,0.463343380975031,0.21612218671443,0.99397052971054,0.0586697124282266,2984
60,9,0.538562164119962,0.151245385782647,0.533984579988025,0.239003983805364,1.03224457403184,0.0641337250469067,2631
60,10,0.613544099748048,0.158575612224466,0.622886476010963,0.24765858002347,1.07880695188467,0.0676357635122117,2354
60,11,0.680002469934661,0.156268581440294,0.687217025958497,0.228490373927073,1.11208810476224,0.0630946805197397,2110
60,12,0.748881926152041,0.154329955937142,0.739233385528531,0.212104225051489,1.13963899993019,0.0592780854057248,1907
60,13,0.811024044566301,0.146712411938654,0.80927170994165,0.199736566823162,1.17681891545053,0.0558941117762285,1764
60,14,0.85785728200072,0.145824407665899,0.853696116506003,0.199090615072284,1.1999193227784,0.0563011759322261,1658
60,15,0.906360634585371,0.14145031655552,0.901663723734909,0.177155045141668,1.22548824964774,0.0503520853147289,1564
