"n.pop0","gen","ext.gen","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,1,2,0,0,0.487905303030303,1.08667022144522e-05,66
20,1,3,0,0,0.487419055944056,1.24189777021224e-05,286
20,1,4,0,0,0.487081453634085,1.341412752988e-05,399
20,1,5,0,0,0.487756775067751,1.16637583215506e-05,369
20,1,6,0,0,0.486965384615385,1.24542687559354e-05,325
20,1,7,0,0,0.487643647540984,1.22183031015989e-05,244
20,1,8,0,0,0.48793,1.07955502645503e-05,190
20,1,9,0,0,0.487188888888889,1.44120737547893e-05,117
20,1,10,0,0,0.487851666666667,1.47230028089887e-05,90
20,1,11,0,0,0.487942948717949,1.15773197635698e-05,78
20,1,12,0,0,0.487691071428571,1.21893733766234e-05,56
20,1,13,0,0,0.488321153846154,7.48963461538466e-06,26
20,1,14,0,0,0.487678571428571,1.54782275132275e-05,28
20,1,15,0,0,0.487416872547127,1.29545518723849e-05,1727
20,2,2,0.0224242424242424,0.0290909090909091,0.420921014346204,0.00251764537458295,66
20,2,3,0.00321678321678322,0.0020979020979021,0.446711340881053,0.000560496556604273,286
20,2,4,0.00050125313283208,0.000701754385964912,0.454710309460091,0.000326861312787206,399
20,2,5,0.000975609756097561,0.000542005420054201,0.45703507384462,0.000381460282674258,369
20,2,6,0.000615384615384615,0.000246153846153846,0.458423738164581,0.000308699311281371,325
20,2,7,0,0,0.46050047861857,0.000255878575053766,244
20,2,8,0,0,0.462460716897991,0.000169038616387533,190
20,2,9,0,0,0.460544929005885,0.000183358956787901,116
20,2,10,0.000888888888888889,0.000888888888888889,0.46142061751128,0.000306796043468332,90
20,2,11,0,0,0.461522225432203,0.000313051987511785,78
20,2,12,0,0.000714285714285714,0.463142919884954,0.000283399091403932,56
20,2,13,0,0,0.470004294787354,0.000122766136421984,26
20,2,14,0,0,0.464978960600462,0.000159061855766296,28
20,2,15,0.000231615518239722,6.94846554719166e-05,0.461287487256486,0.000219108723311084,1727
20,3,3,0.106293706293706,0.107552447552448,0.335186379502139,0.00617188420573351,286
20,3,4,0.021453634085213,0.0212531328320802,0.401539759625585,0.00174896764145399,399
20,3,5,0.0191869918699187,0.0140921409214092,0.41261957146115,0.00196835540983032,369
20,3,6,0.0109538461538462,0.00652307692307692,0.420339793271602,0.00128003560948559,325
20,3,7,0.00704918032786885,0.00524590163934426,0.42609772479644,0.00107566866236741,244
20,3,8,0.00652631578947368,0.00378947368421053,0.432896695392119,0.000878779549564872,190
20,3,9,0.00344827586206897,0.00206896551724138,0.431543959751629,0.000673208865093601,116
20,3,10,0.00311111111111111,0.00177777777777778,0.432790597479222,0.000772835312326748,90
20,3,11,0.00666666666666667,0.00256410256410256,0.432662306389827,0.0010245051498183,78
20,3,12,0.00428571428571429,0.00142857142857143,0.433082383398956,0.000878384202051641,56
20,3,13,0.00153846153846154,0,0.445129007884379,0.000354656777745039,26
20,3,14,0.00857142857142857,0.00285714285714286,0.433877652174768,0.00111371114626065,28
20,3,15,0.00530399536768964,0.0014128546612623,0.43190575825832,0.000768215311398744,1727
20,4,4,0.163208020050125,0.155989974937343,0.293692101892543,0.00630181520655531,399
20,4,5,0.0660162601626016,0.0550677506775068,0.357717996240174,0.00350178142785512,369
20,4,6,0.0434461538461538,0.0310153846153846,0.377007934332123,0.0023684639893321,325
20,4,7,0.0354098360655738,0.0247540983606557,0.38454096668524,0.00238907570896021,244
20,4,8,0.0271578947368421,0.0202105263157895,0.395687779998813,0.00248681414626563,190
20,4,9,0.0189655172413793,0.00827586206896552,0.403229568424003,0.00126144356195224,116
