"n.pop0","gen","ext.gen","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,1,2,0.24,0.24,0.253367613636364,6.86781837774296e-06,88
20,1,3,0.24,0.24,0.253216949152542,7.14462692658567e-06,354
20,1,4,0.24,0.24,0.253518214285714,6.12676961410683e-06,560
20,1,5,0.24,0.24,0.253372448979592,6.32767235684734e-06,588
20,1,6,0.24,0.24,0.253583518930958,6.25775232162743e-06,449
20,1,7,0.24,0.24,0.25351661971831,5.99804221373438e-06,355
20,1,8,0.24,0.24,0.253409959349593,5.65623714119794e-06,246
20,1,9,0.24,0.24,0.253455833333333,6.11009148044692e-06,180
20,1,10,0.24,0.24,0.253403731343284,7.1447604084839e-06,134
20,1,11,0.24,0.24,0.25325752688172,7.30554055633473e-06,93
20,1,12,0.24,0.24,0.253129605263158,7.35474517543858e-06,76
20,1,13,0.24,0.24,0.25342358490566,9.88948113207548e-06,53
20,1,14,0.24,0.24,0.253720408163265,6.74561649659863e-06,49
20,1,15,0.24,0.24,0.253445969358534,6.55599118019887e-06,776
20,2,2,0.256818181818182,0.254090909090909,0.215170013913844,0.00102096885658723,88
20,2,3,0.241468926553672,0.242146892655367,0.232085498655824,0.000232357146669184,354
20,2,4,0.240714285714286,0.240285714285714,0.236913348566985,0.000157163062032303,560
20,2,5,0.240340136054422,0.240136054421769,0.238185018280524,0.000109520448589408,588
20,2,6,0.24,0.240178173719376,0.239175794895991,9.59523772761035e-05,449
20,2,7,0.240225352112676,0.24,0.23883502191173,8.3642231230707e-05,355
20,2,8,0.240487804878049,0.24,0.238165515321837,0.000115746253735959,246
20,2,9,0.24,0.24,0.240804670954896,6.21276144020784e-05,180
20,2,10,0.240298507462687,0.24,0.238895750310179,0.000101756925601118,134
20,2,11,0.24,0.24,0.240876505821834,6.24731006942223e-05,93
20,2,12,0.24,0.24,0.238245416061389,8.86730426705686e-05,76
20,2,13,0.24,0.24,0.239988307779176,7.05924105858469e-05,52
20,2,14,0.24,0.24,0.239792871162922,8.37219515296874e-05,49
20,2,15,0.240154639175258,0.24,0.238866076685022,9.49225195317096e-05,776
20,3,3,0.299774011299435,0.29728813559322,0.173787082167289,0.00219163146604388,354
20,3,4,0.254357142857143,0.252642857142857,0.208673447316472,0.000778989953495597,560
20,3,5,0.248231292517007,0.245442176870748,0.216503056620459,0.000508778900942707,588
20,3,6,0.244008908685969,0.24347438752784,0.219993542179325,0.000379348794732668,449
20,3,7,0.243380281690141,0.242478873239437,0.220497205915405,0.000350616898699162,355
20,3,8,0.245691056910569,0.241463414634146,0.221193427903517,0.00041975589159095,246
20,3,9,0.244,0.240888888888889,0.224758917519839,0.000287295174063524,180
20,3,10,0.243880597014925,0.242089552238806,0.222253506430651,0.000356690989350548,134
20,3,11,0.243010752688172,0.241290322580645,0.223410781598886,0.000357311341725948,93
20,3,12,0.241052631578947,0.240526315789474,0.224602018345402,0.0002082256449092,76
20,3,13,0.241538461538462,0.241538461538462,0.225950994673913,0.000208446860914904,52
20,3,14,0.241632653061224,0.241632653061224,0.222434584282652,0.000285932735809631,49
20,3,15,0.24479381443299,0.241030927835052,0.221254445825433,0.000380934119439639,776
20,4,4,0.326357142857143,0.3185,0.152325029829392,0.00217742595118718,560
20,4,5,0.275510204081633,0.267074829931973,0.186429279633607,0.00116638928227407,588
20,4,6,0.259510022271715,0.254877505567929,0.198031190168928,0.000822052791447839,449
20,4,7,0.256450704225352,0.251267605633803,0.200797332220189,0.00077162463766516,355
20,4,8,0.257886178861789,0.248292682926829,0.201853375797499,0.000773562827278035,246
20,4,9,0.254444444444444,0.245555555555556,0.206380707639759,0.000589339013288843,180
20,4,10,0.257014925373134,0.247164179104478,0.203249009893349,0.000696059835740335,134
20,4,11,0.251182795698925,0.245591397849462,0.209039046899607,0.000582025459536926,93
20,4,12,0.246842105263158,0.243684210526316,0.208593210585544,0.000464263525444705,76
20,4,13,0.253076923076923,0.246923076923077,0.207903880112378,0.000846222371321532,52
20,4,14,0.251428571428571,0.244081632653061,0.201476054109211,0.000762438522798307,49
20,4,15,0.255979381443299,0.243041237113402,0.203664516073592,0.000658861624955965,776
20,5,5,0.359047619047619,0.341428571428571,0.130250794769783,0.00199225438447318,588
20,5,6,0.293006681514477,0.28097995545657,0.168862819032887,0.0012651639783805,449
20,5,7,0.281239436619718,0.267830985915493,0.177900296008882,0.00116913667071399,355
20,5,8,0.27609756097561,0.26130081300813,0.182668163321064,0.0010326949935596,246
20,5,9,0.271777777777778,0.255777777777778,0.188804542105981,0.00109883577279927,180
20,5,10,0.274925373134328,0.257014925373134,0.185385494111525,0.00100594925891493,134
20,5,11,0.264516129032258,0.250322580645161,0.194818342732897,0.000720801823252814,93
20,5,12,0.260526315789474,0.247894736842105,0.195752320056559,0.000751708039318344,76
20,5,13,0.263076923076923,0.252307692307692,0.189278569257097,0.0013582706085199,52
20,5,14,0.266122448979592,0.253061224489796,0.187029983275489,0.000957554056554695,49
20,5,15,0.272371134020619,0.246494845360825,0.187341981981187,0.000961441762673377,776
20,6,6,0.369621380846325,0.348329621380846,0.120681636223325,0.00210536754733663,449
20,6,7,0.31369014084507,0.294422535211268,0.152984674251456,0.0015273407937992,355
20,6,8,0.304715447154472,0.278861788617886,0.163457837185829,0.0013423845016696,246
20,6,9,0.293555555555556,0.268666666666667,0.169956654056658,0.00140170019840831,180
20,6,10,0.298507462686567,0.269253731343284,0.1681221763218,0.00133966167628095,134
20,6,11,0.283010752688172,0.258494623655914,0.17918430362963,0.00092362761961538,93
20,6,12,0.276315789473684,0.256842105263158,0.181926753457425,0.00092543249279977,76
20,6,13,0.278461538461538,0.26,0.173991916129143,0.00130997786132775,52
20,6,14,0.276734693877551,0.257959183673469,0.178147219419503,0.000905577897719394,49
20,6,15,0.289175257731959,0.250979381443299,0.173477487446271,0.00114219572096042,776
20,7,7,0.385014084507042,0.356056338028169,0.110722354355409,0.00181244125881541,355
