"n.pop0","gen","ext.gen","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,7,8,0.339512195121951,0.306178861788618,0.138963295040035,0.00153194947860618,246
20,7,9,0.324,0.290888888888889,0.150468594565529,0.00179027104133724,180
20,7,10,0.318805970149254,0.284776119402985,0.151969259620367,0.00161048255563487,134
20,7,11,0.303655913978495,0.270537634408602,0.162869263087702,0.00103419296772466,93
20,7,12,0.288947368421053,0.268947368421053,0.169252025258233,0.00113782655478391,76
20,7,13,0.293076923076923,0.266923076923077,0.15949147726726,0.00133375365913778,52
20,7,14,0.29469387755102,0.268571428571429,0.163982854937048,0.000988309712213776,49
20,7,15,0.307113402061856,0.255463917525773,0.161704128728274,0.00125960029787331,776
20,8,8,0.40520325203252,0.364390243902439,0.099114984821898,0.00208902967650064,246
20,8,9,0.351555555555556,0.318222222222222,0.129246783833524,0.00172020099394584,180
20,8,10,0.341194029850746,0.302388059701493,0.136323281256411,0.00167977717408265,134
20,8,11,0.325591397849462,0.285161290322581,0.145945763278587,0.00137318300985992,93
20,8,12,0.309473684210526,0.280526315789474,0.152685589186411,0.00151621264650527,76
20,8,13,0.312307692307692,0.273846153846154,0.148446032071616,0.00155597335820504,52
20,8,14,0.316734693877551,0.274285714285714,0.152405205508087,0.00101873225334993,49
20,8,15,0.324484536082474,0.259690721649485,0.151673005572746,0.00135148216655652,776
20,9,9,0.413333333333333,0.372222222222222,0.0910159775237255,0.00184471473047302,180
20,9,10,0.371641791044776,0.324776119402985,0.115669224471011,0.00161552380625008,134
20,9,11,0.348387096774194,0.301935483870968,0.131868101672005,0.00130477572792573,93
20,9,12,0.336315789473684,0.292105263157895,0.137393025622177,0.00150814838680999,76
20,9,13,0.336923076923077,0.284615384615385,0.135136746088238,0.00178295809561273,52
20,9,14,0.337959183673469,0.283265306122449,0.141888836063855,0.00129091334761025,49
20,9,15,0.340670103092784,0.264226804123711,0.143008811472831,0.00139691910124922,776
20,10,10,0.433432835820896,0.377611940298507,0.0805372023809524,0.00169071380966574,134
20,10,11,0.38494623655914,0.326451612903226,0.1118493574071,0.0015312288788852,93
20,10,12,0.364210526315789,0.313684210526316,0.118818786719899,0.00163654569322401,76
20,10,13,0.364615384615385,0.301538461538462,0.125464333515296,0.00220316999824652,52
20,10,14,0.358367346938776,0.293877551020408,0.12875232993179,0.00142916958957677,49
20,10,15,0.354587628865979,0.268505154639175,0.135251787759371,0.00145340982609626,776
20,11,11,0.445161290322581,0.36989247311828,0.0808304659498208,0.00154000080355133,93
20,11,12,0.393684210526316,0.343684210526316,0.100464969455139,0.00197933142904117,76
20,11,13,0.379230769230769,0.308461538461538,0.114209614729043,0.00189234419187253,52
20,11,14,0.384489795918367,0.304489795918367,0.115403362881305,0.00165415306439843,49
20,11,15,0.367422680412371,0.271907216494845,0.127685799020784,0.00146454534791155,776
20,12,12,0.436315789473684,0.382631578947368,0.0764358540251199,0.00188073945814393,76
20,12,13,0.406153846153846,0.327692307692308,0.0987619456781794,0.00180523091720418,52
20,12,14,0.406530612244898,0.328163265306122,0.0981776464819743,0.00190296888931312,49
20,12,15,0.376907216494845,0.276082474226804,0.121454394056562,0.00148087589394794,776
20,13,13,0.46,0.370769230769231,0.0712224255407291,0.00126027911907415,52
20,13,14,0.436734693877551,0.351836734693878,0.0812870394209438,0.00165806925246364,49
20,13,15,0.388556701030928,0.279587628865979,0.114834091575218,0.00150920660202749,776
20,14,14,0.471836734693878,0.396734693877551,0.0554141723356009,0.00103132240748614,49
20,14,15,0.397835051546392,0.282938144329897,0.10981833468986,0.00150763531649993,776
20,15,15,0.409432989690722,0.287371134020619,0.103981527735191,0.00156364757859857,776
60,1,3,0.24,0.24,0.25814012345679,6.87729766803839e-07,9
60,1,4,0.24,0.24,0.257878114478114,5.38339865895419e-07,66
60,1,5,0.24,0.24,0.257867828798186,7.23469202828326e-07,196
60,1,6,0.24,0.24,0.25780680595125,6.9471880241386e-07,351
60,1,7,0.24,0.24,0.257803652968037,7.05618826463575e-07,365
60,1,8,0.24,0.24,0.257856960978836,6.13070895248184e-07,336
60,1,9,0.24,0.24,0.257830637254902,6.72944506079046e-07,272
60,1,10,0.24,0.24,0.257848439716312,6.10641746310778e-07,235
60,1,11,0.24,0.24,0.257793017607772,8.43547166083593e-07,183
60,1,12,0.24,0.24,0.257830738037307,6.80334536626222e-07,137
60,1,13,0.24,0.24,0.257847058823529,6.7347239146757e-07,119
60,1,14,0.24,0.24,0.257856242840779,6.44522413665095e-07,97
60,1,15,0.24,0.24,0.257835745390216,7.14141271281556e-07,1633
60,2,3,0.24,0.24,0.249055456155452,4.37325413205573e-05,9
60,2,4,0.24,0.24,0.25188785400383,1.59478092824778e-05,66
60,2,5,0.24,0.24,0.251417757236522,1.37595250318419e-05,196
60,2,6,0.24,0.24,0.252064403756759,1.20472346386951e-05,351
60,2,7,0.24,0.24,0.252557244249087,8.53053720173741e-06,365
60,2,8,0.24,0.24,0.252275803470013,1.54225938511982e-05,336
60,2,9,0.24,0.24,0.251939219499065,1.2146139136703e-05,272
60,2,10,0.24,0.24,0.252534281728929,9.02332355607523e-06,235
60,2,11,0.24,0.24,0.252384548444879,1.02601980793962e-05,183
60,2,12,0.24,0.24,0.252323217452873,1.17030786811752e-05,137
60,2,13,0.24,0.24,0.252023596337224,1.31813165980896e-05,119
60,2,14,0.24,0.24,0.252537177769423,9.86559528061533e-06,97
60,2,15,0.24,0.24,0.25207072481027,1.16790478354228e-05,1633
60,3,3,0.244444444444444,0.248888888888889,0.223228615391904,0.000566331146434723,9
60,3,4,0.240606060606061,0.240606060606061,0.236374789666039,0.000198252306939044,66
60,3,5,0.24,0.24,0.239743433623595,0.000101191018864391,196
60,3,6,0.24034188034188,0.24,0.241409484555783,9.09817168017571e-05,351
60,3,7,0.24,0.240109589041096,0.243074675370102,6.50830747218811e-05,365
60,3,8,0.240119047619048,0.24,0.242492062527498,7.86479334241953e-05,336
60,3,9,0.24,0.24,0.243495796697783,7.39149400799932e-05,272
60,3,10,0.24,0.24,0.243450884398829,5.73530916591299e-05,235
60,3,11,0.24,0.24,0.244787722927641,4.6376969655943e-05,183
60,3,12,0.24,0.24,0.243917414339807,4.72934732553303e-05,137
60,3,13,0.24,0.24,0.243888146582072,5.42169374127567e-05,119
60,3,14,0.24,0.24,0.244615003630091,4.56576419659116e-05,97
60,3,15,0.24,0.24,0.243408929219889,5.5994618333037e-05,1633
60,4,4,0.283636363636364,0.287878787878788,0.182798505977439,0.00221700098226465,66
60,4,5,0.246938775510204,0.248163265306122,0.216292317274914,0.000547905564000926,196
60,4,6,0.245014245014245,0.242735042735043,0.224487774688672,0.000393160858909325,351
60,4,7,0.241534246575342,0.240986301369863,0.229911836891521,0.000273475151540705,365
60,4,8,0.241190476190476,0.240238095238095,0.230112669217696,0.000218959958881355,336
60,4,9,0.240441176470588,0.240588235294118,0.23171075486702,0.000174708385717209,272
60,4,10,0.24068085106383,0.240340425531915,0.231132057716975,0.000202862088969802,235
60,4,11,0.240437158469945,0.240218579234973,0.235639097805097,0.00010979122759641,183
60,4,12,0.24029197080292,0.24029197080292,0.231943630319422,0.000178571630503924,137
60,4,13,0.240672268907563,0.240336134453781,0.231073305314825,0.000216475063237333,119
60,4,14,0.241649484536082,0.240824742268041,0.233715935947418,0.000147903465483102,97
60,4,15,0.240881812614819,0.240097979179424,0.232113925397585,0.000174442945348216,1633
60,5,5,0.316326530612245,0.313061224489796,0.157951097359768,0.00214688410061199,196
60,5,6,0.264387464387464,0.254358974358974,0.198411479912191,0.000850632779573602,351
60,5,7,0.250082191780822,0.246794520547945,0.210651875360906,0.000586636201459637,365
60,5,8,0.249880952380952,0.245595238095238,0.214323582291161,0.000501130667710272,336
60,5,9,0.245,0.243382352941176,0.21592781001642,0.000418848911407137,272
60,5,10,0.243574468085106,0.242212765957447,0.217916414282803,0.000374676155656209,235
60,5,11,0.242841530054645,0.240655737704918,0.223777008306116,0.000282805367637293,183
60,5,12,0.243795620437956,0.241167883211679,0.219071912640668,0.000387592813456125,137
60,5,13,0.246050420168067,0.242352941176471,0.217215455356709,0.000441772356852674,119
60,5,14,0.242061855670103,0.241237113402062,0.22359824000705,0.000237692840968433,97
60,5,15,0.244629516227802,0.240832823025107,0.219052100090003,0.000374283555691323,1633
60,6,6,0.338461538461538,0.310883190883191,0.149545901563497,0.00219657881030675,351
60,6,7,0.27813698630137,0.26586301369863,0.18380861090686,0.00119279413779471,365
60,6,8,0.266547619047619,0.254642857142857,0.194816606462744,0.000832986443914964,336
60,6,9,0.257647058823529,0.251323529411765,0.198372987518842,0.000728455184901049,272
60,6,10,0.253957446808511,0.24663829787234,0.201999734217432,0.000726903363635987,235
60,6,11,0.251803278688525,0.244371584699454,0.208868705410353,0.000570360497397529,183
60,6,12,0.252846715328467,0.244963503649635,0.203218058954619,0.000688279305667034,137
60,6,13,0.254453781512605,0.244033613445378,0.203686367354586,0.000612977134075912,119
60,6,14,0.247010309278351,0.242474226804124,0.212326172804836,0.000401827118227636,97
60,6,15,0.2516595223515,0.242327005511329,0.205591653807819,0.000619407285809104,1633
60,7,7,0.359342465753425,0.336,0.13116463000497,0.00205313793560926,365
60,7,8,0.298690476190476,0.277261904761905,0.169335778686034,0.00121094028603259,336
60,7,9,0.282352941176471,0.267058823529412,0.176493292238842,0.00108696974914452,272
60,7,10,0.272851063829787,0.257021276595745,0.183515080150479,0.0010836661488936,235
60,7,11,0.265792349726776,0.249180327868852,0.19211853302783,0.000840735073976214,183
60,7,12,0.268029197080292,0.252554744525547,0.187507517940025,0.00104928758798197,137
60,7,13,0.265546218487395,0.247731092436975,0.189566834896965,0.000720406040782257,119
60,7,14,0.258556701030928,0.247835051546392,0.198473112203567,0.000626545431626931,97
60,7,15,0.263784445805266,0.244409063074097,0.192808814827718,0.000838381874898852,1633
60,8,8,0.37297619047619,0.341071428571429,0.12250549479194,0.0017051063864587,336
60,8,9,0.322794117647059,0.294264705882353,0.151003973373865,0.00140591106660822,272
60,8,10,0.300085106382979,0.273872340425532,0.164346617749471,0.00141514502253311,235
60,8,11,0.287868852459016,0.26207650273224,0.174449176665693,0.00120147383298005,183
60,8,12,0.292262773722628,0.263941605839416,0.171331982451382,0.00134450060879017,137
60,8,13,0.283361344537815,0.255126050420168,0.176144625670917,0.000896075077638447,119
60,8,14,0.276288659793814,0.251546391752577,0.183774955249141,0.000800107365830392,97
60,8,15,0.277746478873239,0.247054500918555,0.180573510609597,0.00100715635473725,1633
60,9,9,0.392941176470588,0.351176470588235,0.108851688515933,0.00187981370554286,272
60,9,10,0.337191489361702,0.297872340425532,0.141199043776,0.00154032979361645,235
60,9,11,0.312786885245902,0.277814207650273,0.156282040510383,0.00142329189089729,183
60,9,12,0.322043795620438,0.278832116788321,0.152378305381629,0.00164346114238027,137
60,9,13,0.302857142857143,0.263193277310924,0.163423423880063,0.00103614935124537,119
60,9,14,0.291546391752577,0.258144329896907,0.169873401335584,0.0010444473846234,97
60,9,15,0.292467850581751,0.250067360685854,0.170642313623162,0.00113677287085519,1633
60,10,10,0.404765957446809,0.348595744680851,0.105071950874581,0.00209271078072231,235
60,10,11,0.356502732240437,0.30207650273224,0.13263262614952,0.00179356413344002,183
60,10,12,0.348905109489051,0.293722627737226,0.135652950262417,0.00177797310537022,137
60,10,13,0.321680672268908,0.277647058823529,0.149054080512131,0.00116273448921786,119
60,10,14,0.310927835051546,0.267628865979381,0.158633302025394,0.00108736106891101,97
60,10,15,0.306748315982854,0.253423147581139,0.160741918679911,0.00125783149098104,1633
60,11,11,0.414644808743169,0.35672131147541,0.0970168228066062,0.0019760176382699,183
60,11,12,0.383357664233577,0.315620437956204,0.116693787376674,0.00182864005916325,137
60,11,13,0.350252100840336,0.295126050420168,0.132136695784185,0.0012572696272562,119
60,11,14,0.330721649484536,0.277525773195876,0.148053677524843,0.00121350022596799,97
60,11,15,0.321665646050214,0.258101653398653,0.151191488966644,0.00136172542420937,1633
60,12,12,0.44,0.357664233576642,0.0845930249599231,0.00174631750958213,137
60,12,13,0.384201680672269,0.314621848739496,0.114162675121352,0.00122073350734574,119
60,12,14,0.35340206185567,0.290721649484536,0.135453418898606,0.00130105330934225,97
60,12,15,0.334721371708512,0.26162890385793,0.143052684693739,0.00137692274444392,1633
60,13,13,0.43563025210084,0.366386554621849,0.081581847860305,0.00111595107373036,119
60,13,14,0.385154639175258,0.307216494845361,0.119155565281502,0.00139734237966608,97
60,13,15,0.347973055725658,0.266625842008573,0.135432203449216,0.00142991679146386,1633
60,14,14,0.441649484536082,0.356701030927835,0.0860170001467559,0.00156053943067284,97
60,14,15,0.361641151255358,0.271524800979792,0.128007627084772,0.0014744474412308,1633
60,15,15,0.374966319657073,0.27786895284752,0.120288978505678,0.00162464382715016,1633
