"n.pop0","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,1,-0.00241,0.0256207470867716,-0.000362457057108742,0.0508459385781478,0.773103776144903,0.0115788747038034,4000
20,2,0.129661971002033,0.085681542997825,0.127140933429893,0.130901099905293,0.832614783018187,0.0309419788958979,3998
20,3,0.243880095814583,0.163239214484348,0.249623808621951,0.23939453317586,0.892857998166327,0.0582173800236778,3903
20,4,0.350239934666222,0.239502645500004,0.345196223518503,0.344757088226373,0.940098045052906,0.0824694427427762,3540
20,5,0.467497440189092,0.279516954813975,0.473005535731813,0.362828478914075,1.00258795496402,0.0893267062868251,3016
20,6,0.593988153883818,0.288699135764588,0.597655397134588,0.375363172838351,1.06470817547411,0.0932480311075958,2591
20,7,0.709344796040939,0.320024334972142,0.704876921495163,0.406887574085873,1.11880103338879,0.0986493499842309,2234
20,8,0.834697681799082,0.292751700598982,0.840882911403223,0.369917551781318,1.18507207675379,0.0911507082033447,1975
20,9,0.943282614872365,0.276517589514781,0.9479125551493,0.339703126189885,1.23956347484807,0.0826594072688249,1780
20,10,1.03345688689828,0.260479827173047,1.02243188164136,0.329456861244103,1.27558816747193,0.0790171817364369,1635
20,11,1.11882749281286,0.238816703548769,1.12262075568889,0.278385136037832,1.3247629650678,0.0659928982976993,1533
20,12,1.19327830906063,0.224944683766505,1.19122612215917,0.256013046710217,1.35883158071286,0.0599173301792593,1466
20,13,1.25189982613844,0.223841225377095,1.24507594616533,0.263603037921945,1.3835108857329,0.0603513893156543,1416
20,14,1.30788779488013,0.215105240897904,1.31137437979401,0.232077455194757,1.41488316260377,0.0517373162203045,1380
20,15,1.36208053754022,0.202189982742023,1.36184476703177,0.226213407056256,1.4389925619831,0.0487930911612958,1350
60,1,0.00227333333333333,0.00854459588230397,0.00279920829869167,0.0167201311386038,0.77450932581833,0.00379313027274606,4000
60,2,0.147209655245406,0.0286854419015536,0.146870464934273,0.0429806095564196,0.842060153847332,0.0102729650345461,4000
60,3,0.27588969214774,0.0559259521108535,0.274006867753911,0.0765601894247737,0.903257374275025,0.0190392687382786,4000
60,4,0.391592358576773,0.0944635085983496,0.391653654759961,0.120167486908419,0.961819627803646,0.0306221800561722,3994
60,5,0.495713765989344,0.137268464918214,0.497583965063014,0.181673302872499,1.01525451843588,0.0455210962187374,3932
60,6,0.588289804396702,0.172078404473143,0.589956051964068,0.23170303945463,1.06170905199058,0.0584949727526186,3803
60,7,0.677659169210463,0.200587322018865,0.67852016605714,0.261871277780246,1.10597553570844,0.0658771386342231,3583
60,8,0.781435099738479,0.212960790507527,0.785395062134943,0.25904363088532,1.16070724981122,0.0660661012622004,3355
60,9,0.882620192034038,0.227216783862695,0.881776967232707,0.279810184477053,1.20734414864461,0.0695756798371792,3148
60,10,0.969941380165605,0.2273601883242,0.9655044078751,0.268969678960368,1.24922510532199,0.0667907120697837,2956
60,11,1.05765270305779,0.219994165359591,1.06219808491616,0.250253462259158,1.29578946768921,0.061942758836831,2813
60,12,1.1328371868585,0.211137881963728,1.13189064624938,0.241216335530133,1.32901553928882,0.0584350035020858,2701
60,13,1.20393698216246,0.206716589866209,1.20673312139242,0.229203032645116,1.3654965689508,0.0539214541396368,2612
60,14,1.2670530218096,0.201967526135024,1.26934449961519,0.224418906911811,1.39476732114657,0.0516400854543047,2545
60,15,1.32912679410871,0.193826441307828,1.3218856633718,0.216814996791718,1.41844078913692,0.0487486710644767,2495
