"n.pop0","gen","extinct","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,1,FALSE,0,0,0.487484895712181,1.1471059548612e-05,1433
20,1,TRUE,0,0,0.487516374610592,1.20315227688448e-05,2568
20,2,FALSE,0.000195530726256983,0.000195530726256983,0.459889761707925,0.000253386944785505,1432
20,2,TRUE,0.00207165109034268,0.00205607476635514,0.454737649869288,0.000543175306698997,2568
20,3,FALSE,0.00754189944134078,0.00268156424581006,0.42729924269846,0.00101157716247428,1432
20,3,TRUE,0.0253815261044177,0.0237269076305221,0.406320365566546,0.00264887827941832,2490
20,4,FALSE,0.024608938547486,0.00843575418994413,0.396837138664669,0.00184708369014848,1432
20,4,TRUE,0.071668202764977,0.0594470046082949,0.358069907481125,0.00498000594310687,2170
20,5,FALSE,0.049608938547486,0.0169832402234637,0.369253487792587,0.00269270711984949,1432
20,5,TRUE,0.110818505338078,0.087497034400949,0.32404800702517,0.00564332761446097,1686
20,6,FALSE,0.0737988826815642,0.0262011173184358,0.345659707590704,0.00328870931468786,1432
20,6,TRUE,0.147181594083813,0.113656532456861,0.294248709401299,0.00602155169549023,1217
20,7,FALSE,0.0979050279329609,0.0345251396648045,0.325950584224911,0.00379391519372672,1432
20,7,TRUE,0.179457013574661,0.135972850678733,0.269037751541867,0.00641134761541202,884
20,8,FALSE,0.120195530726257,0.0437988826815642,0.308757961566651,0.00411840805068206,1432
20,8,TRUE,0.215523349436393,0.152721417069243,0.247652011930427,0.00641058182305168,621
20,9,FALSE,0.140754189944134,0.0516759776536313,0.295128846963224,0.00444908904220967,1432
20,9,TRUE,0.242924528301887,0.171320754716981,0.227642144188008,0.00612768912802621,424
20,10,FALSE,0.157402234636872,0.0583798882681564,0.283585012043597,0.00464421466975264,1432
20,10,TRUE,0.268421052631579,0.191184210526316,0.209725496089143,0.00589238542849199,304
20,11,FALSE,0.172513966480447,0.0641899441340782,0.273560636323514,0.00479972538884635,1432
20,11,TRUE,0.302392344497608,0.22200956937799,0.18684384797883,0.00541385935957126,209
20,12,FALSE,0.184050279329609,0.0689385474860335,0.264467579068465,0.00491803926633854,1432
20,12,TRUE,0.346141732283465,0.246299212598425,0.159659941629252,0.00443981317623822,127
20,13,FALSE,0.196284916201117,0.0738547486033519,0.256772723206188,0.0050473906356611,1432
20,13,TRUE,0.377647058823529,0.258823529411765,0.142169527139422,0.00397334655021349,68
20,14,FALSE,0.207346368715084,0.0795810055865922,0.249437732444427,0.00527056619102746,1432
20,14,TRUE,0.423448275862069,0.322758620689655,0.108136590038314,0.00335353384814207,29
20,15,FALSE,0.217513966480447,0.0852513966480447,0.242546702878229,0.00547490621174042,1432
60,1,FALSE,0,0,0.495835623241913,1.36148305100894e-06,2528
60,1,TRUE,0,0,0.495820171463101,1.38498544047206e-06,1471
60,2,FALSE,0,0,0.484882487274829,2.54181856635601e-05,2528
60,2,TRUE,0,0,0.485067002534274,2.4147841402391e-05,1471
60,3,FALSE,4.74683544303797e-05,0,0.468587912209322,0.000132764559693434,2528
60,3,TRUE,0.000217687074829932,2.72108843537415e-05,0.467087364249929,0.000195238617053207,1470
60,4,FALSE,0.00107594936708861,0.000379746835443038,0.448073185204683,0.000451887617308311,2528
60,4,TRUE,0.0072901023890785,0.00548805460750853,0.438317018726359,0.00128266334511009,1465
60,5,FALSE,0.00572784810126582,0.00166139240506329,0.42639041729166,0.000929623015164745,2528
60,5,TRUE,0.0268843151171043,0.0195883605393896,0.403494197614701,0.00276125639880064,1409
60,6,FALSE,0.0156329113924051,0.00441455696202532,0.405412858129053,0.00149843195761903,2528
60,6,TRUE,0.0603903200624512,0.0463075722092116,0.364947250355078,0.00461625489978033,1281
60,7,FALSE,0.0289556962025316,0.00860759493670886,0.386124168017295,0.00208493830847874,2528
60,7,TRUE,0.101741521539872,0.0741338221814849,0.330347552487544,0.00552951982472595,1091
60,8,FALSE,0.0440664556962025,0.0134018987341772,0.368187792516131,0.00266670904839882,2528
60,8,TRUE,0.135668202764977,0.100783410138249,0.301148304281783,0.00604381098376461,868
60,9,FALSE,0.0599050632911392,0.0188132911392405,0.352415977111825,0.00304927063461117,2528
60,9,TRUE,0.170975609756098,0.121707317073171,0.277632505504789,0.00627658801764601,656
60,10,FALSE,0.0756487341772152,0.0245094936708861,0.338275204239316,0.0035130876326779,2528
60,10,TRUE,0.205870020964361,0.145073375262055,0.253934027258044,0.00630822090073572,477
60,11,FALSE,0.0911867088607595,0.0295094936708861,0.326064550734602,0.00392271513695052,2528
60,11,TRUE,0.239878787878788,0.167636363636364,0.23265642630699,0.00641866666386151,330
60,12,FALSE,0.105,0.0350158227848101,0.314594831311327,0.00427927546323417,2528
60,12,TRUE,0.277077625570776,0.192694063926941,0.209635299962336,0.00637077720024283,219
60,13,FALSE,0.11746835443038,0.0396518987341772,0.304989891444384,0.00453775050408842,2528
60,13,TRUE,0.31872,0.2336,0.18096648602378,0.00623448769521139,125
60,14,FALSE,0.12870253164557,0.0440822784810127,0.296295411406386,0.00482266176445358,2528
60,14,TRUE,0.378181818181818,0.257454545454545,0.155440682848897,0.00380940075825265,55
60,15,FALSE,0.140268987341772,0.0495886075949367,0.287784246395095,0.0052953435124526,2528
