"n.pop0","gen","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,1,0,0,0.48750510011386,1.18280969067186e-05,4001
20,2,0.0014,0.00139,0.45658210590752,0.000445444119314374,4000
20,3,0.0188679245283019,0.0160428352881183,0.413980169761575,0.0021527042192597,3922
20,4,0.0529594669627984,0.0391671293725708,0.373482088229275,0.00409368444515729,3602
20,5,0.0827068633739577,0.0551122514432328,0.344809472214054,0.00479455755427217,3118
20,6,0.107512268780672,0.0663797659494149,0.322040536282095,0.00519909601937981,2649
20,7,0.129032815198618,0.0732469775474957,0.304227378658499,0.00555539349853492,2316
20,8,0.149030686799805,0.0767462250365319,0.290274379138938,0.00559716611595245,2053
20,9,0.164094827586207,0.0790086206896552,0.27971162607061,0.00563266518764671,1856
20,10,0.17684331797235,0.0816359447004608,0.270651087590743,0.00564797932294142,1736
20,11,0.189055453991469,0.0842900670322974,0.262516267789669,0.00571095258755711,1641
20,12,0.197254650416934,0.0833867864015394,0.255929689424604,0.00569867513664668,1559
20,13,0.204506666666667,0.08224,0.251577378317828,0.00556480820483297,1500
20,14,0.211635865845311,0.0844079397672827,0.246632986975722,0.00561890441177635,1461
20,15,0.217513966480447,0.0852513966480447,0.242546702878229,0.00547490621174042,1432
60,1,0,0,0.495829939429302,1.36983949200403e-06,3999
60,2,0,0,0.484950359729603,2.49526616934559e-05,3999
60,3,0.000110055027513757,1.00050025012506e-05,0.468036184970626,0.000156215783027517,3998
60,4,0.00335587277736038,0.00225394440270473,0.444493725176948,0.000778562494146822,3993
60,5,0.0132994665989332,0.00807721615443231,0.418196164427846,0.00170510751792711,3937
60,6,0.0306852192176424,0.0185035442373326,0.391803920466028,0.00291163290257264,3809
60,7,0.0508980381320807,0.0283614258082343,0.369309498897937,0.00377742932025307,3619
60,8,0.0674793875147232,0.035736160188457,0.35105284676012,0.00438371634111542,3396
60,9,0.0827889447236181,0.0400125628140704,0.337008327182737,0.00462756160042614,3184
60,10,0.0963194675540765,0.0436472545757072,0.324887270322489,0.00490505564952333,3005
60,11,0.108355493351994,0.0454583624912526,0.315279147984038,0.00510019654448038,2858
60,12,0.118718602111394,0.0475864579541318,0.306227107479718,0.00525230556489996,2747
60,13,0.126950621937429,0.0487900490011308,0.299146346145637,0.00530622382582694,2653
60,14,0.134014711575687,0.048625629113434,0.293296181801019,0.00521322302803953,2583
60,15,0.140268987341772,0.0495886075949367,0.287784246395095,0.0052953435124526,2528
