"n.pop0","gen","extinct","p.fix.pos","p.fix.neg","vbar","vvar","n"
20,1,FALSE,0.24,0.24,0.253429491833031,6.251204827817e-06,1102
20,1,TRUE,0.24,0.24,0.253486007591442,6.60220058951775e-06,2898
20,2,FALSE,0.24021778584392,0.240036297640653,0.239393625452307,8.91120668846791e-05,1102
20,2,TRUE,0.240538302277433,0.240565907522429,0.237771064454766,0.000140610569059225,2898
20,3,FALSE,0.244355716878403,0.240871143375681,0.223116533525051,0.00033955071442167,1102
20,3,TRUE,0.25159604519774,0.250338983050847,0.214616610329629,0.00088847253132849,2832
20,4,FALSE,0.252522686025408,0.242577132486388,0.207524540826643,0.000624294753552987,1102
20,4,TRUE,0.268464299960112,0.264603111288392,0.19300497254736,0.00138743112210489,2507
20,5,FALSE,0.264827586206897,0.245154264972777,0.193128165275352,0.000824766638243369,1102
20,5,TRUE,0.288904042864101,0.279084266926449,0.174528854001705,0.00164414416948011,2053
20,6,FALSE,0.278221415607985,0.248566243194192,0.180392156034438,0.00100581492861162,1102
20,6,TRUE,0.308787878787879,0.290075757575758,0.159899204960368,0.00176022569331792,1584
20,7,FALSE,0.292595281306715,0.252377495462795,0.169110807928141,0.0011524339271331,1102
20,7,TRUE,0.328629441624365,0.301624365482233,0.145690802460871,0.00196453761750097,1182
20,8,FALSE,0.307259528130672,0.256007259528131,0.159326614023369,0.0013053267663084,1102
20,8,TRUE,0.345697808535179,0.310634371395617,0.134183740410211,0.00201310312675787,867
20,9,FALSE,0.319637023593466,0.260072595281307,0.151252916878619,0.00141874086474013,1102
20,9,TRUE,0.366422893481717,0.318219395866455,0.122839337828489,0.00191108906262111,629
20,10,FALSE,0.330998185117967,0.263411978221416,0.143811893938472,0.00150651316288592,1102
20,10,TRUE,0.388404494382022,0.328269662921348,0.10985414739342,0.00195853014605677,445
20,11,FALSE,0.340580762250454,0.266678765880218,0.137735363509129,0.00156389718150936,1102
20,11,TRUE,0.406258503401361,0.337823129251701,0.0999292526792577,0.00187955064210944,294
20,12,FALSE,0.348929219600726,0.270308529945554,0.131754962971118,0.00158027476580354,1102
20,12,TRUE,0.412307692307692,0.346745562130178,0.0944776481036661,0.00184027065428801,169
20,13,FALSE,0.356442831215971,0.273502722323049,0.126564994154375,0.00163569367303426,1102
20,13,TRUE,0.419607843137255,0.360392156862745,0.0869070381686115,0.00175297911778731,102
20,14,FALSE,0.363448275862069,0.276660617059891,0.121790181641517,0.00168951571173445,1102
20,14,TRUE,0.447659574468085,0.378723404255319,0.0700098962437615,0.00152793994854788,47
20,15,FALSE,0.371615245009074,0.280290381125227,0.117531767169323,0.00178923376766278,1102
60,1,FALSE,0.24,0.24,0.25782361508748,7.27069104878256e-07,2445
60,1,TRUE,0.24,0.24,0.257823622722401,7.12347331075268e-07,1555
60,2,FALSE,0.24,0.24,0.252889310323841,8.83735113060884e-06,2445
60,2,TRUE,0.24,0.24,0.253071256273778,8.26990291972515e-06,1555
60,3,FALSE,0.24,0.24,0.246380529145885,3.53362398894304e-05,2445
60,3,TRUE,0.240025723472669,0.24,0.245838451027977,4.7492120852342e-05,1555
60,4,FALSE,0.240147239263804,0.2400163599182,0.238249184945368,9.53259292367967e-05,2445
60,4,TRUE,0.241417525773196,0.240953608247423,0.235072391263932,0.000232671929673491,1552
60,5,FALSE,0.240981595092025,0.240147239263804,0.229101540460352,0.000199547237924155,2445
60,5,TRUE,0.247009771986971,0.244456026058632,0.220373755458689,0.000587450226025872,1535
60,6,FALSE,0.24358282208589,0.240556237218814,0.219367526983508,0.000346108124961004,2445
60,6,TRUE,0.260331034482759,0.253131034482759,0.203047169802902,0.00115569979577402,1450
60,7,FALSE,0.248932515337423,0.241423312883436,0.209414151088342,0.000524261130952047,2445
60,7,TRUE,0.276324324324324,0.263227799227799,0.187237787585519,0.00149316672557561,1295
60,8,FALSE,0.255411042944785,0.243108384458078,0.199997288412054,0.000720275571708611,2445
60,8,TRUE,0.297374100719424,0.276618705035971,0.170494677298763,0.00186996184522815,1112
60,9,FALSE,0.263329243353783,0.24480981595092,0.191110943345715,0.000869930091775182,2445
60,9,TRUE,0.315194508009153,0.286315789473684,0.157634880021008,0.00191146403503662,874
60,10,FALSE,0.271705521472393,0.24678936605317,0.183043386692617,0.00103625606661401,2445
60,10,TRUE,0.327838258164852,0.291010886469673,0.148108035285753,0.00182513032686287,643
60,11,FALSE,0.280245398773006,0.249243353783231,0.175828808456546,0.00117908734414412,2445
60,11,TRUE,0.350488322717622,0.302845010615711,0.134459177889839,0.0018669967552164,471
60,12,FALSE,0.288278118609407,0.251304703476483,0.168732561682898,0.00130340878868985,2445
60,12,TRUE,0.379574468085106,0.321823708206687,0.117823776883853,0.002103705442648,329
60,13,FALSE,0.296670756646217,0.25359509202454,0.162394795320197,0.00139324591586802,2445
60,13,TRUE,0.397058823529412,0.341372549019608,0.10551905525276,0.00208022006053753,204
60,14,FALSE,0.304556237218814,0.256343558282209,0.156642181667578,0.00149975961144774,2445
60,14,TRUE,0.418989898989899,0.370505050505051,0.090467146776406,0.00218947672966692,99
60,15,FALSE,0.312049079754601,0.259288343558282,0.151176549321253,0.00166347422173152,2445
