"n.pop0","ext.gen","gen","gbar","gvar","zbar","zvar","wbar","wvar","n"
20,2,1,-0.0407142857142857,0.0182176623376623,-0.100031740646935,0.052805756175425,0.729159488017416,0.012554219573327,56
20,2,2,-0.0430572914971411,0.0898730089607159,-0.218659560811258,0.233866307284297,0.662849084940924,0.0478355244472782,56
20,3,1,-0.0531012658227848,0.0231287643158529,-0.0932330193452606,0.0471575060595429,0.728134437592583,0.0101674172179233,316
20,3,2,-0.020512859047559,0.0516699468781964,-0.0751144543764979,0.117500012475759,0.717172281691361,0.0282328573961845,315
20,3,3,-0.020419844705559,0.166657682974146,-0.135801796387035,0.364420535126484,0.69327085788263,0.0869408045206112,315
20,4,1,-0.0442365591397849,0.0224382628846867,-0.0645832343828367,0.0458121819861972,0.74161008844402,0.0100632176002642,465
20,4,2,-0.0222910190747055,0.0408890041081561,-0.0371569976083201,0.0833726080178962,0.738518573370906,0.0199778701900195,465
20,4,3,-0.00875485712322824,0.0965366786098132,-0.0595837904879279,0.175620533244864,0.72826901429589,0.039954333115696,465
20,4,4,0.00486618876941457,0.211409862590235,-0.0419344029589388,0.512835662723224,0.741805379575264,0.12101307410048,465
20,5,1,-0.0200205338809035,0.0235191353799613,-0.0210172528699395,0.048656064111249,0.761428299143321,0.0108973200945021,487
20,5,2,0.00509344845470154,0.0345849078561433,-0.0105620719528232,0.07357282846199,0.751865205758375,0.0173821610123549,487
20,5,3,0.0378670880225785,0.0761017230453007,0.019092277760842,0.143234788612568,0.769580147467236,0.0344736294441274,487
20,5,4,0.0398068069329578,0.126782648395982,-0.0105362155570656,0.205590144509877,0.751434846579209,0.0497601455936064,487
20,5,5,0.0437883158365705,0.232030946536555,0.01194911960893,0.583210028736634,0.77164087941545,0.135855320046539,487
20,6,1,-0.0139054726368159,0.0227066543839406,-0.0108399375419756,0.0466233474183258,0.767785811031883,0.010237237510797,402
20,6,2,0.0189501190917624,0.0397460291846261,0.0102897774523724,0.0698883806154755,0.762987933108175,0.0169154970637137,402
20,6,3,0.0512842153410113,0.0661291654748855,0.0567590405708584,0.112215437611823,0.78351315343141,0.0271614830415475,402
20,6,4,0.0514029600353592,0.0913923600477591,0.045221933987582,0.137469998117951,0.779370708647457,0.0328892551128269,402
20,6,5,0.0571798111520744,0.133838655298751,0.00349264186816957,0.228625041750942,0.760323140155693,0.055125971622362,402
20,6,6,0.0824751243781095,0.213178212113447,0.0724262091788185,0.494102607926545,0.794042899573264,0.12546265402512,402
20,7,1,0.0203631284916201,0.0240236772921459,0.0221729616907025,0.0481871419855121,0.783565274426318,0.0110312004696669,358
20,7,2,0.0568560322168931,0.0330125465381271,0.0658826612964444,0.0659403880149332,0.787863058848008,0.0164456994425907,358
20,7,3,0.0950482934043588,0.0539542376139434,0.11188946754996,0.0920110767807535,0.811587130691918,0.0229025951402027,358
20,7,4,0.120265881193992,0.0853549729893446,0.123742043921021,0.139458576010623,0.816172548365496,0.0370528304614299,358
20,7,5,0.148003421356631,0.126739693731344,0.141219996260953,0.177020075640001,0.826469904900575,0.0458691432642526,358
20,7,6,0.162582081171467,0.172701556924144,0.118845013915443,0.278134448813644,0.817124164342438,0.0722330194452605,358
20,7,7,0.175837988826816,0.249834468324687,0.13275113533988,0.52173308517959,0.827687337878688,0.131574737056286,358
20,8,1,-0.00425531914893617,0.0225707037643208,0.00839390373857154,0.0449532856493561,0.777910714148504,0.0102983381404658,235
20,8,2,0.0656364862961718,0.0321164427990256,0.0701946839806791,0.0685025981956997,0.792199138203452,0.0175741887046971,235
20,8,3,0.114674227668245,0.0565339609496752,0.0979745271784058,0.101461250230484,0.807344243619942,0.0256234782330491,235
20,8,4,0.150953343355819,0.0684929783922858,0.158794095893403,0.108147747725299,0.833996730099435,0.0297176210729913,235
20,8,5,0.186672500342123,0.0915588427575811,0.208905629411804,0.144732893358567,0.860531894786605,0.0382572727188327,235
20,8,6,0.191686141108597,0.114629395817474,0.17575795983646,0.190923377796708,0.843461524772953,0.052546518294638,235
20,8,7,0.181909966893071,0.143279679734945,0.131036810489814,0.255497581970528,0.816596430339397,0.0693258108678569,235
20,8,8,0.196876730834178,0.227706085347477,0.143588290562012,0.547198726049185,0.826192790950973,0.143351448773571,235
20,9,1,0.00696629213483146,0.0257466768234622,0.011639265215762,0.0466621871471481,0.778492109760564,0.0103892622317695,178
20,9,2,0.0698987824333722,0.0314505760444356,0.0703899249595199,0.0714808683030464,0.792757183020471,0.0178994519420473,178
20,9,3,0.121229851496008,0.0504183682221365,0.159729362359449,0.103770782535155,0.837243620492383,0.0259436453271484,178
20,9,4,0.161267196419269,0.0707896873926157,0.184083416969276,0.106708166124248,0.846527385497296,0.0291318720087564,178
20,9,5,0.176022568625306,0.0779641107803248,0.195940776561975,0.131432909064213,0.853911558793255,0.0357330354700373,178
20,9,6,0.207603887703077,0.100606158870809,0.224531343700159,0.137042704882263,0.870038379114952,0.0367580637454565,178
20,9,7,0.189909642296457,0.131533194237182,0.202031910588063,0.212769243681598,0.854800386449949,0.0560066507592128,178
20,9,8,0.192156071144835,0.173380012439211,0.177075633690791,0.271259770461621,0.845167610042186,0.0712735162723236,178
20,9,9,0.186722846441948,0.253606211515267,0.210020895523267,0.571933730550447,0.858820196084795,0.15195067053466,178
20,10,1,0.0227737226277372,0.0272143087161872,0.0169025415443037,0.0506617946878179,0.786111045411047,0.0109796377900105,137
20,10,2,0.0899792570761484,0.0281373605423412,0.116741999446986,0.0548473948646127,0.817126082451054,0.0134384697600907,137
20,10,3,0.16701098002962,0.0449680958942346,0.180921912293927,0.0868731646976334,0.846562348139439,0.0240431076670748,137
20,10,4,0.201573122343825,0.0620563839292513,0.214409188839649,0.107041157655809,0.865565691935731,0.0281640186460168,137
20,10,5,0.207573830075478,0.0783715657625062,0.239904627450388,0.114827603179817,0.876099451269437,0.0293545996398792,137
20,10,6,0.233608059100695,0.105736730029654,0.274668219061642,0.162635311813353,0.892473522519339,0.0441620072697557,137
20,10,7,0.250858728296512,0.126499353188409,0.25988870409226,0.174584696330656,0.884869700702889,0.0444937984555534,137
20,10,8,0.269238087302707,0.141483874600812,0.293054742781664,0.217649634401421,0.901691508298788,0.0575660798173565,137
20,10,9,0.263986193902467,0.167076230500661,0.268123480166774,0.301758412540702,0.886876948943264,0.0812016758152859,137
20,10,10,0.264362182829336,0.225863706261093,0.242458242177658,0.432827418636239,0.875438058170653,0.115211200675308,137
20,11,1,0.0417708333333333,0.0245915679824561,0.0303083041564752,0.0569283506278735,0.787282000715846,0.0120626727922951,96
20,11,2,0.100124713806214,0.0329689605422692,0.110797024294572,0.0492876456251583,0.811326610625992,0.0126532090583195,96
20,11,3,0.163903470933874,0.0434971963551238,0.197005354291648,0.0891858393781782,0.857691921146712,0.023617656794332,96
20,11,4,0.192444780991692,0.0650379663669804,0.203821704555246,0.100218595507865,0.858681143422014,0.025381125712488,96
20,11,5,0.241351831220392,0.0848454964407114,0.236160308187841,0.124064224851027,0.874810913688578,0.0342143550390413,96
20,11,6,0.272369630021106,0.0953613574644318,0.312435150827985,0.158517683680055,0.912681017978245,0.0428054978377613,96
20,11,7,0.307638123321753,0.099124798288276,0.306845209265903,0.112329551298337,0.913212277289738,0.0306606169532813,96
20,11,8,0.321630491563856,0.100958748101901,0.266154170454202,0.151420932074641,0.887014984074573,0.0430165931099794,96
20,11,9,0.323929587470851,0.108751500862522,0.298121828158665,0.203633052941553,0.905200737960074,0.0588177391041952,96
20,11,10,0.309439819439819,0.126275265080057,0.236917357135168,0.224967799518045,0.870086437026271,0.0613211668951902,96
20,11,11,0.395602678571429,0.193498954473236,0.415663025263769,0.360025378384805,0.963518300941927,0.101882396905876,96
20,12,1,0.0297101449275362,0.018814620630861,0.0449967875851658,0.0440803333617904,0.795325431699164,0.00986857868698583,69
20,12,2,0.152120738931326,0.0175386621368613,0.126835347140623,0.0437731805644076,0.817502826039039,0.0117679170504507,69
