"gen","n","alpha","n.pop0","lowvar","sig.e","trial"
0,20,0,20,TRUE,0.5,1
1,12,0,20,TRUE,0.5,1
2,10,0,20,TRUE,0.5,1
3,3,0,20,TRUE,0.5,1
4,2,0,20,TRUE,0.5,1
5,6,0,20,TRUE,0.5,1
6,8,0,20,TRUE,0.5,1
7,14,0,20,TRUE,0.5,1
8,14,0,20,TRUE,0.5,1
9,20,0,20,TRUE,0.5,1
10,39,0,20,TRUE,0.5,1
11,56,0,20,TRUE,0.5,1
12,67,0,20,TRUE,0.5,1
13,109,0,20,TRUE,0.5,1
14,131,0,20,TRUE,0.5,1
15,221,0,20,TRUE,0.5,1
0,20,0.0035,20,TRUE,0.5,2
1,14,0.0035,20,TRUE,0.5,2
2,15,0.0035,20,TRUE,0.5,2
3,5,0.0035,20,TRUE,0.5,2
4,1,0.0035,20,TRUE,0.5,2
0,100,0,100,TRUE,0.5,3
1,58,0,100,TRUE,0.5,3
2,31,0,100,TRUE,0.5,3
3,22,0,100,TRUE,0.5,3
4,15,0,100,TRUE,0.5,3
5,5,0,100,TRUE,0.5,3
6,3,0,100,TRUE,0.5,3
7,1,0,100,TRUE,0.5,3
0,100,0.0035,100,TRUE,0.5,4
1,47,0.0035,100,TRUE,0.5,4
2,22,0.0035,100,TRUE,0.5,4
3,16,0.0035,100,TRUE,0.5,4
4,10,0.0035,100,TRUE,0.5,4
5,2,0.0035,100,TRUE,0.5,4
0,20,0,20,FALSE,0.5,5
1,7,0,20,FALSE,0.5,5
2,2,0,20,FALSE,0.5,5
3,2,0,20,FALSE,0.5,5
0,20,0.0035,20,FALSE,0.5,6
1,12,0.0035,20,FALSE,0.5,6
2,18,0.0035,20,FALSE,0.5,6
3,11,0.0035,20,FALSE,0.5,6
4,12,0.0035,20,FALSE,0.5,6
5,10,0.0035,20,FALSE,0.5,6
6,9,0.0035,20,FALSE,0.5,6
7,8,0.0035,20,FALSE,0.5,6
8,11,0.0035,20,FALSE,0.5,6
9,18,0.0035,20,FALSE,0.5,6
10,12,0.0035,20,FALSE,0.5,6
11,21,0.0035,20,FALSE,0.5,6
12,32,0.0035,20,FALSE,0.5,6
13,36,0.0035,20,FALSE,0.5,6
14,52,0.0035,20,FALSE,0.5,6
15,63,0.0035,20,FALSE,0.5,6
0,100,0,100,FALSE,0.5,7
1,78,0,100,FALSE,0.5,7
2,58,0,100,FALSE,0.5,7
3,47,0,100,FALSE,0.5,7
4,44,0,100,FALSE,0.5,7
5,31,0,100,FALSE,0.5,7
6,21,0,100,FALSE,0.5,7
7,11,0,100,FALSE,0.5,7
8,9,0,100,FALSE,0.5,7
9,10,0,100,FALSE,0.5,7
10,11,0,100,FALSE,0.5,7
11,23,0,100,FALSE,0.5,7
12,28,0,100,FALSE,0.5,7
13,43,0,100,FALSE,0.5,7
14,58,0,100,FALSE,0.5,7
15,71,0,100,FALSE,0.5,7
0,100,0.0035,100,FALSE,0.5,8
1,51,0.0035,100,FALSE,0.5,8
2,40,0.0035,100,FALSE,0.5,8
3,24,0.0035,100,FALSE,0.5,8
4,27,0.0035,100,FALSE,0.5,8
5,36,0.0035,100,FALSE,0.5,8
6,35,0.0035,100,FALSE,0.5,8
7,50,0.0035,100,FALSE,0.5,8
8,78,0.0035,100,FALSE,0.5,8
9,86,0.0035,100,FALSE,0.5,8
10,107,0.0035,100,FALSE,0.5,8
11,122,0.0035,100,FALSE,0.5,8
12,135,0.0035,100,FALSE,0.5,8
13,138,0.0035,100,FALSE,0.5,8
14,134,0.0035,100,FALSE,0.5,8
15,155,0.0035,100,FALSE,0.5,8
0,20,0,20,TRUE,1,9
1,10,0,20,TRUE,1,9
2,7,0,20,TRUE,1,9
3,5,0,20,TRUE,1,9
4,1,0,20,TRUE,1,9
0,20,0.0035,20,TRUE,1,10
1,18,0.0035,20,TRUE,1,10
2,6,0.0035,20,TRUE,1,10
3,4,0.0035,20,TRUE,1,10
4,1,0.0035,20,TRUE,1,10
0,100,0,100,TRUE,1,11
1,73,0,100,TRUE,1,11
2,50,0,100,TRUE,1,11
3,30,0,100,TRUE,1,11
4,41,0,100,TRUE,1,11
5,36,0,100,TRUE,1,11
6,46,0,100,TRUE,1,11
7,62,0,100,TRUE,1,11
8,44,0,100,TRUE,1,11
9,51,0,100,TRUE,1,11
10,30,0,100,TRUE,1,11
11,47,0,100,TRUE,1,11
12,59,0,100,TRUE,1,11
13,47,0,100,TRUE,1,11
14,36,0,100,TRUE,1,11
15,36,0,100,TRUE,1,11
0,100,0.0035,100,TRUE,1,12
1,56,0.0035,100,TRUE,1,12
2,49,0.0035,100,TRUE,1,12
3,27,0.0035,100,TRUE,1,12
4,26,0.0035,100,TRUE,1,12
5,27,0.0035,100,TRUE,1,12
6,6,0.0035,100,TRUE,1,12
7,11,0.0035,100,TRUE,1,12
8,8,0.0035,100,TRUE,1,12
9,13,0.0035,100,TRUE,1,12
10,9,0.0035,100,TRUE,1,12
11,5,0.0035,100,TRUE,1,12
12,4,0.0035,100,TRUE,1,12
0,20,0,20,FALSE,1,13
1,23,0,20,FALSE,1,13
2,23,0,20,FALSE,1,13
3,25,0,20,FALSE,1,13
4,12,0,20,FALSE,1,13
5,19,0,20,FALSE,1,13
6,17,0,20,FALSE,1,13
7,18,0,20,FALSE,1,13
8,14,0,20,FALSE,1,13
9,13,0,20,FALSE,1,13
10,3,0,20,FALSE,1,13
11,4,0,20,FALSE,1,13
0,20,0.0035,20,FALSE,1,14
1,29,0.0035,20,FALSE,1,14
2,13,0.0035,20,FALSE,1,14
3,8,0.0035,20,FALSE,1,14
4,2,0.0035,20,FALSE,1,14
5,3,0.0035,20,FALSE,1,14
0,100,0,100,FALSE,1,15
1,53,0,100,FALSE,1,15
2,40,0,100,FALSE,1,15
3,59,0,100,FALSE,1,15
4,61,0,100,FALSE,1,15
5,91,0,100,FALSE,1,15
6,121,0,100,FALSE,1,15
7,114,0,100,FALSE,1,15
8,139,0,100,FALSE,1,15
9,163,0,100,FALSE,1,15
10,225,0,100,FALSE,1,15
11,268,0,100,FALSE,1,15
12,380,0,100,FALSE,1,15
13,468,0,100,FALSE,1,15
14,658,0,100,FALSE,1,15
15,972,0,100,FALSE,1,15
0,100,0.0035,100,FALSE,1,16
1,53,0.0035,100,FALSE,1,16
2,44,0.0035,100,FALSE,1,16
3,29,0.0035,100,FALSE,1,16
4,13,0.0035,100,FALSE,1,16
5,18,0.0035,100,FALSE,1,16
6,28,0.0035,100,FALSE,1,16
7,38,0.0035,100,FALSE,1,16
8,39,0.0035,100,FALSE,1,16
9,42,0.0035,100,FALSE,1,16
10,47,0.0035,100,FALSE,1,16
11,59,0.0035,100,FALSE,1,16
12,68,0.0035,100,FALSE,1,16
13,75,0.0035,100,FALSE,1,16
14,69,0.0035,100,FALSE,1,16
15,97,0.0035,100,FALSE,1,16
0,20,0,20,TRUE,1.4142135623731,17
1,9,0,20,TRUE,1.4142135623731,17
2,7,0,20,TRUE,1.4142135623731,17
3,8,0,20,TRUE,1.4142135623731,17
4,6,0,20,TRUE,1.4142135623731,17
5,1,0,20,TRUE,1.4142135623731,17
0,20,0.0035,20,TRUE,1.4142135623731,18
1,16,0.0035,20,TRUE,1.4142135623731,18
2,13,0.0035,20,TRUE,1.4142135623731,18
3,9,0.0035,20,TRUE,1.4142135623731,18
4,16,0.0035,20,TRUE,1.4142135623731,18
5,9,0.0035,20,TRUE,1.4142135623731,18
6,9,0.0035,20,TRUE,1.4142135623731,18
7,13,0.0035,20,TRUE,1.4142135623731,18
8,33,0.0035,20,TRUE,1.4142135623731,18
9,30,0.0035,20,TRUE,1.4142135623731,18
10,33,0.0035,20,TRUE,1.4142135623731,18
11,29,0.0035,20,TRUE,1.4142135623731,18
12,28,0.0035,20,TRUE,1.4142135623731,18
13,23,0.0035,20,TRUE,1.4142135623731,18
14,28,0.0035,20,TRUE,1.4142135623731,18
15,36,0.0035,20,TRUE,1.4142135623731,18
0,100,0,100,TRUE,1.4142135623731,19
1,53,0,100,TRUE,1.4142135623731,19
2,29,0,100,TRUE,1.4142135623731,19
3,31,0,100,TRUE,1.4142135623731,19
4,18,0,100,TRUE,1.4142135623731,19
5,21,0,100,TRUE,1.4142135623731,19
6,14,0,100,TRUE,1.4142135623731,19
7,3,0,100,TRUE,1.4142135623731,19
8,1,0,100,TRUE,1.4142135623731,19
0,100,0.0035,100,TRUE,1.4142135623731,20
1,53,0.0035,100,TRUE,1.4142135623731,20
2,35,0.0035,100,TRUE,1.4142135623731,20
3,36,0.0035,100,TRUE,1.4142135623731,20
4,24,0.0035,100,TRUE,1.4142135623731,20
5,27,0.0035,100,TRUE,1.4142135623731,20
6,25,0.0035,100,TRUE,1.4142135623731,20
7,29,0.0035,100,TRUE,1.4142135623731,20
8,23,0.0035,100,TRUE,1.4142135623731,20
9,15,0.0035,100,TRUE,1.4142135623731,20
10,14,0.0035,100,TRUE,1.4142135623731,20
11,10,0.0035,100,TRUE,1.4142135623731,20
12,10,0.0035,100,TRUE,1.4142135623731,20
13,20,0.0035,100,TRUE,1.4142135623731,20
14,17,0.0035,100,TRUE,1.4142135623731,20
15,15,0.0035,100,TRUE,1.4142135623731,20
0,20,0,20,FALSE,1.4142135623731,21
1,15,0,20,FALSE,1.4142135623731,21
2,15,0,20,FALSE,1.4142135623731,21
3,13,0,20,FALSE,1.4142135623731,21
4,13,0,20,FALSE,1.4142135623731,21
5,12,0,20,FALSE,1.4142135623731,21
6,7,0,20,FALSE,1.4142135623731,21
0,20,0.0035,20,FALSE,1.4142135623731,22
1,24,0.0035,20,FALSE,1.4142135623731,22
2,15,0.0035,20,FALSE,1.4142135623731,22
3,8,0.0035,20,FALSE,1.4142135623731,22
4,4,0.0035,20,FALSE,1.4142135623731,22
0,100,0,100,FALSE,1.4142135623731,23
1,55,0,100,FALSE,1.4142135623731,23
2,36,0,100,FALSE,1.4142135623731,23
3,29,0,100,FALSE,1.4142135623731,23
4,18,0,100,FALSE,1.4142135623731,23
5,8,0,100,FALSE,1.4142135623731,23
6,2,0,100,FALSE,1.4142135623731,23
0,100,0.0035,100,FALSE,1.4142135623731,24
1,64,0.0035,100,FALSE,1.4142135623731,24
2,34,0.0035,100,FALSE,1.4142135623731,24
3,33,0.0035,100,FALSE,1.4142135623731,24
4,26,0.0035,100,FALSE,1.4142135623731,24
5,28,0.0035,100,FALSE,1.4142135623731,24
6,26,0.0035,100,FALSE,1.4142135623731,24
7,24,0.0035,100,FALSE,1.4142135623731,24
8,42,0.0035,100,FALSE,1.4142135623731,24
9,46,0.0035,100,FALSE,1.4142135623731,24
10,38,0.0035,100,FALSE,1.4142135623731,24
11,37,0.0035,100,FALSE,1.4142135623731,24
12,34,0.0035,100,FALSE,1.4142135623731,24
13,27,0.0035,100,FALSE,1.4142135623731,24
14,38,0.0035,100,FALSE,1.4142135623731,24
15,32,0.0035,100,FALSE,1.4142135623731,24
0,20,0,20,TRUE,0.5,25
1,7,0,20,TRUE,0.5,25
2,11,0,20,TRUE,0.5,25
3,14,0,20,TRUE,0.5,25
4,11,0,20,TRUE,0.5,25
5,1,0,20,TRUE,0.5,25
0,20,0.0035,20,TRUE,0.5,26
1,6,0.0035,20,TRUE,0.5,26
2,3,0.0035,20,TRUE,0.5,26
3,3,0.0035,20,TRUE,0.5,26
4,4,0.0035,20,TRUE,0.5,26
5,3,0.0035,20,TRUE,0.5,26
6,2,0.0035,20,TRUE,0.5,26
0,100,0,100,TRUE,0.5,27
1,78,0,100,TRUE,0.5,27
2,73,0,100,TRUE,0.5,27
3,62,0,100,TRUE,0.5,27
4,52,0,100,TRUE,0.5,27
5,30,0,100,TRUE,0.5,27
6,21,0,100,TRUE,0.5,27
7,11,0,100,TRUE,0.5,27
8,11,0,100,TRUE,0.5,27
9,13,0,100,TRUE,0.5,27
10,29,0,100,TRUE,0.5,27
11,27,0,100,TRUE,0.5,27
12,17,0,100,TRUE,0.5,27
13,13,0,100,TRUE,0.5,27
14,3,0,100,TRUE,0.5,27
15,1,0,100,TRUE,0.5,27
0,100,0.0035,100,TRUE,0.5,28
1,37,0.0035,100,TRUE,0.5,28
2,15,0.0035,100,TRUE,0.5,28
3,13,0.0035,100,TRUE,0.5,28
4,18,0.0035,100,TRUE,0.5,28
5,7,0.0035,100,TRUE,0.5,28
6,7,0.0035,100,TRUE,0.5,28
7,3,0.0035,100,TRUE,0.5,28
8,2,0.0035,100,TRUE,0.5,28
0,20,0,20,FALSE,0.5,29
1,18,0,20,FALSE,0.5,29
2,17,0,20,FALSE,0.5,29
3,18,0,20,FALSE,0.5,29
4,19,0,20,FALSE,0.5,29
5,22,0,20,FALSE,0.5,29
6,20,0,20,FALSE,0.5,29
7,20,0,20,FALSE,0.5,29
8,25,0,20,FALSE,0.5,29
9,27,0,20,FALSE,0.5,29
10,46,0,20,FALSE,0.5,29
11,55,0,20,FALSE,0.5,29
12,48,0,20,FALSE,0.5,29
13,52,0,20,FALSE,0.5,29
14,81,0,20,FALSE,0.5,29
15,114,0,20,FALSE,0.5,29
0,20,0.0035,20,FALSE,0.5,30
1,18,0.0035,20,FALSE,0.5,30
2,6,0.0035,20,FALSE,0.5,30
3,3,0.0035,20,FALSE,0.5,30
4,1,0.0035,20,FALSE,0.5,30
0,100,0,100,FALSE,0.5,31
1,64,0,100,FALSE,0.5,31
2,92,0,100,FALSE,0.5,31
3,82,0,100,FALSE,0.5,31
4,76,0,100,FALSE,0.5,31
5,94,0,100,FALSE,0.5,31
6,130,0,100,FALSE,0.5,31
7,193,0,100,FALSE,0.5,31
8,267,0,100,FALSE,0.5,31
9,304,0,100,FALSE,0.5,31
10,421,0,100,FALSE,0.5,31
11,587,0,100,FALSE,0.5,31
12,791,0,100,FALSE,0.5,31
13,1119,0,100,FALSE,0.5,31
14,1716,0,100,FALSE,0.5,31
15,2543,0,100,FALSE,0.5,31
0,100,0.0035,100,FALSE,0.5,32
1,56,0.0035,100,FALSE,0.5,32
2,37,0.0035,100,FALSE,0.5,32
3,14,0.0035,100,FALSE,0.5,32
4,7,0.0035,100,FALSE,0.5,32
5,6,0.0035,100,FALSE,0.5,32
6,5,0.0035,100,FALSE,0.5,32
7,2,0.0035,100,FALSE,0.5,32
0,20,0,20,TRUE,1,33
1,5,0,20,TRUE,1,33
2,14,0,20,TRUE,1,33
3,15,0,20,TRUE,1,33
4,17,0,20,TRUE,1,33
5,17,0,20,TRUE,1,33
6,24,0,20,TRUE,1,33
7,31,0,20,TRUE,1,33
8,38,0,20,TRUE,1,33
9,50,0,20,TRUE,1,33
10,37,0,20,TRUE,1,33
11,50,0,20,TRUE,1,33
12,50,0,20,TRUE,1,33
13,48,0,20,TRUE,1,33
14,55,0,20,TRUE,1,33
15,62,0,20,TRUE,1,33
0,20,0.0035,20,TRUE,1,34
1,7,0.0035,20,TRUE,1,34
2,8,0.0035,20,TRUE,1,34
3,2,0.0035,20,TRUE,1,34
0,100,0,100,TRUE,1,35
1,73,0,100,TRUE,1,35
2,45,0,100,TRUE,1,35
3,28,0,100,TRUE,1,35
4,15,0,100,TRUE,1,35
5,7,0,100,TRUE,1,35
6,5,0,100,TRUE,1,35
0,100,0.0035,100,TRUE,1,36
1,66,0.0035,100,TRUE,1,36
2,22,0.0035,100,TRUE,1,36
3,24,0.0035,100,TRUE,1,36
4,21,0.0035,100,TRUE,1,36
5,10,0.0035,100,TRUE,1,36
6,14,0.0035,100,TRUE,1,36
7,11,0.0035,100,TRUE,1,36
8,8,0.0035,100,TRUE,1,36
9,6,0.0035,100,TRUE,1,36
10,7,0.0035,100,TRUE,1,36
11,13,0.0035,100,TRUE,1,36
12,10,0.0035,100,TRUE,1,36
13,7,0.0035,100,TRUE,1,36
14,13,0.0035,100,TRUE,1,36
15,21,0.0035,100,TRUE,1,36
0,20,0,20,FALSE,1,37
1,9,0,20,FALSE,1,37
2,13,0,20,FALSE,1,37
3,12,0,20,FALSE,1,37
4,17,0,20,FALSE,1,37
5,24,0,20,FALSE,1,37
6,21,0,20,FALSE,1,37
7,24,0,20,FALSE,1,37
8,44,0,20,FALSE,1,37
9,40,0,20,FALSE,1,37
10,38,0,20,FALSE,1,37
11,53,0,20,FALSE,1,37
12,61,0,20,FALSE,1,37
13,77,0,20,FALSE,1,37
14,102,0,20,FALSE,1,37
15,123,0,20,FALSE,1,37
0,20,0.0035,20,FALSE,1,38
1,18,0.0035,20,FALSE,1,38
2,23,0.0035,20,FALSE,1,38
3,28,0.0035,20,FALSE,1,38
4,25,0.0035,20,FALSE,1,38
5,35,0.0035,20,FALSE,1,38
6,42,0.0035,20,FALSE,1,38
7,42,0.0035,20,FALSE,1,38
8,38,0.0035,20,FALSE,1,38
9,23,0.0035,20,FALSE,1,38
10,26,0.0035,20,FALSE,1,38
11,30,0.0035,20,FALSE,1,38
12,29,0.0035,20,FALSE,1,38
13,33,0.0035,20,FALSE,1,38
14,39,0.0035,20,FALSE,1,38
15,41,0.0035,20,FALSE,1,38
0,100,0,100,FALSE,1,39
1,69,0,100,FALSE,1,39
2,51,0,100,FALSE,1,39
3,26,0,100,FALSE,1,39
4,26,0,100,FALSE,1,39
5,19,0,100,FALSE,1,39
6,14,0,100,FALSE,1,39
7,11,0,100,FALSE,1,39
8,12,0,100,FALSE,1,39
9,10,0,100,FALSE,1,39
10,8,0,100,FALSE,1,39
11,5,0,100,FALSE,1,39
12,5,0,100,FALSE,1,39
13,8,0,100,FALSE,1,39
14,10,0,100,FALSE,1,39
15,2,0,100,FALSE,1,39
0,100,0.0035,100,FALSE,1,40
1,56,0.0035,100,FALSE,1,40
2,43,0.0035,100,FALSE,1,40
3,47,0.0035,100,FALSE,1,40
4,37,0.0035,100,FALSE,1,40
5,32,0.0035,100,FALSE,1,40
6,45,0.0035,100,FALSE,1,40
7,37,0.0035,100,FALSE,1,40
8,41,0.0035,100,FALSE,1,40
9,37,0.0035,100,FALSE,1,40
10,42,0.0035,100,FALSE,1,40
11,47,0.0035,100,FALSE,1,40
12,62,0.0035,100,FALSE,1,40
13,83,0.0035,100,FALSE,1,40
14,103,0.0035,100,FALSE,1,40
15,84,0.0035,100,FALSE,1,40
0,20,0,20,TRUE,1.4142135623731,41
1,27,0,20,TRUE,1.4142135623731,41
2,14,0,20,TRUE,1.4142135623731,41
3,13,0,20,TRUE,1.4142135623731,41
4,20,0,20,TRUE,1.4142135623731,41
5,24,0,20,TRUE,1.4142135623731,41
6,12,0,20,TRUE,1.4142135623731,41
7,6,0,20,TRUE,1.4142135623731,41
8,7,0,20,TRUE,1.4142135623731,41
9,11,0,20,TRUE,1.4142135623731,41
10,7,0,20,TRUE,1.4142135623731,41
11,1,0,20,TRUE,1.4142135623731,41
0,20,0.0035,20,TRUE,1.4142135623731,42
1,10,0.0035,20,TRUE,1.4142135623731,42
2,7,0.0035,20,TRUE,1.4142135623731,42
3,3,0.0035,20,TRUE,1.4142135623731,42
0,100,0,100,TRUE,1.4142135623731,43
1,66,0,100,TRUE,1.4142135623731,43
2,66,0,100,TRUE,1.4142135623731,43
3,44,0,100,TRUE,1.4142135623731,43
4,49,0,100,TRUE,1.4142135623731,43
5,47,0,100,TRUE,1.4142135623731,43
6,42,0,100,TRUE,1.4142135623731,43
7,41,0,100,TRUE,1.4142135623731,43
8,36,0,100,TRUE,1.4142135623731,43
9,32,0,100,TRUE,1.4142135623731,43
10,17,0,100,TRUE,1.4142135623731,43
11,17,0,100,TRUE,1.4142135623731,43
12,20,0,100,TRUE,1.4142135623731,43
13,24,0,100,TRUE,1.4142135623731,43
14,24,0,100,TRUE,1.4142135623731,43
15,29,0,100,TRUE,1.4142135623731,43
0,100,0.0035,100,TRUE,1.4142135623731,44
1,33,0.0035,100,TRUE,1.4142135623731,44
2,44,0.0035,100,TRUE,1.4142135623731,44
3,25,0.0035,100,TRUE,1.4142135623731,44
4,20,0.0035,100,TRUE,1.4142135623731,44
5,7,0.0035,100,TRUE,1.4142135623731,44
6,4,0.0035,100,TRUE,1.4142135623731,44
7,3,0.0035,100,TRUE,1.4142135623731,44
0,20,0,20,FALSE,1.4142135623731,45
1,23,0,20,FALSE,1.4142135623731,45
2,16,0,20,FALSE,1.4142135623731,45
3,10,0,20,FALSE,1.4142135623731,45
4,8,0,20,FALSE,1.4142135623731,45
5,22,0,20,FALSE,1.4142135623731,45
6,15,0,20,FALSE,1.4142135623731,45
7,20,0,20,FALSE,1.4142135623731,45
8,12,0,20,FALSE,1.4142135623731,45
9,11,0,20,FALSE,1.4142135623731,45
10,9,0,20,FALSE,1.4142135623731,45
11,8,0,20,FALSE,1.4142135623731,45
12,1,0,20,FALSE,1.4142135623731,45
0,20,0.0035,20,FALSE,1.4142135623731,46
1,10,0.0035,20,FALSE,1.4142135623731,46
2,3,0.0035,20,FALSE,1.4142135623731,46
3,1,0.0035,20,FALSE,1.4142135623731,46
0,100,0,100,FALSE,1.4142135623731,47
1,77,0,100,FALSE,1.4142135623731,47
2,72,0,100,FALSE,1.4142135623731,47
3,75,0,100,FALSE,1.4142135623731,47
4,72,0,100,FALSE,1.4142135623731,47
5,78,0,100,FALSE,1.4142135623731,47
6,89,0,100,FALSE,1.4142135623731,47
7,99,0,100,FALSE,1.4142135623731,47
8,105,0,100,FALSE,1.4142135623731,47
9,119,0,100,FALSE,1.4142135623731,47
10,145,0,100,FALSE,1.4142135623731,47
11,173,0,100,FALSE,1.4142135623731,47
12,199,0,100,FALSE,1.4142135623731,47
13,268,0,100,FALSE,1.4142135623731,47
14,284,0,100,FALSE,1.4142135623731,47
15,331,0,100,FALSE,1.4142135623731,47
0,100,0.0035,100,FALSE,1.4142135623731,48
1,64,0.0035,100,FALSE,1.4142135623731,48
2,46,0.0035,100,FALSE,1.4142135623731,48
3,56,0.0035,100,FALSE,1.4142135623731,48
4,44,0.0035,100,FALSE,1.4142135623731,48
5,34,0.0035,100,FALSE,1.4142135623731,48
6,31,0.0035,100,FALSE,1.4142135623731,48
7,27,0.0035,100,FALSE,1.4142135623731,48
8,23,0.0035,100,FALSE,1.4142135623731,48
9,20,0.0035,100,FALSE,1.4142135623731,48
10,24,0.0035,100,FALSE,1.4142135623731,48
11,17,0.0035,100,FALSE,1.4142135623731,48
12,20,0.0035,100,FALSE,1.4142135623731,48
13,41,0.0035,100,FALSE,1.4142135623731,48
14,37,0.0035,100,FALSE,1.4142135623731,48
15,43,0.0035,100,FALSE,1.4142135623731,48
0,20,0,20,TRUE,0.5,49
1,19,0,20,TRUE,0.5,49
2,14,0,20,TRUE,0.5,49
3,7,0,20,TRUE,0.5,49
4,1,0,20,TRUE,0.5,49
0,20,0.0035,20,TRUE,0.5,50
1,22,0.0035,20,TRUE,0.5,50
2,22,0.0035,20,TRUE,0.5,50
3,22,0.0035,20,TRUE,0.5,50
4,20,0.0035,20,TRUE,0.5,50
5,24,0.0035,20,TRUE,0.5,50
6,29,0.0035,20,TRUE,0.5,50
7,26,0.0035,20,TRUE,0.5,50
8,18,0.0035,20,TRUE,0.5,50
9,27,0.0035,20,TRUE,0.5,50
10,23,0.0035,20,TRUE,0.5,50
11,28,0.0035,20,TRUE,0.5,50
12,40,0.0035,20,TRUE,0.5,50
13,50,0.0035,20,TRUE,0.5,50
14,62,0.0035,20,TRUE,0.5,50
15,77,0.0035,20,TRUE,0.5,50
0,100,0,100,TRUE,0.5,51
1,72,0,100,TRUE,0.5,51
2,57,0,100,TRUE,0.5,51
3,46,0,100,TRUE,0.5,51
4,69,0,100,TRUE,0.5,51
5,63,0,100,TRUE,0.5,51
6,70,0,100,TRUE,0.5,51
7,67,0,100,TRUE,0.5,51
8,75,0,100,TRUE,0.5,51
9,73,0,100,TRUE,0.5,51
10,78,0,100,TRUE,0.5,51
11,86,0,100,TRUE,0.5,51
12,123,0,100,TRUE,0.5,51
13,153,0,100,TRUE,0.5,51
14,218,0,100,TRUE,0.5,51
15,292,0,100,TRUE,0.5,51
0,100,0.0035,100,TRUE,0.5,52
1,51,0.0035,100,TRUE,0.5,52
2,27,0.0035,100,TRUE,0.5,52
3,26,0.0035,100,TRUE,0.5,52
4,21,0.0035,100,TRUE,0.5,52
5,10,0.0035,100,TRUE,0.5,52
6,25,0.0035,100,TRUE,0.5,52
7,21,0.0035,100,TRUE,0.5,52
8,12,0.0035,100,TRUE,0.5,52
9,10,0.0035,100,TRUE,0.5,52
10,10,0.0035,100,TRUE,0.5,52
11,5,0.0035,100,TRUE,0.5,52
12,2,0.0035,100,TRUE,0.5,52
0,20,0,20,FALSE,0.5,53
1,19,0,20,FALSE,0.5,53
2,21,0,20,FALSE,0.5,53
3,15,0,20,FALSE,0.5,53
4,12,0,20,FALSE,0.5,53
5,13,0,20,FALSE,0.5,53
6,12,0,20,FALSE,0.5,53
7,12,0,20,FALSE,0.5,53
8,11,0,20,FALSE,0.5,53
9,13,0,20,FALSE,0.5,53
10,19,0,20,FALSE,0.5,53
11,16,0,20,FALSE,0.5,53
12,15,0,20,FALSE,0.5,53
13,4,0,20,FALSE,0.5,53
14,2,0,20,FALSE,0.5,53
0,20,0.0035,20,FALSE,0.5,54
1,14,0.0035,20,FALSE,0.5,54
2,12,0.0035,20,FALSE,0.5,54
3,18,0.0035,20,FALSE,0.5,54
4,25,0.0035,20,FALSE,0.5,54
5,24,0.0035,20,FALSE,0.5,54
6,19,0.0035,20,FALSE,0.5,54
7,29,0.0035,20,FALSE,0.5,54
8,16,0.0035,20,FALSE,0.5,54
9,25,0.0035,20,FALSE,0.5,54
10,36,0.0035,20,FALSE,0.5,54
11,17,0.0035,20,FALSE,0.5,54
12,21,0.0035,20,FALSE,0.5,54
13,39,0.0035,20,FALSE,0.5,54
14,54,0.0035,20,FALSE,0.5,54
15,78,0.0035,20,FALSE,0.5,54
0,100,0,100,FALSE,0.5,55
1,68,0,100,FALSE,0.5,55
2,32,0,100,FALSE,0.5,55
3,21,0,100,FALSE,0.5,55
4,15,0,100,FALSE,0.5,55
5,7,0,100,FALSE,0.5,55
6,5,0,100,FALSE,0.5,55
7,7,0,100,FALSE,0.5,55
8,7,0,100,FALSE,0.5,55
9,2,0,100,FALSE,0.5,55
0,100,0.0035,100,FALSE,0.5,56
1,40,0.0035,100,FALSE,0.5,56
2,32,0.0035,100,FALSE,0.5,56
3,20,0.0035,100,FALSE,0.5,56
4,16,0.0035,100,FALSE,0.5,56
5,13,0.0035,100,FALSE,0.5,56
6,5,0.0035,100,FALSE,0.5,56
7,6,0.0035,100,FALSE,0.5,56
8,7,0.0035,100,FALSE,0.5,56
9,7,0.0035,100,FALSE,0.5,56
10,6,0.0035,100,FALSE,0.5,56
11,3,0.0035,100,FALSE,0.5,56
12,2,0.0035,100,FALSE,0.5,56
13,4,0.0035,100,FALSE,0.5,56
0,20,0,20,TRUE,1,57
1,14,0,20,TRUE,1,57
2,14,0,20,TRUE,1,57
3,3,0,20,TRUE,1,57
4,3,0,20,TRUE,1,57
5,4,0,20,TRUE,1,57
6,7,0,20,TRUE,1,57
7,9,0,20,TRUE,1,57
8,10,0,20,TRUE,1,57
9,10,0,20,TRUE,1,57
10,7,0,20,TRUE,1,57
0,20,0.0035,20,TRUE,1,58
1,14,0.0035,20,TRUE,1,58
2,14,0.0035,20,TRUE,1,58
3,6,0.0035,20,TRUE,1,58
4,7,0.0035,20,TRUE,1,58
5,9,0.0035,20,TRUE,1,58
6,4,0.0035,20,TRUE,1,58
7,8,0.0035,20,TRUE,1,58
8,9,0.0035,20,TRUE,1,58
9,4,0.0035,20,TRUE,1,58
10,2,0.0035,20,TRUE,1,58
0,100,0,100,TRUE,1,59
1,83,0,100,TRUE,1,59
2,83,0,100,TRUE,1,59
3,39,0,100,TRUE,1,59
4,28,0,100,TRUE,1,59
5,11,0,100,TRUE,1,59
6,5,0,100,TRUE,1,59
7,6,0,100,TRUE,1,59
