"gen","n","alpha","n.pop0","lowvar","sig.e","trial"
14,36,0.0035,100,FALSE,1.4142135623731,4704
15,48,0.0035,100,FALSE,1.4142135623731,4704
0,20,0,20,TRUE,0.5,4705
1,12,0,20,TRUE,0.5,4705
2,10,0,20,TRUE,0.5,4705
3,19,0,20,TRUE,0.5,4705
4,10,0,20,TRUE,0.5,4705
5,12,0,20,TRUE,0.5,4705
6,4,0,20,TRUE,0.5,4705
0,20,0.0035,20,TRUE,0.5,4706
1,15,0.0035,20,TRUE,0.5,4706
2,18,0.0035,20,TRUE,0.5,4706
3,11,0.0035,20,TRUE,0.5,4706
4,3,0.0035,20,TRUE,0.5,4706
5,1,0.0035,20,TRUE,0.5,4706
0,100,0,100,TRUE,0.5,4707
1,76,0,100,TRUE,0.5,4707
2,43,0,100,TRUE,0.5,4707
3,55,0,100,TRUE,0.5,4707
4,60,0,100,TRUE,0.5,4707
5,50,0,100,TRUE,0.5,4707
6,33,0,100,TRUE,0.5,4707
7,32,0,100,TRUE,0.5,4707
8,43,0,100,TRUE,0.5,4707
9,52,0,100,TRUE,0.5,4707
10,64,0,100,TRUE,0.5,4707
11,105,0,100,TRUE,0.5,4707
12,144,0,100,TRUE,0.5,4707
13,250,0,100,TRUE,0.5,4707
14,324,0,100,TRUE,0.5,4707
15,429,0,100,TRUE,0.5,4707
0,100,0.0035,100,TRUE,0.5,4708
1,30,0.0035,100,TRUE,0.5,4708
2,25,0.0035,100,TRUE,0.5,4708
3,21,0.0035,100,TRUE,0.5,4708
4,13,0.0035,100,TRUE,0.5,4708
5,13,0.0035,100,TRUE,0.5,4708
6,4,0.0035,100,TRUE,0.5,4708
7,5,0.0035,100,TRUE,0.5,4708
8,9,0.0035,100,TRUE,0.5,4708
9,2,0.0035,100,TRUE,0.5,4708
0,20,0,20,FALSE,0.5,4709
1,20,0,20,FALSE,0.5,4709
2,18,0,20,FALSE,0.5,4709
3,16,0,20,FALSE,0.5,4709
4,14,0,20,FALSE,0.5,4709
5,22,0,20,FALSE,0.5,4709
6,22,0,20,FALSE,0.5,4709
7,19,0,20,FALSE,0.5,4709
8,16,0,20,FALSE,0.5,4709
9,14,0,20,FALSE,0.5,4709
10,15,0,20,FALSE,0.5,4709
11,13,0,20,FALSE,0.5,4709
12,15,0,20,FALSE,0.5,4709
13,8,0,20,FALSE,0.5,4709
14,9,0,20,FALSE,0.5,4709
15,13,0,20,FALSE,0.5,4709
0,20,0.0035,20,FALSE,0.5,4710
1,7,0.0035,20,FALSE,0.5,4710
2,10,0.0035,20,FALSE,0.5,4710
3,7,0.0035,20,FALSE,0.5,4710
4,7,0.0035,20,FALSE,0.5,4710
5,7,0.0035,20,FALSE,0.5,4710
6,7,0.0035,20,FALSE,0.5,4710
7,6,0.0035,20,FALSE,0.5,4710
8,3,0.0035,20,FALSE,0.5,4710
0,100,0,100,FALSE,0.5,4711
1,72,0,100,FALSE,0.5,4711
2,64,0,100,FALSE,0.5,4711
3,85,0,100,FALSE,0.5,4711
4,84,0,100,FALSE,0.5,4711
5,94,0,100,FALSE,0.5,4711
6,102,0,100,FALSE,0.5,4711
7,152,0,100,FALSE,0.5,4711
8,218,0,100,FALSE,0.5,4711
9,285,0,100,FALSE,0.5,4711
10,380,0,100,FALSE,0.5,4711
11,562,0,100,FALSE,0.5,4711
12,842,0,100,FALSE,0.5,4711
13,1182,0,100,FALSE,0.5,4711
14,1929,0,100,FALSE,0.5,4711
15,3084,0,100,FALSE,0.5,4711
0,100,0.0035,100,FALSE,0.5,4712
1,44,0.0035,100,FALSE,0.5,4712
2,35,0.0035,100,FALSE,0.5,4712
3,25,0.0035,100,FALSE,0.5,4712
4,25,0.0035,100,FALSE,0.5,4712
5,27,0.0035,100,FALSE,0.5,4712
6,30,0.0035,100,FALSE,0.5,4712
7,38,0.0035,100,FALSE,0.5,4712
8,44,0.0035,100,FALSE,0.5,4712
9,34,0.0035,100,FALSE,0.5,4712
10,41,0.0035,100,FALSE,0.5,4712
11,44,0.0035,100,FALSE,0.5,4712
12,39,0.0035,100,FALSE,0.5,4712
13,66,0.0035,100,FALSE,0.5,4712
14,99,0.0035,100,FALSE,0.5,4712
15,124,0.0035,100,FALSE,0.5,4712
0,20,0,20,TRUE,1,4713
1,22,0,20,TRUE,1,4713
2,21,0,20,TRUE,1,4713
3,10,0,20,TRUE,1,4713
4,8,0,20,TRUE,1,4713
5,12,0,20,TRUE,1,4713
6,11,0,20,TRUE,1,4713
7,13,0,20,TRUE,1,4713
8,8,0,20,TRUE,1,4713
9,17,0,20,TRUE,1,4713
10,23,0,20,TRUE,1,4713
11,34,0,20,TRUE,1,4713
12,53,0,20,TRUE,1,4713
13,66,0,20,TRUE,1,4713
14,68,0,20,TRUE,1,4713
15,87,0,20,TRUE,1,4713
0,20,0.0035,20,TRUE,1,4714
1,12,0.0035,20,TRUE,1,4714
2,15,0.0035,20,TRUE,1,4714
3,21,0.0035,20,TRUE,1,4714
4,16,0.0035,20,TRUE,1,4714
5,28,0.0035,20,TRUE,1,4714
6,21,0.0035,20,TRUE,1,4714
7,12,0.0035,20,TRUE,1,4714
8,6,0.0035,20,TRUE,1,4714
9,2,0.0035,20,TRUE,1,4714
10,2,0.0035,20,TRUE,1,4714
11,6,0.0035,20,TRUE,1,4714
12,3,0.0035,20,TRUE,1,4714
13,2,0.0035,20,TRUE,1,4714
0,100,0,100,TRUE,1,4715
1,72,0,100,TRUE,1,4715
2,63,0,100,TRUE,1,4715
3,59,0,100,TRUE,1,4715
4,44,0,100,TRUE,1,4715
5,30,0,100,TRUE,1,4715
6,32,0,100,TRUE,1,4715
7,36,0,100,TRUE,1,4715
8,39,0,100,TRUE,1,4715
9,46,0,100,TRUE,1,4715
10,51,0,100,TRUE,1,4715
11,48,0,100,TRUE,1,4715
12,51,0,100,TRUE,1,4715
13,53,0,100,TRUE,1,4715
14,56,0,100,TRUE,1,4715
15,44,0,100,TRUE,1,4715
0,100,0.0035,100,TRUE,1,4716
1,66,0.0035,100,TRUE,1,4716
2,39,0.0035,100,TRUE,1,4716
3,38,0.0035,100,TRUE,1,4716
4,35,0.0035,100,TRUE,1,4716
5,21,0.0035,100,TRUE,1,4716
6,16,0.0035,100,TRUE,1,4716
7,15,0.0035,100,TRUE,1,4716
8,25,0.0035,100,TRUE,1,4716
9,31,0.0035,100,TRUE,1,4716
10,31,0.0035,100,TRUE,1,4716
11,24,0.0035,100,TRUE,1,4716
12,31,0.0035,100,TRUE,1,4716
13,51,0.0035,100,TRUE,1,4716
14,54,0.0035,100,TRUE,1,4716
15,69,0.0035,100,TRUE,1,4716
0,20,0,20,FALSE,1,4717
1,22,0,20,FALSE,1,4717
2,7,0,20,FALSE,1,4717
0,20,0.0035,20,FALSE,1,4718
1,18,0.0035,20,FALSE,1,4718
2,10,0.0035,20,FALSE,1,4718
3,2,0.0035,20,FALSE,1,4718
0,100,0,100,FALSE,1,4719
1,67,0,100,FALSE,1,4719
2,49,0,100,FALSE,1,4719
3,49,0,100,FALSE,1,4719
4,47,0,100,FALSE,1,4719
5,61,0,100,FALSE,1,4719
6,64,0,100,FALSE,1,4719
7,69,0,100,FALSE,1,4719
8,83,0,100,FALSE,1,4719
9,108,0,100,FALSE,1,4719
10,121,0,100,FALSE,1,4719
11,122,0,100,FALSE,1,4719
12,160,0,100,FALSE,1,4719
13,233,0,100,FALSE,1,4719
14,320,0,100,FALSE,1,4719
15,415,0,100,FALSE,1,4719
0,100,0.0035,100,FALSE,1,4720
1,48,0.0035,100,FALSE,1,4720
2,30,0.0035,100,FALSE,1,4720
3,24,0.0035,100,FALSE,1,4720
4,23,0.0035,100,FALSE,1,4720
5,21,0.0035,100,FALSE,1,4720
6,7,0.0035,100,FALSE,1,4720
7,6,0.0035,100,FALSE,1,4720
8,2,0.0035,100,FALSE,1,4720
9,3,0.0035,100,FALSE,1,4720
10,3,0.0035,100,FALSE,1,4720
0,20,0,20,TRUE,1.4142135623731,4721
1,17,0,20,TRUE,1.4142135623731,4721
2,11,0,20,TRUE,1.4142135623731,4721
3,9,0,20,TRUE,1.4142135623731,4721
4,5,0,20,TRUE,1.4142135623731,4721
5,4,0,20,TRUE,1.4142135623731,4721
6,1,0,20,TRUE,1.4142135623731,4721
0,20,0.0035,20,TRUE,1.4142135623731,4722
1,8,0.0035,20,TRUE,1.4142135623731,4722
2,4,0.0035,20,TRUE,1.4142135623731,4722
3,1,0.0035,20,TRUE,1.4142135623731,4722
0,100,0,100,TRUE,1.4142135623731,4723
1,97,0,100,TRUE,1.4142135623731,4723
2,50,0,100,TRUE,1.4142135623731,4723
3,35,0,100,TRUE,1.4142135623731,4723
4,23,0,100,TRUE,1.4142135623731,4723
5,24,0,100,TRUE,1.4142135623731,4723
6,20,0,100,TRUE,1.4142135623731,4723
7,16,0,100,TRUE,1.4142135623731,4723
8,23,0,100,TRUE,1.4142135623731,4723
9,17,0,100,TRUE,1.4142135623731,4723
10,16,0,100,TRUE,1.4142135623731,4723
11,26,0,100,TRUE,1.4142135623731,4723
12,18,0,100,TRUE,1.4142135623731,4723
13,5,0,100,TRUE,1.4142135623731,4723
0,100,0.0035,100,TRUE,1.4142135623731,4724
1,45,0.0035,100,TRUE,1.4142135623731,4724
2,38,0.0035,100,TRUE,1.4142135623731,4724
3,18,0.0035,100,TRUE,1.4142135623731,4724
4,16,0.0035,100,TRUE,1.4142135623731,4724
5,12,0.0035,100,TRUE,1.4142135623731,4724
6,14,0.0035,100,TRUE,1.4142135623731,4724
7,17,0.0035,100,TRUE,1.4142135623731,4724
8,27,0.0035,100,TRUE,1.4142135623731,4724
9,23,0.0035,100,TRUE,1.4142135623731,4724
10,5,0.0035,100,TRUE,1.4142135623731,4724
11,11,0.0035,100,TRUE,1.4142135623731,4724
0,20,0,20,FALSE,1.4142135623731,4725
1,18,0,20,FALSE,1.4142135623731,4725
2,23,0,20,FALSE,1.4142135623731,4725
3,8,0,20,FALSE,1.4142135623731,4725
4,8,0,20,FALSE,1.4142135623731,4725
5,7,0,20,FALSE,1.4142135623731,4725
6,8,0,20,FALSE,1.4142135623731,4725
7,3,0,20,FALSE,1.4142135623731,4725
8,4,0,20,FALSE,1.4142135623731,4725
0,20,0.0035,20,FALSE,1.4142135623731,4726
1,21,0.0035,20,FALSE,1.4142135623731,4726
2,22,0.0035,20,FALSE,1.4142135623731,4726
3,15,0.0035,20,FALSE,1.4142135623731,4726
4,7,0.0035,20,FALSE,1.4142135623731,4726
5,10,0.0035,20,FALSE,1.4142135623731,4726
6,20,0.0035,20,FALSE,1.4142135623731,4726
7,5,0.0035,20,FALSE,1.4142135623731,4726
8,5,0.0035,20,FALSE,1.4142135623731,4726
9,7,0.0035,20,FALSE,1.4142135623731,4726
0,100,0,100,FALSE,1.4142135623731,4727
1,78,0,100,FALSE,1.4142135623731,4727
2,83,0,100,FALSE,1.4142135623731,4727
3,69,0,100,FALSE,1.4142135623731,4727
4,91,0,100,FALSE,1.4142135623731,4727
5,115,0,100,FALSE,1.4142135623731,4727
6,148,0,100,FALSE,1.4142135623731,4727
7,163,0,100,FALSE,1.4142135623731,4727
8,203,0,100,FALSE,1.4142135623731,4727
9,286,0,100,FALSE,1.4142135623731,4727
10,386,0,100,FALSE,1.4142135623731,4727
11,533,0,100,FALSE,1.4142135623731,4727
12,680,0,100,FALSE,1.4142135623731,4727
13,828,0,100,FALSE,1.4142135623731,4727
14,1145,0,100,FALSE,1.4142135623731,4727
15,1607,0,100,FALSE,1.4142135623731,4727
0,100,0.0035,100,FALSE,1.4142135623731,4728
1,56,0.0035,100,FALSE,1.4142135623731,4728
2,29,0.0035,100,FALSE,1.4142135623731,4728
3,31,0.0035,100,FALSE,1.4142135623731,4728
4,24,0.0035,100,FALSE,1.4142135623731,4728
5,28,0.0035,100,FALSE,1.4142135623731,4728
6,31,0.0035,100,FALSE,1.4142135623731,4728
7,13,0.0035,100,FALSE,1.4142135623731,4728
8,21,0.0035,100,FALSE,1.4142135623731,4728
9,15,0.0035,100,FALSE,1.4142135623731,4728
10,23,0.0035,100,FALSE,1.4142135623731,4728
11,29,0.0035,100,FALSE,1.4142135623731,4728
12,31,0.0035,100,FALSE,1.4142135623731,4728
13,70,0.0035,100,FALSE,1.4142135623731,4728
14,107,0.0035,100,FALSE,1.4142135623731,4728
15,107,0.0035,100,FALSE,1.4142135623731,4728
0,20,0,20,TRUE,0.5,4729
1,12,0,20,TRUE,0.5,4729
2,6,0,20,TRUE,0.5,4729
3,7,0,20,TRUE,0.5,4729
4,8,0,20,TRUE,0.5,4729
5,9,0,20,TRUE,0.5,4729
6,17,0,20,TRUE,0.5,4729
7,18,0,20,TRUE,0.5,4729
8,22,0,20,TRUE,0.5,4729
9,21,0,20,TRUE,0.5,4729
10,37,0,20,TRUE,0.5,4729
11,68,0,20,TRUE,0.5,4729
12,92,0,20,TRUE,0.5,4729
13,119,0,20,TRUE,0.5,4729
14,154,0,20,TRUE,0.5,4729
15,238,0,20,TRUE,0.5,4729
0,20,0.0035,20,TRUE,0.5,4730
1,10,0.0035,20,TRUE,0.5,4730
2,14,0.0035,20,TRUE,0.5,4730
3,12,0.0035,20,TRUE,0.5,4730
4,7,0.0035,20,TRUE,0.5,4730
5,5,0.0035,20,TRUE,0.5,4730
6,1,0.0035,20,TRUE,0.5,4730
0,100,0,100,TRUE,0.5,4731
1,63,0,100,TRUE,0.5,4731
2,45,0,100,TRUE,0.5,4731
3,54,0,100,TRUE,0.5,4731
4,49,0,100,TRUE,0.5,4731
5,39,0,100,TRUE,0.5,4731
6,29,0,100,TRUE,0.5,4731
7,35,0,100,TRUE,0.5,4731
8,41,0,100,TRUE,0.5,4731
9,57,0,100,TRUE,0.5,4731
10,54,0,100,TRUE,0.5,4731
11,67,0,100,TRUE,0.5,4731
12,76,0,100,TRUE,0.5,4731
13,96,0,100,TRUE,0.5,4731
14,133,0,100,TRUE,0.5,4731
15,175,0,100,TRUE,0.5,4731
0,100,0.0035,100,TRUE,0.5,4732
1,47,0.0035,100,TRUE,0.5,4732
2,24,0.0035,100,TRUE,0.5,4732
3,32,0.0035,100,TRUE,0.5,4732
4,27,0.0035,100,TRUE,0.5,4732
5,23,0.0035,100,TRUE,0.5,4732
6,13,0.0035,100,TRUE,0.5,4732
7,8,0.0035,100,TRUE,0.5,4732
8,7,0.0035,100,TRUE,0.5,4732
9,5,0.0035,100,TRUE,0.5,4732
10,4,0.0035,100,TRUE,0.5,4732
0,20,0,20,FALSE,0.5,4733
1,12,0,20,FALSE,0.5,4733
2,11,0,20,FALSE,0.5,4733
3,9,0,20,FALSE,0.5,4733
4,6,0,20,FALSE,0.5,4733
5,6,0,20,FALSE,0.5,4733
6,2,0,20,FALSE,0.5,4733
7,3,0,20,FALSE,0.5,4733
8,7,0,20,FALSE,0.5,4733
0,20,0.0035,20,FALSE,0.5,4734
1,12,0.0035,20,FALSE,0.5,4734
2,12,0.0035,20,FALSE,0.5,4734
3,11,0.0035,20,FALSE,0.5,4734
4,6,0.0035,20,FALSE,0.5,4734
5,9,0.0035,20,FALSE,0.5,4734
6,19,0.0035,20,FALSE,0.5,4734
7,29,0.0035,20,FALSE,0.5,4734
8,32,0.0035,20,FALSE,0.5,4734
9,52,0.0035,20,FALSE,0.5,4734
10,86,0.0035,20,FALSE,0.5,4734
11,124,0.0035,20,FALSE,0.5,4734
12,134,0.0035,20,FALSE,0.5,4734
13,116,0.0035,20,FALSE,0.5,4734
14,127,0.0035,20,FALSE,0.5,4734
15,165,0.0035,20,FALSE,0.5,4734
0,100,0,100,FALSE,0.5,4735
1,86,0,100,FALSE,0.5,4735
2,49,0,100,FALSE,0.5,4735
3,45,0,100,FALSE,0.5,4735
4,33,0,100,FALSE,0.5,4735
5,24,0,100,FALSE,0.5,4735
6,10,0,100,FALSE,0.5,4735
7,2,0,100,FALSE,0.5,4735
0,100,0.0035,100,FALSE,0.5,4736
1,49,0.0035,100,FALSE,0.5,4736
2,35,0.0035,100,FALSE,0.5,4736
3,54,0.0035,100,FALSE,0.5,4736
4,50,0.0035,100,FALSE,0.5,4736
5,49,0.0035,100,FALSE,0.5,4736
6,57,0.0035,100,FALSE,0.5,4736
7,50,0.0035,100,FALSE,0.5,4736
8,52,0.0035,100,FALSE,0.5,4736
9,75,0.0035,100,FALSE,0.5,4736
10,106,0.0035,100,FALSE,0.5,4736
11,107,0.0035,100,FALSE,0.5,4736
12,122,0.0035,100,FALSE,0.5,4736
13,103,0.0035,100,FALSE,0.5,4736
14,132,0.0035,100,FALSE,0.5,4736
15,125,0.0035,100,FALSE,0.5,4736
0,20,0,20,TRUE,1,4737
1,9,0,20,TRUE,1,4737
2,12,0,20,TRUE,1,4737
3,8,0,20,TRUE,1,4737
4,1,0,20,TRUE,1,4737
0,20,0.0035,20,TRUE,1,4738
1,3,0.0035,20,TRUE,1,4738
2,5,0.0035,20,TRUE,1,4738
0,100,0,100,TRUE,1,4739
1,77,0,100,TRUE,1,4739
2,78,0,100,TRUE,1,4739
3,45,0,100,TRUE,1,4739
4,38,0,100,TRUE,1,4739
5,20,0,100,TRUE,1,4739
6,17,0,100,TRUE,1,4739
7,15,0,100,TRUE,1,4739
8,15,0,100,TRUE,1,4739
9,5,0,100,TRUE,1,4739
10,3,0,100,TRUE,1,4739
0,100,0.0035,100,TRUE,1,4740
1,51,0.0035,100,TRUE,1,4740
2,48,0.0035,100,TRUE,1,4740
3,36,0.0035,100,TRUE,1,4740
4,17,0.0035,100,TRUE,1,4740
5,8,0.0035,100,TRUE,1,4740
6,4,0.0035,100,TRUE,1,4740
7,2,0.0035,100,TRUE,1,4740
8,3,0.0035,100,TRUE,1,4740
9,2,0.0035,100,TRUE,1,4740
10,2,0.0035,100,TRUE,1,4740
0,20,0,20,FALSE,1,4741
1,8,0,20,FALSE,1,4741
2,4,0,20,FALSE,1,4741
0,20,0.0035,20,FALSE,1,4742
1,19,0.0035,20,FALSE,1,4742
2,19,0.0035,20,FALSE,1,4742
3,12,0.0035,20,FALSE,1,4742
4,15,0.0035,20,FALSE,1,4742
5,15,0.0035,20,FALSE,1,4742
6,15,0.0035,20,FALSE,1,4742
7,13,0.0035,20,FALSE,1,4742
8,9,0.0035,20,FALSE,1,4742
9,7,0.0035,20,FALSE,1,4742
10,6,0.0035,20,FALSE,1,4742
11,5,0.0035,20,FALSE,1,4742
0,100,0,100,FALSE,1,4743
1,55,0,100,FALSE,1,4743
2,44,0,100,FALSE,1,4743
3,48,0,100,FALSE,1,4743
4,63,0,100,FALSE,1,4743
5,32,0,100,FALSE,1,4743
6,32,0,100,FALSE,1,4743
7,23,0,100,FALSE,1,4743
8,32,0,100,FALSE,1,4743
9,36,0,100,FALSE,1,4743
10,30,0,100,FALSE,1,4743
11,43,0,100,FALSE,1,4743
12,70,0,100,FALSE,1,4743
13,64,0,100,FALSE,1,4743
14,118,0,100,FALSE,1,4743
15,143,0,100,FALSE,1,4743
0,100,0.0035,100,FALSE,1,4744
1,52,0.0035,100,FALSE,1,4744
2,41,0.0035,100,FALSE,1,4744
3,30,0.0035,100,FALSE,1,4744
4,31,0.0035,100,FALSE,1,4744
5,36,0.0035,100,FALSE,1,4744
6,19,0.0035,100,FALSE,1,4744
7,21,0.0035,100,FALSE,1,4744
8,24,0.0035,100,FALSE,1,4744
9,39,0.0035,100,FALSE,1,4744
10,51,0.0035,100,FALSE,1,4744
11,54,0.0035,100,FALSE,1,4744
12,96,0.0035,100,FALSE,1,4744
13,135,0.0035,100,FALSE,1,4744
14,118,0.0035,100,FALSE,1,4744
15,97,0.0035,100,FALSE,1,4744
0,20,0,20,TRUE,1.4142135623731,4745
1,38,0,20,TRUE,1.4142135623731,4745
2,26,0,20,TRUE,1.4142135623731,4745
3,29,0,20,TRUE,1.4142135623731,4745
4,49,0,20,TRUE,1.4142135623731,4745
5,36,0,20,TRUE,1.4142135623731,4745
6,22,0,20,TRUE,1.4142135623731,4745
7,33,0,20,TRUE,1.4142135623731,4745
8,31,0,20,TRUE,1.4142135623731,4745
9,21,0,20,TRUE,1.4142135623731,4745
10,21,0,20,TRUE,1.4142135623731,4745
11,21,0,20,TRUE,1.4142135623731,4745
12,17,0,20,TRUE,1.4142135623731,4745
13,12,0,20,TRUE,1.4142135623731,4745
14,15,0,20,TRUE,1.4142135623731,4745
15,7,0,20,TRUE,1.4142135623731,4745
0,20,0.0035,20,TRUE,1.4142135623731,4746
1,29,0.0035,20,TRUE,1.4142135623731,4746
2,23,0.0035,20,TRUE,1.4142135623731,4746
3,13,0.0035,20,TRUE,1.4142135623731,4746
4,5,0.0035,20,TRUE,1.4142135623731,4746
5,7,0.0035,20,TRUE,1.4142135623731,4746
6,3,0.0035,20,TRUE,1.4142135623731,4746
0,100,0,100,TRUE,1.4142135623731,4747
1,83,0,100,TRUE,1.4142135623731,4747
2,64,0,100,TRUE,1.4142135623731,4747
3,50,0,100,TRUE,1.4142135623731,4747
4,59,0,100,TRUE,1.4142135623731,4747
5,46,0,100,TRUE,1.4142135623731,4747
6,49,0,100,TRUE,1.4142135623731,4747
7,44,0,100,TRUE,1.4142135623731,4747
8,54,0,100,TRUE,1.4142135623731,4747
9,45,0,100,TRUE,1.4142135623731,4747
10,53,0,100,TRUE,1.4142135623731,4747
11,46,0,100,TRUE,1.4142135623731,4747
12,41,0,100,TRUE,1.4142135623731,4747
13,32,0,100,TRUE,1.4142135623731,4747
14,23,0,100,TRUE,1.4142135623731,4747
15,27,0,100,TRUE,1.4142135623731,4747
0,100,0.0035,100,TRUE,1.4142135623731,4748
1,58,0.0035,100,TRUE,1.4142135623731,4748
2,30,0.0035,100,TRUE,1.4142135623731,4748
3,29,0.0035,100,TRUE,1.4142135623731,4748
4,16,0.0035,100,TRUE,1.4142135623731,4748
5,20,0.0035,100,TRUE,1.4142135623731,4748
6,6,0.0035,100,TRUE,1.4142135623731,4748
7,12,0.0035,100,TRUE,1.4142135623731,4748
8,8,0.0035,100,TRUE,1.4142135623731,4748
9,14,0.0035,100,TRUE,1.4142135623731,4748
10,17,0.0035,100,TRUE,1.4142135623731,4748
11,25,0.0035,100,TRUE,1.4142135623731,4748
12,15,0.0035,100,TRUE,1.4142135623731,4748
13,29,0.0035,100,TRUE,1.4142135623731,4748
14,40,0.0035,100,TRUE,1.4142135623731,4748
15,29,0.0035,100,TRUE,1.4142135623731,4748
0,20,0,20,FALSE,1.4142135623731,4749
1,21,0,20,FALSE,1.4142135623731,4749
2,19,0,20,FALSE,1.4142135623731,4749
3,12,0,20,FALSE,1.4142135623731,4749
4,4,0,20,FALSE,1.4142135623731,4749
0,20,0.0035,20,FALSE,1.4142135623731,4750
1,10,0.0035,20,FALSE,1.4142135623731,4750
2,7,0.0035,20,FALSE,1.4142135623731,4750
3,8,0.0035,20,FALSE,1.4142135623731,4750
4,4,0.0035,20,FALSE,1.4142135623731,4750
0,100,0,100,FALSE,1.4142135623731,4751
1,93,0,100,FALSE,1.4142135623731,4751
2,69,0,100,FALSE,1.4142135623731,4751
3,56,0,100,FALSE,1.4142135623731,4751
4,40,0,100,FALSE,1.4142135623731,4751
5,31,0,100,FALSE,1.4142135623731,4751
6,22,0,100,FALSE,1.4142135623731,4751
7,26,0,100,FALSE,1.4142135623731,4751
8,22,0,100,FALSE,1.4142135623731,4751
9,10,0,100,FALSE,1.4142135623731,4751
10,8,0,100,FALSE,1.4142135623731,4751
11,13,0,100,FALSE,1.4142135623731,4751
12,16,0,100,FALSE,1.4142135623731,4751
13,18,0,100,FALSE,1.4142135623731,4751
14,18,0,100,FALSE,1.4142135623731,4751
15,33,0,100,FALSE,1.4142135623731,4751
0,100,0.0035,100,FALSE,1.4142135623731,4752
1,74,0.0035,100,FALSE,1.4142135623731,4752
2,40,0.0035,100,FALSE,1.4142135623731,4752
3,13,0.0035,100,FALSE,1.4142135623731,4752
4,8,0.0035,100,FALSE,1.4142135623731,4752
5,8,0.0035,100,FALSE,1.4142135623731,4752
6,4,0.0035,100,FALSE,1.4142135623731,4752
7,2,0.0035,100,FALSE,1.4142135623731,4752
0,20,0,20,TRUE,0.5,4753
1,5,0,20,TRUE,0.5,4753
0,20,0.0035,20,TRUE,0.5,4754
1,10,0.0035,20,TRUE,0.5,4754
2,3,0.0035,20,TRUE,0.5,4754
0,100,0,100,TRUE,0.5,4755
1,82,0,100,TRUE,0.5,4755
2,57,0,100,TRUE,0.5,4755
3,45,0,100,TRUE,0.5,4755
4,22,0,100,TRUE,0.5,4755
5,19,0,100,TRUE,0.5,4755
6,20,0,100,TRUE,0.5,4755
7,19,0,100,TRUE,0.5,4755
8,16,0,100,TRUE,0.5,4755
9,15,0,100,TRUE,0.5,4755
10,24,0,100,TRUE,0.5,4755
11,18,0,100,TRUE,0.5,4755
12,14,0,100,TRUE,0.5,4755
13,5,0,100,TRUE,0.5,4755
14,2,0,100,TRUE,0.5,4755
0,100,0.0035,100,TRUE,0.5,4756
1,51,0.0035,100,TRUE,0.5,4756
2,23,0.0035,100,TRUE,0.5,4756
3,18,0.0035,100,TRUE,0.5,4756
4,16,0.0035,100,TRUE,0.5,4756
5,9,0.0035,100,TRUE,0.5,4756
6,7,0.0035,100,TRUE,0.5,4756
7,8,0.0035,100,TRUE,0.5,4756
8,3,0.0035,100,TRUE,0.5,4756
9,2,0.0035,100,TRUE,0.5,4756
0,20,0,20,FALSE,0.5,4757
1,9,0,20,FALSE,0.5,4757
2,10,0,20,FALSE,0.5,4757
3,8,0,20,FALSE,0.5,4757
4,3,0,20,FALSE,0.5,4757
0,20,0.0035,20,FALSE,0.5,4758
1,14,0.0035,20,FALSE,0.5,4758
2,2,0.0035,20,FALSE,0.5,4758
3,1,0.0035,20,FALSE,0.5,4758
0,100,0,100,FALSE,0.5,4759
1,73,0,100,FALSE,0.5,4759
2,46,0,100,FALSE,0.5,4759
3,41,0,100,FALSE,0.5,4759
4,22,0,100,FALSE,0.5,4759
5,15,0,100,FALSE,0.5,4759
6,6,0,100,FALSE,0.5,4759
7,11,0,100,FALSE,0.5,4759
8,12,0,100,FALSE,0.5,4759
9,13,0,100,FALSE,0.5,4759
10,22,0,100,FALSE,0.5,4759
11,16,0,100,FALSE,0.5,4759
12,15,0,100,FALSE,0.5,4759
13,22,0,100,FALSE,0.5,4759
14,11,0,100,FALSE,0.5,4759
15,9,0,100,FALSE,0.5,4759
0,100,0.0035,100,FALSE,0.5,4760
1,58,0.0035,100,FALSE,0.5,4760
2,38,0.0035,100,FALSE,0.5,4760
3,24,0.0035,100,FALSE,0.5,4760
4,18,0.0035,100,FALSE,0.5,4760
5,18,0.0035,100,FALSE,0.5,4760
6,26,0.0035,100,FALSE,0.5,4760
7,20,0.0035,100,FALSE,0.5,4760
8,15,0.0035,100,FALSE,0.5,4760
9,14,0.0035,100,FALSE,0.5,4760
10,11,0.0035,100,FALSE,0.5,4760
11,17,0.0035,100,FALSE,0.5,4760
12,17,0.0035,100,FALSE,0.5,4760
13,30,0.0035,100,FALSE,0.5,4760
14,25,0.0035,100,FALSE,0.5,4760
15,30,0.0035,100,FALSE,0.5,4760
0,20,0,20,TRUE,1,4761
1,18,0,20,TRUE,1,4761
2,12,0,20,TRUE,1,4761
3,14,0,20,TRUE,1,4761
4,7,0,20,TRUE,1,4761
5,4,0,20,TRUE,1,4761
6,3,0,20,TRUE,1,4761
0,20,0.0035,20,TRUE,1,4762
1,14,0.0035,20,TRUE,1,4762
2,10,0.0035,20,TRUE,1,4762
3,2,0.0035,20,TRUE,1,4762
0,100,0,100,TRUE,1,4763
1,81,0,100,TRUE,1,4763
2,47,0,100,TRUE,1,4763
3,49,0,100,TRUE,1,4763
4,35,0,100,TRUE,1,4763
5,46,0,100,TRUE,1,4763
6,32,0,100,TRUE,1,4763
7,39,0,100,TRUE,1,4763
