"bottleneck","n.pop0","gen","p.fix.pos","p.fix.neg","vbar","vvar"
FALSE,20,1,0,0,0.488072435897436,1.14182887945388e-05
FALSE,20,2,0.00102564102564103,0,0.460285639671134,0.000274608028141068
FALSE,20,3,0.00906666666666667,0.00853333333333333,0.428106469187054,0.00114798503930828
FALSE,20,4,0.0309859154929577,0.0264788732394366,0.394577783638058,0.00318743279676995
FALSE,20,5,0.0492307692307692,0.0356923076923077,0.372290948652602,0.00361221434342766
FALSE,20,6,0.0747540983606557,0.0563934426229508,0.345516603167006,0.00616607789957319
FALSE,20,7,0.0778181818181818,0.04,0.33827420394077,0.00471906880264612
FALSE,20,8,0.076078431372549,0.0313725490196078,0.335051385543798,0.0027848345825659
FALSE,20,9,0.0856,0.036,0.325039615774196,0.00297759047721708
FALSE,20,10,0.0992,0.0408,0.314811612893703,0.00381561398377694
FALSE,20,11,0.0991666666666667,0.0416666666666667,0.310921968481629,0.00377301097692402
FALSE,20,12,0.104347826086957,0.0373913043478261,0.307608782466652,0.00434181218331561
FALSE,20,13,0.103111111111111,0.0346666666666667,0.306704602092344,0.00388802225301637
FALSE,20,14,0.104888888888889,0.0346666666666667,0.302267782357945,0.00407540767020624
FALSE,20,15,0.110222222222222,0.0382222222222222,0.29889832453383,0.00418794627081666
FALSE,100,1,0,0,0.497463641025641,4.23178155178157e-07
FALSE,100,2,0,0,0.492017356030506,4.47429883250597e-06
FALSE,100,3,0,0,0.484893431352126,1.70322756889991e-05
FALSE,100,4,0,0,0.476928932438392,5.19596883977123e-05
FALSE,100,5,0,0,0.46939655399775,0.000113322349960157
FALSE,100,6,0,0,0.463468499429592,0.000177366686897896
FALSE,100,7,0,0,0.455954699415615,0.00025206720324454
FALSE,100,8,0,0,0.44820114262755,0.000345234393307456
FALSE,100,9,0,0,0.440049513623274,0.000486186266966902
FALSE,100,10,0.00102564102564103,0,0.43348053681592,0.000605141890742276
FALSE,100,11,0.00307692307692308,0.000512820512820513,0.426958107080006,0.000760891572060441
FALSE,100,12,0.00615384615384615,0.0041025641025641,0.420137368617211,0.00136568214914245
FALSE,100,13,0.00666666666666667,0.00512820512820513,0.415194612217389,0.00148407370438773
FALSE,100,14,0.00666666666666667,0.00512820512820513,0.412100695647181,0.00147872859429848
FALSE,100,15,0.00717948717948718,0.00512820512820513,0.408576647452056,0.0015691628640633
TRUE,20,1,0.097948717948718,0.0841025641025641,0.311210897435897,0.00165480160048285
TRUE,20,2,0.117435897435897,0.108205128205128,0.29127659944263,0.00177243694433313
TRUE,20,3,0.150810810810811,0.131351351351351,0.269810960651443,0.00245511932146706
TRUE,20,4,0.180845070422535,0.144788732394366,0.25081937760883,0.00291325194241178
TRUE,20,5,0.209230769230769,0.166153846153846,0.230126140028287,0.00347145438992918
TRUE,20,6,0.208461538461538,0.148461538461538,0.23027621635537,0.00239119041674363
TRUE,20,7,0.228085106382979,0.15063829787234,0.221356051202209,0.00318530036480864
TRUE,20,8,0.252173913043478,0.164347826086957,0.207717380960095,0.00393924844208177
TRUE,20,9,0.253333333333333,0.156190476190476,0.207711122318855,0.00363444173617243
TRUE,20,10,0.274146341463415,0.166829268292683,0.19689996536411,0.00404824571416532
TRUE,20,11,0.284,0.17,0.192425839394116,0.0045583244080025
TRUE,20,12,0.296,0.177,0.183408634287965,0.0053247086687399
TRUE,20,13,0.286486486486487,0.166486486486486,0.188700578664672,0.00483845323678168
TRUE,20,14,0.284444444444444,0.165555555555556,0.18994533030734,0.00470673714667836
TRUE,20,15,0.281142857142857,0.157714285714286,0.191387715514371,0.00427388872175396
TRUE,100,1,0.0871794871794872,0.0717948717948718,0.315966487179487,0.0014513858164349
TRUE,100,2,0.0902564102564103,0.0738461538461539,0.312817954271064,0.0014363687707956
TRUE,100,3,0.0917948717948718,0.0769230769230769,0.307690529833898,0.00132305638064392
TRUE,100,4,0.0969230769230769,0.0820512820512821,0.302496150582378,0.00139389132248805
TRUE,100,5,0.106153846153846,0.0892307692307692,0.295340559148961,0.00190173028080077
TRUE,100,6,0.106842105263158,0.0921052631578947,0.292126402161486,0.00165626229373625
TRUE,100,7,0.118933333333333,0.0954666666666667,0.28526055975587,0.00216367069181933
TRUE,100,8,0.125405405405405,0.0994594594594595,0.280071354663428,0.00240664743274791
TRUE,100,9,0.136216216216216,0.106486486486486,0.271644647713196,0.0030582829473795
TRUE,100,10,0.134084507042254,0.101971830985915,0.272096008872455,0.00276019615524628
TRUE,100,11,0.137714285714286,0.0994285714285714,0.270125919924445,0.0026322257404693
TRUE,100,12,0.139130434782609,0.0968115942028985,0.268785345713149,0.00233048763287075
TRUE,100,13,0.140588235294118,0.0958823529411765,0.266925444798707,0.0022761728124555
TRUE,100,14,0.142941176470588,0.0964705882352941,0.263012195294903,0.00248655290352708
TRUE,100,15,0.142686567164179,0.0949253731343284,0.262592538258846,0.00233999037368286
