"gen","bottleneck","n.pop0","gbar","gvar","zbar","zvar","wbar","wvar","n.trials"
1,FALSE,20,0.000243535023851368,0.498688098964986,-0.000484935371397895,0.748328333963165,0.8313679566508,0.193468909372544,3978
1,FALSE,100,0.000701030927835046,0.498828220720806,0.00111757602090234,0.751222867134058,0.832379678088921,0.194014114836194,3977
1,TRUE,20,0.0386341953301532,0.405210954197516,0.0389727888064769,0.652882698499665,0.846380733574761,0.176785881542874,3978
1,TRUE,100,0.0386809152627609,0.401783147577698,0.0379485876847939,0.652323833146462,0.845509022498785,0.176326229595044,3977
2,FALSE,20,0.151119548286604,0.483459018207684,0.151857155990122,0.731211972949026,0.908248620997624,0.199772574815666,3978
2,FALSE,100,0.148810618100597,0.48539530542275,0.150027517287234,0.732669430858522,0.907236254213797,0.200270494824108,3977
2,TRUE,20,0.191234501004048,0.397773511443908,0.192596502765511,0.648755098506582,0.926266777776352,0.184723206053124,3978
2,TRUE,100,0.189569162913706,0.394405626774508,0.188757401209362,0.64411652374722,0.923630710714737,0.183319738888123,3977
3,FALSE,20,0.30067512929008,0.496882795404768,0.300431298813836,0.742816627121472,0.986411174470586,0.209954652577489,3928
3,FALSE,100,0.292699793588413,0.48260266786503,0.291535242938393,0.736128561742078,0.98118335156151,0.207522889346166,3977
3,TRUE,20,0.329120248713868,0.402131805552232,0.322200991545526,0.650173225656081,0.995258492512173,0.190720589384057,3908
3,TRUE,100,0.31982746737732,0.390063072506132,0.319750351102856,0.639489120285312,0.993876421899197,0.188251531272444,3977
4,FALSE,20,0.447910399219449,0.5109266224014,0.445560131432301,0.759904140076092,1.06262381385197,0.216904146078873,3691
4,FALSE,100,0.427228956134703,0.484231320219624,0.42529187603204,0.737323481537206,1.05212696749176,0.212091381611041,3977
4,TRUE,20,0.472343349027056,0.398292845574877,0.469585078982914,0.647550502245821,1.07513808337162,0.19377686243922,3600
4,TRUE,100,0.436347923479511,0.384691817111918,0.437240288506121,0.637727619874609,1.05696701444436,0.190751571858115,3975
5,FALSE,20,0.597727744776305,0.516490422998733,0.604140673626862,0.763522474687522,1.14657524891709,0.21829017315819,3348
5,FALSE,100,0.552879260755156,0.485823251862487,0.554462758699541,0.737224050469316,1.12085098810947,0.213499662419349,3976
5,TRUE,20,0.603312757201646,0.394378210376548,0.608250759631348,0.651383855555609,1.15026230670535,0.195208143071262,3182
5,TRUE,100,0.544901126874243,0.380714624181412,0.544323057884841,0.630865872769932,1.11544415411598,0.190822029631097,3947
6,FALSE,20,0.748531462957797,0.513764207807452,0.74982822486354,0.762953271592606,1.22345778303918,0.214717712684871,3032
6,FALSE,100,0.67577253353391,0.494489613246033,0.673178481548544,0.743879345070464,1.18390712897591,0.21332626619567,3965
6,TRUE,20,0.725710068613372,0.382909738138222,0.723514471855679,0.628309839620015,1.21325328463545,0.188719024853701,2833
6,TRUE,100,0.6454559587612,0.373964962824795,0.647384930674664,0.62359457588249,1.17157555080109,0.188915779005908,3869
7,FALSE,20,0.886159943279946,0.500421291582917,0.886396163805691,0.75019059009626,1.2946070227191,0.206428286796104,2720
7,FALSE,100,0.794087951881176,0.489246711950685,0.794188675380338,0.740483837197637,1.24777279829834,0.209753794824231,3925
7,TRUE,20,0.835712416345758,0.373324640603639,0.836118750552426,0.627443317293846,1.27380242827829,0.184696222906124,2527
7,TRUE,100,0.737228435956318,0.370565261693284,0.735493664680056,0.617964634014232,1.21998416535936,0.185936105284603,3736
8,FALSE,20,1.00676169767255,0.492296911270864,1.00602585248391,0.738195314276778,1.35648001181295,0.196687359103874,2493
8,FALSE,100,0.907559785120148,0.482912487129002,0.908878965415597,0.73305560410276,1.30786806002155,0.202462448715239,3858
8,TRUE,20,0.936471033308686,0.35590897278603,0.934737682712948,0.601827365340739,1.32789116536613,0.17530436802696,2297
8,TRUE,100,0.824149109920143,0.364037225743182,0.824494727637362,0.617387216443872,1.268032570351,0.183064990338361,3555
9,FALSE,20,1.11089376900968,0.475611096858709,1.11198227005673,0.732254495052593,1.40939149347465,0.186986257768019,2323
9,FALSE,100,1.00695328426007,0.479974724410366,1.00905429722649,0.728924215487091,1.3587332043565,0.194497171567218,3780
9,TRUE,20,1.01046177370031,0.337054726439735,1.01047972340675,0.589358315982912,1.36850107423079,0.167962527683131,2121
9,TRUE,100,0.906466782389143,0.359004409259439,0.907104068088506,0.606404735213494,1.31248032384076,0.176405557301782,3392
10,FALSE,20,1.20183606557377,0.461217984666587,1.20092498265582,0.709729005734938,1.45403949932202,0.174558256975593,2198
10,FALSE,100,1.10552374437571,0.473650728337957,1.10542241252807,0.723115643200638,1.40711088746572,0.185898380633043,3703
10,TRUE,20,1.08181546243168,0.32905377659202,1.07881752653644,0.586029646909607,1.40414453735403,0.162123258662755,1982
10,TRUE,100,0.98053047151365,0.351436327972903,0.980992404764948,0.60368659237207,1.35199024683084,0.171883957828109,3249
11,FALSE,20,1.2784632034632,0.447053595268417,1.27557676670773,0.697273655419849,1.49064219093596,0.165245684133704,2107
11,FALSE,100,1.18690815879831,0.464070419686429,1.18608652660102,0.713698919898515,1.44712024637684,0.177189687163036,3623
11,TRUE,20,1.13967166618594,0.321006692104388,1.14103724409068,0.567641536089639,1.43729338153624,0.15375925884296,1874
11,TRUE,100,1.04641756090741,0.34440309750245,1.04727336811938,0.597025738082863,1.38689170934643,0.166511980077716,3120
12,FALSE,20,1.34195943138919,0.42505664016014,1.34359983626188,0.671369983243976,1.52436311529777,0.153282457828495,2027
12,FALSE,100,1.25898883037759,0.455205255219459,1.25842287304798,0.703766941472221,1.48199036054232,0.1682172126664,3569
12,TRUE,20,1.19398814016173,0.313995922187218,1.19452291245263,0.563566132355281,1.46406752263045,0.147850553368186,1809
12,TRUE,100,1.10711449349772,0.337251811708119,1.10729276790634,0.588034035632979,1.41823514483128,0.160206592997619,3018
13,FALSE,20,1.39493616513543,0.418975264192932,1.39365556824698,0.671569139679555,1.54634863754283,0.147686349380418,1967
13,FALSE,100,1.32615806707807,0.445902843202125,1.32668609697947,0.697392647603713,1.51365259332541,0.159433341012475,3505
13,TRUE,20,1.23708403369509,0.306171058278978,1.23751785930877,0.557097840050216,1.4862539452972,0.143325803112511,1753
13,TRUE,100,1.16210420566057,0.331825952735023,1.16107591973448,0.578528250211409,1.44595714633431,0.153766381717713,2939
14,FALSE,20,1.44021568250852,0.407951034746335,1.44041545320771,0.659853583201445,1.56840027292019,0.14084488805229,1942
14,FALSE,100,1.38489395996907,0.43671765738433,1.38566445118247,0.687436593301317,1.54150737068404,0.151740977436712,3462
14,TRUE,20,1.27581836442659,0.300921509413328,1.27767920944263,0.547791357155866,1.50644514650954,0.137545704811188,1719
14,TRUE,100,1.20745052515202,0.325392170118327,1.20537739286587,0.57634156153052,1.46814313031011,0.149301192973839,2871
15,FALSE,20,1.47952478599095,0.396583054339608,1.48018229132029,0.648909129714236,1.58622476854855,0.133744973949847,1913
15,FALSE,100,1.43702554802026,0.426239128571276,1.43582685218798,0.676135108416467,1.5642455898404,0.143888553191245,3436
15,TRUE,20,1.31008674833145,0.296412224253786,1.3118777022178,0.545860130563037,1.52265951174577,0.133617173427973,1690
15,TRUE,100,1.25005257081598,0.321205833657875,1.24992151205118,0.571870853239547,1.49053867051409,0.144760140845447,2817
