"trial","gen","n","g","z","w","n.pop0","alpha","evolve","design"
43,8,1,-0.4,1.12134785631017,1.36384514488565,20,0.0035,TRUE,1
44,1,20,0.32,0.355124496560629,0.909959574624489,100,0.0035,TRUE,1
44,2,17,0.611764705882353,0.858830138539907,1.19189465642159,100,0.0035,TRUE,1
44,3,14,0.428571428571429,0.234949397010245,0.867906352883944,100,0.0035,TRUE,1
44,4,11,0.636363636363636,0.791868151232855,1.16192237770967,100,0.0035,TRUE,1
44,5,17,0.858823529411765,0.625020351592726,1.05307774716753,100,0.0035,TRUE,1
44,6,29,0.848275862068966,0.762420061271209,1.13156054252307,100,0.0035,TRUE,1
44,7,40,0.8,0.992197044524042,1.2592922771634,100,0.0035,TRUE,1
44,8,48,0.904166666666667,0.96167954029063,1.23134488424987,100,0.0035,TRUE,1
44,9,75,0.877333333333333,0.921522546023689,1.22527527503336,100,0.0035,TRUE,1
44,10,93,0.924731182795699,1.00771092180643,1.27335375353213,100,0.0035,TRUE,1
44,11,103,0.951456310679612,1.02139081641846,1.28459685331751,100,0.0035,TRUE,1
44,12,133,0.945864661654135,1.00626421173326,1.27652102846338,100,0.0035,TRUE,1
44,13,159,0.932075471698113,0.893090452819862,1.21200180658944,100,0.0035,TRUE,1
44,14,186,0.981720430107527,0.995469007473015,1.26360286602927,100,0.0035,TRUE,1
44,15,263,1.04030418250951,1.14184463118489,1.34063709843706,100,0.0035,TRUE,1
45,1,20,0.32,0.316514408873392,0.903461615968536,20,0,FALSE,1
45,2,14,0.471428571428571,0.340792436976386,0.895596758394733,20,0,FALSE,1
45,3,7,0.8,0.951402750509379,1.2318423086666,20,0,FALSE,1
45,4,12,0.816666666666667,0.721264213616352,1.103856252332,20,0,FALSE,1
45,5,6,0.8,1.21302957695231,1.4101487558818,20,0,FALSE,1
45,6,12,1.03333333333333,1.15339110660404,1.34536345524616,20,0,FALSE,1
45,7,19,1.01052631578947,0.809717868796174,1.15083188118043,20,0,FALSE,1
45,8,21,0.990476190476191,1.23727124886155,1.38795705027885,20,0,FALSE,1
45,9,31,0.883870967741936,0.965795209149933,1.22755649414265,20,0,FALSE,1
45,10,38,0.863157894736842,0.881650800301144,1.2018090164048,20,0,FALSE,1
45,11,38,0.978947368421053,1.04973470907319,1.29872600149843,20,0,FALSE,1
45,12,52,1.03461538461538,1.03033401748714,1.29400710780832,20,0,FALSE,1
45,13,54,1.03703703703704,0.971792267306788,1.26110536590079,20,0,FALSE,1
45,14,62,1.0741935483871,1.21327876415285,1.37911151249439,20,0,FALSE,1
45,15,76,1.06052631578947,1.231675241741,1.40273037897414,20,0,FALSE,1
46,1,20,0.32,-0.0234875555259446,0.737882573775704,100,0,FALSE,1
46,2,14,0.571428571428571,0.623474540794521,1.07688869689077,100,0,FALSE,1
46,3,21,0.676190476190476,0.607823742877863,1.05539106048509,100,0,FALSE,1
46,4,13,0.815384615384615,1.11084112995964,1.33139727008584,100,0,FALSE,1
46,5,23,1.00869565217391,0.838656217510942,1.20667870440753,100,0,FALSE,1
46,6,28,1.25,1.3029478280242,1.40818686384635,100,0,FALSE,1
46,7,40,1.175,0.942906437317674,1.23727617238948,100,0,FALSE,1
46,8,30,1.18666666666667,1.07588387295207,1.31999631924283,100,0,FALSE,1
46,9,28,1.14285714285714,0.79251570938348,1.15372787542268,100,0,FALSE,1
46,10,26,0.984615384615385,1.23415183627861,1.39213617967029,100,0,FALSE,1
46,11,33,0.860606060606061,0.922996213771031,1.22127969941967,100,0,FALSE,1
46,12,19,0.842105263157895,0.740243386113474,1.13371918441561,100,0,FALSE,1
46,13,17,0.882352941176471,0.899271295458295,1.2193185101818,100,0,FALSE,1
46,14,21,1.38095238095238,1.42137369801295,1.48827042176218,100,0,FALSE,1
46,15,26,1.26923076923077,1.3033700893072,1.39810006002743,100,0,FALSE,1
47,1,20,0.32,0.398846371019625,0.930546910856364,20,0.0035,FALSE,1
47,2,13,-0.0769230769230769,-0.208447699289355,0.674543956325709,20,0.0035,FALSE,1
47,3,6,0.433333333333333,0.659852971700261,1.08567734761052,20,0.0035,FALSE,1
47,4,10,-0.38,-0.483281398467139,0.562136744929226,20,0.0035,FALSE,1
47,5,11,-0.490909090909091,-0.606409821519287,0.566792910319072,20,0.0035,FALSE,1
47,6,10,-0.32,-0.465081180260797,0.527656713632759,20,0.0035,FALSE,1
47,7,4,0.15,0.0675759335491857,0.798388268753715,20,0.0035,FALSE,1
48,1,20,0.32,0.453760629945088,0.965813225005671,100,0.0035,FALSE,1
48,2,33,0.127272727272727,-0.086792663571259,0.717071649627486,100,0.0035,FALSE,1
48,3,14,-0.1,-0.189644709085505,0.638210195040507,100,0.0035,FALSE,1
48,4,12,-0.15,-0.265514089666413,0.602379627365628,100,0.0035,FALSE,1
48,5,6,0.133333333333333,0.195236616613541,0.831171297882647,100,0.0035,FALSE,1
48,6,3,-0.0666666666666667,0.282426778531382,0.905858240038244,100,0.0035,FALSE,1
49,1,20,0.32,0.35316539422762,0.915125441724463,20,0,TRUE,1
49,2,9,-0.288888888888889,-0.743231545251515,0.437833933393338,20,0,TRUE,1
49,3,2,-0.5,-1.24245001276326,0.208863515825266,20,0,TRUE,1
49,4,1,0.4,0.501415318372186,0.969922563538876,20,0,TRUE,1
50,1,20,0.32,0.0742846276269766,0.780395423795529,100,0,TRUE,1
50,2,17,-0.0823529411764706,0.128511270803312,0.834303606444059,100,0,TRUE,1
50,3,14,0.142857142857143,0.366493487490498,0.91462873474402,100,0,TRUE,1
50,4,7,0.314285714285714,0.0747420539197108,0.78264468476774,100,0,TRUE,1
50,5,4,-0.1,-0.898863898978335,0.368981117453161,100,0,TRUE,1
51,1,20,0.32,0.338083929919349,0.900525013777308,20,0.0035,TRUE,1
51,2,13,-0.261538461538462,-0.467795393908003,0.536853557540333,20,0.0035,TRUE,1
51,3,7,-0.342857142857143,-0.674172255541595,0.418610622703216,20,0.0035,TRUE,1
51,4,1,0,-0.71548959119598,0.363293118523867,20,0.0035,TRUE,1
52,1,20,0.32,0.320456271498489,0.900559952767851,100,0.0035,TRUE,1
52,2,16,0.4875,0.558066296358756,1.03985021279957,100,0.0035,TRUE,1
52,3,9,0.666666666666667,0.563584894711149,1.02141539528666,100,0.0035,TRUE,1
52,4,6,0.7,0.967868841764851,1.24196454734787,100,0.0035,TRUE,1
52,5,8,0.55,0.678977608446802,1.0816142799185,100,0.0035,TRUE,1
52,6,7,0.485714285714286,0.66838796465912,1.081276841612,100,0.0035,TRUE,1
52,7,7,0.857142857142857,1.07676152645205,1.32452706589525,100,0.0035,TRUE,1
52,8,3,0.733333333333333,0.499655365297403,0.985313480971234,100,0.0035,TRUE,1
53,1,20,0.32,0.0369960213173512,0.731113443513668,20,0,FALSE,1
53,2,15,0.426666666666667,0.445024446001667,0.950080845790056,20,0,FALSE,1
53,3,11,0.345454545454545,0.413845125110777,0.942355769110514,20,0,FALSE,1
53,4,8,-6.93889390390723e-18,-0.0117007624773356,0.72323068828155,20,0,FALSE,1
53,5,2,0.8,0.645264933839134,1.06957520759104,20,0,FALSE,1
54,1,20,0.32,0.628214770703915,1.0616489973098,100,0,FALSE,1
54,2,14,0.228571428571429,-0.038293322651794,0.755911913629819,100,0,FALSE,1
54,3,14,0.285714285714286,0.454034819949929,0.957515463687938,100,0,FALSE,1
54,4,12,0.366666666666667,0.349337689988498,0.907394040038997,100,0,FALSE,1
54,5,13,0.507692307692308,0.588187774885324,1.05353104334914,100,0,FALSE,1
54,6,13,0.861538461538462,0.872661828493937,1.19705776836447,100,0,FALSE,1
54,7,20,0.8,0.875766665147117,1.2057860114551,100,0,FALSE,1
54,8,20,0.98,0.898660199624141,1.21540985347139,100,0,FALSE,1
54,9,16,1.1375,1.42098993609089,1.52991994410733,100,0,FALSE,1
54,10,12,0.9,0.619700563766785,1.03556942232379,100,0,FALSE,1
54,11,9,0.888888888888889,1.23521690575398,1.4098396345278,100,0,FALSE,1
54,12,12,0.916666666666667,1.0064080266433,1.28658598454062,100,0,FALSE,1
54,13,12,0.916666666666667,0.758003366661337,1.14479700128928,100,0,FALSE,1
54,14,20,0.95,1.04062556437115,1.29231550411295,100,0,FALSE,1
54,15,15,1.08,1.02038806319883,1.29591883002856,100,0,FALSE,1
55,1,20,0.32,0.169477561791449,0.830973691799132,20,0.0035,FALSE,1
55,2,11,0.127272727272727,0.0202911945738084,0.741792546560551,20,0.0035,FALSE,1
55,3,11,0.236363636363636,0.0535678476831827,0.767354596903598,20,0.0035,FALSE,1
55,4,13,0.0769230769230769,-0.219736114480095,0.614994892695476,20,0.0035,FALSE,1
55,5,8,-0.05,-0.42304079004437,0.527130101777335,20,0.0035,FALSE,1
55,6,4,0.15,-0.827549958970396,0.364202203523884,20,0.0035,FALSE,1
55,7,1,0.4,-1.06745602823811,0.253123343461562,20,0.0035,FALSE,1
56,1,20,0.32,0.249663811696825,0.860345403568082,100,0.0035,FALSE,1
56,2,9,-0.0888888888888889,-0.149648426177711,0.630731034207521,100,0.0035,FALSE,1
56,3,6,0.133333333333333,0.108879002721564,0.778726605383324,100,0.0035,FALSE,1
56,4,3,0.2,-0.133162770676284,0.897105528184388,100,0.0035,FALSE,1
57,1,20,0.32,0.409413169973143,0.953754698220871,20,0,TRUE,1
57,2,23,-0.0782608695652174,-0.0838294344330365,0.723549495332985,20,0,TRUE,1
57,3,26,0.00769230769230771,-0.0419299506297791,0.752696659102553,20,0,TRUE,1
57,4,24,0.1,0.0200059323958791,0.769354651165805,20,0,TRUE,1
57,5,9,-0.422222222222222,-0.30327048861958,0.603351355078282,20,0,TRUE,1
57,6,3,0.133333333333333,0.0404955627378539,0.743346092366683,20,0,TRUE,1
57,7,2,0,0.500275456258373,0.995829120310291,20,0,TRUE,1
57,8,6,0.166666666666667,0.370943883681536,0.973280715488865,20,0,TRUE,1
57,9,11,-0.109090909090909,-0.119407314770197,0.669853171478474,20,0,TRUE,1
57,10,16,0.2125,0.149025774209756,0.791940486471508,20,0,TRUE,1
57,11,12,0.166666666666667,0.145236960133443,0.84012938356219,20,0,TRUE,1
57,12,16,-0.05,-0.383890332744372,0.587503341091061,20,0,TRUE,1
57,13,9,-0.0222222222222222,-0.149913169819091,0.701353610102748,20,0,TRUE,1
57,14,7,-0.314285714285714,-0.333752256587119,0.571098490091889,20,0,TRUE,1
57,15,4,0.2,-0.0364404679289081,0.70040861577373,20,0,TRUE,1
58,1,20,0.32,0.373789501626016,0.932451924621558,100,0,TRUE,1
58,2,19,-0.157894736842105,-0.263321180387673,0.658763636343286,100,0,TRUE,1
58,3,23,0.147826086956522,0.159361098021576,0.826098391075653,100,0,TRUE,1
58,4,16,0.35,0.0679710358678875,0.792592817935508,100,0,TRUE,1
58,5,6,-0.466666666666667,-0.0520920122465428,0.724144621204869,100,0,TRUE,1
58,6,5,-0.56,-0.229013907892098,0.650887226194184,100,0,TRUE,1
58,7,5,0.36,0.630778921567208,1.07929466929341,100,0,TRUE,1
58,8,7,-0.0285714285714285,-0.203036593914192,0.702178703170058,100,0,TRUE,1
58,9,4,0.3,0.24462816341884,0.826282318102637,100,0,TRUE,1
58,10,4,-0.45,-1.06913950402795,0.399095336583362,100,0,TRUE,1
58,11,3,-0.666666666666667,-1.00231449793335,0.277208603218392,100,0,TRUE,1
59,1,20,0.32,0.199141141204633,0.825198789953273,20,0.0035,TRUE,1
59,2,8,0.175,0.307349033101826,0.96200576450513,20,0.0035,TRUE,1
59,3,2,0,-1.01849249111994,0.338786034096366,20,0.0035,TRUE,1
59,4,2,-0.1,-0.629248889174967,0.410081097188255,20,0.0035,TRUE,1
60,1,20,0.32,0.467405190031945,0.973195265409876,100,0.0035,TRUE,1
60,2,16,-0.0375,-0.144692464321547,0.665279348124557,100,0.0035,TRUE,1
60,3,10,0.32,0.483559919173124,0.96816672561377,100,0.0035,TRUE,1
60,4,9,0.288888888888889,0.36336633403277,0.911845595073476,100,0.0035,TRUE,1
60,5,1,0.2,0.131669486193951,0.75196891812236,100,0.0035,TRUE,1
61,1,20,0.32,0.636199173231314,1.06022391916132,20,0,FALSE,1
61,2,26,0.507692307692308,0.446466379064489,0.960593965099892,20,0,FALSE,1
61,3,23,0.382608695652174,0.140256674197858,0.839266216434376,20,0,FALSE,1
61,4,21,0.352380952380952,0.415533573459511,0.953200706924476,20,0,FALSE,1
61,5,16,0.3625,0.153625677571559,0.854741090239812,20,0,FALSE,1
61,6,13,0.292307692307692,0.130221533754861,0.820748357367609,20,0,FALSE,1
61,7,9,0.422222222222222,0.382507149796774,0.91975252998445,20,0,FALSE,1
61,8,11,0.236363636363636,0.423738750256504,0.954636967076914,20,0,FALSE,1
61,9,13,0.261538461538462,0.19562035130508,0.839434827409378,20,0,FALSE,1
61,10,12,0.25,-0.272776261255211,0.61548999243459,20,0,FALSE,1
61,11,10,0.24,0.38475914803724,0.926599964375738,20,0,FALSE,1
61,12,9,0.0444444444444445,-0.0453878850077923,0.711220086435353,20,0,FALSE,1
61,13,6,-0.1,0.29293608713036,0.892640829878916,20,0,FALSE,1
61,14,10,0.02,-0.321409805859283,0.576318101920244,20,0,FALSE,1
61,15,1,0.6,0.515554147737776,0.978664689931394,20,0,FALSE,1
62,1,20,0.32,0.280612493657436,0.89567733852312,100,0,FALSE,1
62,2,17,0.176470588235294,0.424247908263166,0.932515892926439,100,0,FALSE,1
62,3,27,0.37037037037037,0.1843271287255,0.824024660361079,100,0,FALSE,1
62,4,19,0.6,0.599066799935997,1.05394181541476,100,0,FALSE,1
62,5,12,0.6,0.995085318694046,1.2926859131518,100,0,FALSE,1
62,6,12,0.716666666666667,0.580551194015661,1.03838467010232,100,0,FALSE,1
62,7,11,0.581818181818182,0.534142574402246,1.00853731534289,100,0,FALSE,1
62,8,8,0.3,0.0683338654707913,0.765946937012453,100,0,FALSE,1
62,9,8,0.425,0.44938084508237,0.971973850737241,100,0,FALSE,1
62,10,4,0.85,1.27679401972691,1.35150637974281,100,0,FALSE,1
62,11,7,0.857142857142857,0.54722747397921,1.03416129851204,100,0,FALSE,1
62,12,14,0.971428571428571,0.820040330065964,1.15407133452263,100,0,FALSE,1
62,13,15,1.14666666666667,1.20705710449126,1.36212877791391,100,0,FALSE,1
62,14,12,1.15,1.12114303509918,1.33716118495865,100,0,FALSE,1
62,15,20,1.08,1.07104649904836,1.30174913705268,100,0,FALSE,1
63,1,20,0.32,0.429491838837703,0.946406378316029,20,0.0035,FALSE,1
63,2,21,0.438095238095238,0.107778455876813,0.798722418125112,20,0.0035,FALSE,1
63,3,14,0.514285714285714,0.364462173401115,0.936437342035249,20,0.0035,FALSE,1
63,4,17,0.729411764705882,0.621591794582431,1.08235106424072,20,0.0035,FALSE,1
63,5,16,0.6625,0.652215845635806,1.06765486237212,20,0.0035,FALSE,1
63,6,24,0.591666666666667,0.768905408449451,1.1253898935449,20,0.0035,FALSE,1
63,7,20,0.57,0.77862608865562,1.13907722442252,20,0.0035,FALSE,1
63,8,15,0.48,0.405852475371827,0.936958973946683,20,0.0035,FALSE,1
63,9,4,0.5,0.446593666014334,0.941101182058018,20,0.0035,FALSE,1
63,10,3,0.533333333333333,0.26224632688636,0.833427065358432,20,0.0035,FALSE,1
63,11,1,0.4,-0.044381558814824,0.657243600746878,20,0.0035,FALSE,1
64,1,20,0.32,0.235993227078446,0.848304649555267,100,0.0035,FALSE,1
64,2,19,0.221052631578947,0.0381928202413809,0.743932567697374,100,0.0035,FALSE,1
64,3,6,0.3,0.400334550207735,0.944269505240534,100,0.0035,FALSE,1
64,4,6,0.366666666666667,-0.233365015696905,0.580553522629371,100,0.0035,FALSE,1
64,5,2,0.4,0.580866559607132,1.02007437318579,100,0.0035,FALSE,1
65,1,20,0.32,0.309805642265228,0.88640381029019,20,0,TRUE,1
65,2,15,-0.293333333333333,-0.110332389669243,0.689793338223923,20,0,TRUE,1
65,3,19,0.0736842105263158,0.530609571254463,1.06085249748413,20,0,TRUE,1
65,4,16,0.0625,0.0527187064292268,0.798544920537677,20,0,TRUE,1
65,5,15,0.08,-0.285258681655281,0.603595186700734,20,0,TRUE,1
65,6,5,-1.11239142897013e-17,-0.347682304109653,0.624605036016021,20,0,TRUE,1
65,7,3,-0.333333333333333,-0.140240476623331,0.610097836913373,20,0,TRUE,1
66,1,20,0.32,0.527490230971357,0.992235644238523,100,0,TRUE,1
66,2,14,0.228571428571429,0.260570386120122,0.882849798595007,100,0,TRUE,1
66,3,7,0.142857142857143,-0.0644383767893433,0.709193400640141,100,0,TRUE,1
66,4,8,0.075,0.468268859077547,1.01373854680479,100,0,TRUE,1
66,5,11,0.0909090909090909,0.0122127007156146,0.734759689780186,100,0,TRUE,1
66,6,4,0.25,0.104170027238479,0.801630569291305,100,0,TRUE,1
66,7,6,-0.0666666666666667,-0.357965863123309,0.522528113273446,100,0,TRUE,1
66,8,2,0.6,0.796498753032456,1.15793397677578,100,0,TRUE,1
66,9,1,1,1.22475755452989,1.42859572457519,100,0,TRUE,1
67,1,20,0.32,0.296781766283006,0.873349067634791,20,0.0035,TRUE,1
67,2,16,-0.15,-0.0950537288141916,0.703881198591758,20,0.0035,TRUE,1
67,3,12,4.62668218744682e-18,-0.0655905866694737,0.740905165803794,20,0.0035,TRUE,1
67,4,10,-0.2,-0.270488913581963,0.593633530377194,20,0.0035,TRUE,1
67,5,4,0.35,-0.243946123158842,0.604292297677421,20,0.0035,TRUE,1
67,6,5,1.11022302462516e-17,-0.247322309405472,0.699799740541785,20,0.0035,TRUE,1
67,7,1,0,-0.420373421053815,0.478877525844565,20,0.0035,TRUE,1
68,1,20,0.32,0.33769088469936,0.919119904365856,100,0.0035,TRUE,1
68,2,15,-0.12,-0.00342077449738939,0.752357674195882,100,0.0035,TRUE,1
68,3,7,-0.114285714285714,-0.301446921885628,0.602055020136063,100,0.0035,TRUE,1
68,4,3,-0.733333333333333,-0.647297829690255,0.394658268248259,100,0.0035,TRUE,1
68,5,2,-0.7,-0.635622741781225,0.627280936739733,100,0.0035,TRUE,1
69,1,20,0.32,0.193831122128245,0.827120194622481,20,0,FALSE,1
69,2,14,0.0857142857142857,0.16787404786361,0.840496500059325,20,0,FALSE,1
69,3,19,-0.0105263157894737,-0.0201156075092427,0.744480916267304,20,0,FALSE,1
69,4,21,-0.00952380952380953,0.219935728341968,0.841400851713299,20,0,FALSE,1
69,5,9,0.311111111111111,0.497927377104342,1.02197186603528,20,0,FALSE,1
69,6,1,0.2,0.636982144993131,1.05463035570556,20,0,FALSE,1
70,1,20,0.32,0.335194255568939,0.905153252066671,100,0,FALSE,1
70,2,16,0.125,0.121172493688421,0.803924735682897,100,0,FALSE,1
70,3,12,0.0666666666666667,-0.225129273317602,0.594113587090466,100,0,FALSE,1
70,4,5,0.6,0.160010091791682,0.854285888195605,100,0,FALSE,1
70,5,6,0.7,0.38313820511119,0.956244739405227,100,0,FALSE,1
70,6,2,0.9,0.966489109534752,1.26487394622134,100,0,FALSE,1
70,7,1,1.4,1.22764299424063,1.43038446116955,100,0,FALSE,1
71,1,20,0.32,0.293444949526089,0.875574080968533,20,0.0035,FALSE,1
71,2,18,0.444444444444444,0.56664002239758,1.0346318339437,20,0.0035,FALSE,1
71,3,28,0.521428571428571,0.516507095733861,1.00918363136155,20,0.0035,FALSE,1
71,4,22,0.709090909090909,0.449372728287401,0.960024062547326,20,0.0035,FALSE,1
71,5,13,0.692307692307692,0.342218979355899,0.912083307554155,20,0.0035,FALSE,1
71,6,5,0.88,0.724717366380317,1.14624476278688,20,0.0035,FALSE,1
71,7,4,0.85,1.24826697370858,1.38901020075474,20,0.0035,FALSE,1
71,8,8,0.7,1.00311283295003,1.27320065767148,20,0.0035,FALSE,1
71,9,8,0.525,0.422112988725172,0.947731231149243,20,0.0035,FALSE,1
71,10,7,0.514285714285714,0.429324953913405,0.960402075827017,20,0.0035,FALSE,1
71,11,3,0.733333333333333,0.998415198389714,1.28384045549109,20,0.0035,FALSE,1
72,1,20,0.32,0.373504418802957,0.939711848038141,100,0.0035,FALSE,1
72,2,20,0.3,0.402628253201915,0.927735807060312,100,0.0035,FALSE,1
72,3,21,0.504761904761905,0.423387261085535,0.93951573213487,100,0.0035,FALSE,1
72,4,7,0.6,0.544518721886184,1.01703187975839,100,0.0035,FALSE,1
72,5,3,0.533333333333333,0.684915989191341,1.086705582832,100,0.0035,FALSE,1
72,6,4,0.65,0.51899647871227,0.981898890107346,100,0.0035,FALSE,1
72,7,2,0.9,0.393976610872881,0.907569379369659,100,0.0035,FALSE,1
73,1,20,0.32,0.200457134710419,0.809384855528801,20,0,TRUE,1
73,2,19,0.442105263157895,0.535594224653026,1.0163690730824,20,0,TRUE,1
73,3,23,0.321739130434783,0.202898239720054,0.828714226618498,20,0,TRUE,1
73,4,20,0.26,0.207394991610105,0.830174059117475,20,0,TRUE,1
73,5,9,0.222222222222222,0.182994043548462,0.839213983633774,20,0,TRUE,1
73,6,10,0.18,0.17720594659999,0.867887599111432,20,0,TRUE,1
73,7,14,0.242857142857143,0.386372845663964,0.937883470681552,20,0,TRUE,1
73,8,10,0.1,-0.0901185181713053,0.657718578230778,20,0,TRUE,1
73,9,4,0.15,-0.572240494887675,0.471335131023214,20,0,TRUE,1
73,10,1,0.2,1.60757695481962,1.65259116849027,20,0,TRUE,1
74,1,20,0.32,0.18024928883275,0.825317009952813,100,0,TRUE,1
74,2,11,0.236363636363636,0.604152137117762,1.0536625304099,100,0,TRUE,1
74,3,6,-0.6,-0.741228349288683,0.489344528777271,100,0,TRUE,1
74,4,2,-0.8,-0.0155610901622594,0.715011342092107,100,0,TRUE,1
74,5,1,-0.6,-1.08087856126571,0.249487928798022,100,0,TRUE,1
75,1,20,0.32,0.318362367771313,0.910033548393068,20,0.0035,TRUE,1
75,2,13,-0.2,-0.131458410315649,0.731320055038466,20,0.0035,TRUE,1
75,3,12,0.0833333333333333,0.0499947870090912,0.798028197202957,20,0.0035,TRUE,1
75,4,22,0.1,0.0264284659066305,0.778953877899073,20,0.0035,TRUE,1
75,5,35,-0.125714285714286,-0.106254232835258,0.707254700008921,20,0.0035,TRUE,1
75,6,30,0.186666666666667,0.108494510081957,0.803805831182468,20,0.0035,TRUE,1
75,7,20,0.07,0.0320051710696331,0.762208632108509,20,0.0035,TRUE,1
75,8,12,0.15,0.274335361255447,0.869908894784189,20,0.0035,TRUE,1
75,9,17,0.0235294117647059,-0.0397130193493009,0.711442030426373,20,0.0035,TRUE,1
75,10,14,-0.228571428571429,-0.551202591804888,0.523852928088153,20,0.0035,TRUE,1
75,11,8,0.025,-0.3894326603173,0.571233877113583,20,0.0035,TRUE,1
75,12,8,0.15,-0.0638042655684321,0.689479876094697,20,0.0035,TRUE,1
75,13,3,0.466666666666667,0.435471396057644,1.01463680765807,20,0.0035,TRUE,1
76,1,20,0.32,0.485222830130052,0.999577491543365,100,0.0035,TRUE,1
76,2,19,0.315789473684211,0.292993309749316,0.931503108007955,100,0.0035,TRUE,1
76,3,19,-0.126315789473684,-0.144928406172113,0.712594840772728,100,0.0035,TRUE,1
76,4,11,-0.363636363636364,-0.875784772485873,0.367632170392913,100,0.0035,TRUE,1
76,5,3,-0.4,0.289853946441096,0.926366887679127,100,0.0035,TRUE,1
76,6,5,0.2,0.60880868438946,1.02915711137784,100,0.0035,TRUE,1
76,7,7,-0.228571428571429,-0.311420775503015,0.627306259413743,100,0.0035,TRUE,1
76,8,5,-0.08,-0.459324343615688,0.547634092478086,100,0.0035,TRUE,1
76,9,1,1,1.25099330463112,1.44481846440954,100,0.0035,TRUE,1
77,1,20,0.32,0.330861670547698,0.887078452988343,20,0,FALSE,1
77,2,22,0.163636363636364,0.173618208232828,0.858228966930399,20,0,FALSE,1
77,3,8,0.1,0.262398871308846,0.857950837578253,20,0,FALSE,1
77,4,4,1.38777878078145e-17,0.0627855561363192,0.758715407046661,20,0,FALSE,1
77,5,1,0.2,-0.449216194871527,0.466623465893171,20,0,FALSE,1
78,1,20,0.32,0.272975348595663,0.87191792023733,100,0,FALSE,1
78,2,14,0.528571428571429,0.446928363661327,0.977824334398978,100,0,FALSE,1
78,3,15,0.8,1.03445179620172,1.29001950799776,100,0,FALSE,1
78,4,20,1.08,1.36279348993822,1.45285286625491,100,0,FALSE,1
78,5,32,1.01875,1.20684836366538,1.36064204776541,100,0,FALSE,1
78,6,50,0.92,0.869769168967981,1.20021570198787,100,0,FALSE,1
78,7,53,0.860377358490566,0.823040227017008,1.17754672518287,100,0,FALSE,1
78,8,69,0.939130434782609,0.853823727541523,1.17301819273794,100,0,FALSE,1
78,9,98,0.928571428571429,0.93120277634112,1.23697648415313,100,0,FALSE,1
78,10,142,0.929577464788732,0.910656733631497,1.221637141139,100,0,FALSE,1
78,11,162,0.975308641975309,0.898294491285028,1.20571440198385,100,0,FALSE,1
78,12,202,1.07524752475248,1.04854325735378,1.30133315208885,100,0,FALSE,1
78,13,261,1.11187739463602,1.17188845163533,1.36002821281156,100,0,FALSE,1
78,14,341,1.20351906158358,1.19207233895788,1.34691572455027,100,0,FALSE,1
78,15,492,1.23983739837398,1.19535991190091,1.36747907805351,100,0,FALSE,1
79,1,20,0.32,0.126068484401508,0.825226646717917,20,0.0035,FALSE,1
79,2,16,0.175,0.148074871630235,0.828480090968892,20,0.0035,FALSE,1
79,3,11,0.345454545454545,0.234329691320103,0.845961680743901,20,0.0035,FALSE,1
79,4,6,0.333333333333333,0.134651896157196,0.785791239593382,20,0.0035,FALSE,1
79,5,5,0.56,0.430768132243368,0.952106581471483,20,0.0035,FALSE,1
79,6,2,0.8,1.00857690421567,1.29176730500768,20,0.0035,FALSE,1
80,1,20,0.32,0.246737535600906,0.868206304276397,100,0.0035,FALSE,1
80,2,10,0.44,0.196874684617569,0.855608893375466,100,0.0035,FALSE,1
80,3,6,0.333333333333333,0.032693862859044,0.746270802298102,100,0.0035,FALSE,1
80,4,10,0.16,0.419711929242444,0.938452857203441,100,0.0035,FALSE,1
80,5,7,0.114285714285714,0.14883027054029,0.787563850236923,100,0.0035,FALSE,1
80,6,3,0.733333333333333,0.574382506815142,1.0395013213439,100,0.0035,FALSE,1
81,1,20,0.32,0.431533847418965,0.962908716231272,20,0,TRUE,1
81,2,12,0.4,0.212403341611699,0.832461867527112,20,0,TRUE,1
81,3,6,0.366666666666667,-0.262926058514128,0.601675629089247,20,0,TRUE,1
81,4,1,0,-0.99211181549234,0.27427851254707,20,0,TRUE,1
82,1,20,0.32,0.460095003078233,0.975947804070134,100,0,TRUE,1
82,2,26,0.507692307692308,0.69491618336462,1.1093942983961,100,0,TRUE,1
82,3,30,0.633333333333333,0.623851094581761,1.08893945795989,100,0,TRUE,1
82,4,31,0.683870967741935,1.01658373861423,1.27591079412362,100,0,TRUE,1
82,5,30,0.76,0.747911261530363,1.12606530483391,100,0,TRUE,1
82,6,40,0.71,0.730841680556044,1.12255760101329,100,0,TRUE,1
82,7,50,0.628,0.71151160012967,1.12061393425447,100,0,TRUE,1
82,8,43,0.734883720930233,0.542560661860342,1.00880364301563,100,0,TRUE,1
82,9,48,0.704166666666667,0.612892358838549,1.04558114458915,100,0,TRUE,1
82,10,45,0.795555555555556,0.803013614898871,1.17050471127477,100,0,TRUE,1
82,11,46,0.856521739130435,0.803790018487733,1.16004452963069,100,0,TRUE,1
82,12,26,0.984615384615385,1.199836044907,1.32422228389084,100,0,TRUE,1
82,13,27,1.02222222222222,1.14268096727894,1.31547160233406,100,0,TRUE,1
82,14,27,1,1.07701056553385,1.32655353799382,100,0,TRUE,1
82,15,35,1.19428571428571,1.27438347683752,1.42333301792991,100,0,TRUE,1
83,1,20,0.32,0.107611650080504,0.806957994257311,20,0.0035,TRUE,1
83,2,16,0.1875,0.181572519979988,0.824608799145833,20,0.0035,TRUE,1
