"trial","gen","n","g","z","w","n.pop0","alpha","evolve","design"
7,8,3,0.133333333333333,0.937928270265875,1.24675564987568,20,0.0035,FALSE,1
7,9,2,0.3,0.910448004514955,1.22925281026743,20,0.0035,FALSE,1
7,10,1,0.2,0.856983432609767,1.19496503216684,20,0.0035,FALSE,1
8,1,20,0.32,0.126684458475338,0.815807824606564,100,0.0035,FALSE,1
8,2,16,0.375,0.287357635354261,0.880004423465649,100,0.0035,FALSE,1
8,3,16,0.525,0.753358350494052,1.1448758988592,100,0.0035,FALSE,1
8,4,35,0.702857142857143,0.92792271893363,1.23815104075648,100,0.0035,FALSE,1
8,5,38,0.457894736842105,0.418583023010031,0.951017496127391,100,0.0035,FALSE,1
8,6,50,0.36,0.254054945751101,0.861001488916283,100,0.0035,FALSE,1
8,7,32,0.44375,0.550354920145252,1.02838566644293,100,0.0035,FALSE,1
8,8,29,0.351724137931034,0.368461802636179,0.924448227708488,100,0.0035,FALSE,1
8,9,21,0.428571428571429,0.153401083323695,0.801026032574181,100,0.0035,FALSE,1
8,10,10,0.6,0.456503441844181,0.951236903602271,100,0.0035,FALSE,1
8,11,8,0.7,0.576969385250778,1.05704397553655,100,0.0035,FALSE,1
8,12,18,0.777777777777778,0.626248854696099,1.07956386872951,100,0.0035,FALSE,1
8,13,10,0.74,0.500773648343123,0.99013448342259,100,0.0035,FALSE,1
8,14,11,0.836363636363636,1.08397941590981,1.34376742332768,100,0.0035,FALSE,1
8,15,10,0.9,0.862790413873081,1.19919053960775,100,0.0035,FALSE,1
9,1,20,0.32,0.368250301170924,0.976274481437744,20,0,TRUE,1
9,2,21,0.371428571428571,0.411931937104794,0.963496112790692,20,0,TRUE,1
