"trial","gen","n","g","z","w","n.pop0","alpha","evolve","block","rep","design"
178,6,118,0.611864406779661,0.717081738604611,1.11523093136016,100,0,TRUE,4,5,2
178,7,123,0.777235772357724,0.848443579655464,1.19344257555805,100,0,TRUE,4,5,2
178,8,156,0.81025641025641,0.898871871745771,1.2175647836398,100,0,TRUE,4,5,2
178,9,153,0.784313725490196,0.82991107484907,1.17790878543465,100,0,TRUE,4,5,2
178,10,181,0.786740331491713,0.75828742488624,1.13557251701112,100,0,TRUE,4,5,2
178,11,201,0.728358208955224,0.657076803770138,1.08662210535939,100,0,TRUE,4,5,2
178,12,210,0.732380952380952,0.718282842716281,1.11072897741482,100,0,TRUE,4,5,2
178,13,205,0.859512195121951,0.890677549533344,1.21007992269901,100,0,TRUE,4,5,2
178,14,248,0.929838709677419,0.937673414556977,1.22300117490417,100,0,TRUE,4,5,2
178,15,322,0.970807453416149,0.943598101322982,1.23894071768991,100,0,TRUE,4,5,2
179,1,20,0.42,0.128659535621352,0.79025758551607,20,0.0035,TRUE,4,5,2
179,2,15,0.44,0.504232396629117,1.00168774128688,20,0.0035,TRUE,4,5,2
179,3,21,0.523809523809524,0.674044800336385,1.07679805505185,20,0.0035,TRUE,4,5,2
179,4,26,0.576923076923077,0.481359534006094,0.970775350654327,20,0.0035,TRUE,4,5,2
179,5,3,1.8508234586138e-17,0.169668261575024,0.779370740562044,20,0.0035,TRUE,4,5,2
179,6,7,-0.228571428571429,-0.374950551570572,0.541181531982308,20,0.0035,TRUE,4,5,2
179,7,1,-0.4,0.313594181585963,0.856376276693256,20,0.0035,TRUE,4,5,2
180,1,100,0.042,0.0138904186464779,0.753223567918256,100,0.0035,TRUE,4,5,2
180,2,67,0.0985074626865672,0.239562552881746,0.879910960808808,100,0.0035,TRUE,4,5,2
180,3,49,0.293877551020408,0.255164314229681,0.880434047786383,100,0.0035,TRUE,4,5,2
180,4,56,0.296428571428571,0.341431144904302,0.912508479745384,100,0.0035,TRUE,4,5,2
180,5,57,0.340350877192982,0.237547819886448,0.875212536490258,100,0.0035,TRUE,4,5,2
180,6,41,0.482926829268293,0.474637413019602,0.97136140492644,100,0.0035,TRUE,4,5,2
180,7,37,0.464864864864865,0.436794694199589,0.960298880019858,100,0.0035,TRUE,4,5,2
180,8,29,0.406896551724138,0.403167635880179,0.945140966989333,100,0.0035,TRUE,4,5,2
180,9,23,0.547826086956522,0.381163323707108,0.941651589569676,100,0.0035,TRUE,4,5,2
180,10,25,0.544,0.50367398147559,0.985657770308374,100,0.0035,TRUE,4,5,2
180,11,38,0.652631578947368,0.725913431831253,1.12157869058405,100,0.0035,TRUE,4,5,2
180,12,28,0.835714285714286,1.10571403920217,1.32845326919484,100,0.0035,TRUE,4,5,2
180,13,30,0.82,0.892895602754599,1.21183087246418,100,0.0035,TRUE,4,5,2
180,14,43,0.730232558139535,0.872951991579082,1.20348081542997,100,0.0035,TRUE,4,5,2
180,15,41,0.824390243902439,1.03132529202753,1.27183823143924,100,0.0035,TRUE,4,5,2
181,1,20,-0.2,-0.0921333345864657,0.70580415110082,20,0,FALSE,4,5,2
181,2,14,0.385714285714286,0.560887577502474,1.05628223892629,20,0,FALSE,4,5,2
181,3,12,-0.05,-0.275297298259772,0.610500450663977,20,0,FALSE,4,5,2
181,4,4,-0.25,-0.204108586467127,0.692728107126408,20,0,FALSE,4,5,2
181,5,2,-1,-1.64994943025812,0.18395303941554,20,0,FALSE,4,5,2
182,1,100,0.178,0.175083506157106,0.842420848547272,100,0,FALSE,4,5,2
182,2,84,-0.0595238095238095,-0.137402740076614,0.694071317909588,100,0,FALSE,4,5,2
182,3,57,0.0631578947368421,0.0807618358622415,0.811182482839613,100,0,FALSE,4,5,2
182,4,25,-0.192,-0.0249712915876645,0.739107392808757,100,0,FALSE,4,5,2
182,5,14,1.58816257516046e-17,0.197695178918897,0.865639424067227,100,0,FALSE,4,5,2
182,6,3,0.133333333333333,0.210219497814028,0.98872965809267,100,0,FALSE,4,5,2
183,1,20,-0.04,-0.127435210398295,0.676399319240162,20,0.0035,FALSE,4,5,2
183,2,10,0.2,-0.240797273847041,0.595930907858797,20,0.0035,FALSE,4,5,2
183,3,7,0.2,-0.0850358248652041,0.685655967206433,20,0.0035,FALSE,4,5,2
183,4,5,0.4,0.562552302990173,1.03496825285051,20,0.0035,FALSE,4,5,2
183,5,5,-0.04,0.497431314501017,0.996247665426627,20,0.0035,FALSE,4,5,2
183,6,3,0.333333333333333,-0.13471896190604,0.651375856073107,20,0.0035,FALSE,4,5,2
183,7,2,-0.5,-1.21347111584976,0.451673674814112,20,0.0035,FALSE,4,5,2
184,1,100,0.022,-0.0710419601070485,0.705466292851833,100,0.0035,FALSE,4,5,2
184,2,45,-0.0133333333333333,-0.0405139397837292,0.752317322377335,100,0.0035,FALSE,4,5,2
184,3,29,-0.00689655172413794,-0.177795582365928,0.694166755995057,100,0.0035,FALSE,4,5,2
184,4,12,0.483333333333333,0.588640082600364,1.03120075722251,100,0.0035,FALSE,4,5,2
184,5,16,-0.1125,-0.0273364876641035,0.724325588849296,100,0.0035,FALSE,4,5,2
184,6,13,-0.0461538461538461,-0.171868524710211,0.650339105069239,100,0.0035,FALSE,4,5,2
184,7,6,-0.3,-0.0702220798330555,0.704064086739589,100,0.0035,FALSE,4,5,2
184,8,5,-0.2,-0.0229810076754353,0.741100637000675,100,0.0035,FALSE,4,5,2
184,9,4,0.1,-0.340911131408989,0.644536814094692,100,0.0035,FALSE,4,5,2
184,10,4,-0.15,-0.152333991473512,0.658899393630048,100,0.0035,FALSE,4,5,2
184,11,4,0.15,0.794376056694995,1.17583372194766,100,0.0035,FALSE,4,5,2
185,1,20,-0.05,-0.146864315135756,0.732452578394763,20,0,TRUE,4,6,2
185,2,17,0.152941176470588,0.0980414222181911,0.761435172391505,20,0,TRUE,4,6,2
185,3,22,0.0545454545454545,0.0124360660623484,0.772063448350026,20,0,TRUE,4,6,2
185,4,30,0.106666666666667,0.218361520963145,0.846627454166051,20,0,TRUE,4,6,2
185,5,30,0.226666666666667,0.438722162542417,0.963698306088435,20,0,TRUE,4,6,2
185,6,49,0.240816326530612,0.289675427998442,0.880629090195458,20,0,TRUE,4,6,2
185,7,40,0.295,0.0951105006533879,0.774933877550356,20,0,TRUE,4,6,2
185,8,26,0.576923076923077,0.668768125183615,1.08262232498545,20,0,TRUE,4,6,2
185,9,20,0.69,0.856568316226703,1.20853698177724,20,0,TRUE,4,6,2
185,10,22,1.18181818181818,1.04491130667108,1.31563423326401,20,0,TRUE,4,6,2
185,11,32,0.9375,0.939064627266304,1.23742718073061,20,0,TRUE,4,6,2
185,12,22,1.14545454545455,1.15981989804303,1.36589951068346,20,0,TRUE,4,6,2
185,13,27,1.02962962962963,1.00336773855923,1.26364887254365,20,0,TRUE,4,6,2
185,14,30,1.22666666666667,0.975758738471021,1.25389102214562,20,0,TRUE,4,6,2
185,15,38,1.17368421052632,1.28413431219431,1.42697548898682,20,0,TRUE,4,6,2
186,1,100,0.092,0.0662593133885561,0.773687063888866,100,0,TRUE,4,6,2
186,2,63,0.0857142857142857,-0.0424421343090349,0.726873876784174,100,0,TRUE,4,6,2
186,3,49,0.0897959183673469,-0.114259223768676,0.70549333747226,100,0,TRUE,4,6,2
186,4,42,0.147619047619048,0.0326627713361126,0.770527689359617,100,0,TRUE,4,6,2
186,5,30,0.453333333333333,0.590676526404071,1.03357645011469,100,0,TRUE,4,6,2
186,6,41,0.517073170731707,0.550031362535482,1.02682043189349,100,0,TRUE,4,6,2
186,7,49,0.379591836734694,0.425512554047235,0.939654768761308,100,0,TRUE,4,6,2
186,8,49,0.53469387755102,0.671564652762865,1.08539185195787,100,0,TRUE,4,6,2
186,9,38,0.689473684210526,0.622756085287512,1.06552550990438,100,0,TRUE,4,6,2
