"trial","gen","n","g","z","w","n.pop0","alpha","evolve","sourcepop","block","rep","design"
152,3,37,-0.0486486486486487,-0.00695169364374545,0.769604693568871,100,0.0035,FALSE,76,4,1,3
152,4,20,8.33615945369792e-18,-0.0403818931232858,0.831858621283779,100,0.0035,FALSE,76,4,1,3
152,5,20,-0.2,-0.142600345857724,0.720301376454734,100,0.0035,FALSE,76,4,1,3
152,6,17,-0.117647058823529,0.109697721480714,0.841051424633511,100,0.0035,FALSE,76,4,1,3
152,7,27,-0.0814814814814815,-0.0883563669179821,0.710923833164319,100,0.0035,FALSE,76,4,1,3
152,8,22,0.127272727272727,0.17084449867004,0.819334351528333,100,0.0035,FALSE,76,4,1,3
152,9,25,-0.08,-0.0344287530613811,0.793725244103028,100,0.0035,FALSE,76,4,1,3
152,10,16,0.0125,-0.0997879284006125,0.702938078944675,100,0.0035,FALSE,76,4,1,3
152,11,14,-0.0428571428571429,0.247728310324574,0.85914543027334,100,0.0035,FALSE,76,4,1,3
152,12,14,0.0142857142857143,-0.260984499602511,0.645945813707447,100,0.0035,FALSE,76,4,1,3
152,13,5,1.12,0.36943500835688,0.957674298000284,100,0.0035,FALSE,76,4,1,3
152,14,6,0.833333333333333,1.02115999876582,1.24525637061949,100,0.0035,FALSE,76,4,1,3
152,15,6,0.266666666666667,0.0358567995200955,0.774062117144488,100,0.0035,FALSE,76,4,1,3
153,1,20,0.74,0.606065580363074,1.04450463985868,20,0,TRUE,77,4,2,3
153,2,28,0.75,0.849065102280426,1.18740061037039,20,0,TRUE,77,4,2,3
153,3,19,0.747368421052632,0.741617353923618,1.13034373082076,20,0,TRUE,77,4,2,3
153,4,28,0.771428571428571,0.88775813208135,1.21788081178746,20,0,TRUE,77,4,2,3
153,5,25,0.784,0.888235255180313,1.20400107324008,20,0,TRUE,77,4,2,3
153,6,13,0.723076923076923,0.610252956381937,1.06108465523182,20,0,TRUE,77,4,2,3
153,7,9,0.622222222222222,0.75101620517064,1.1324450144444,20,0,TRUE,77,4,2,3
153,8,8,0.6,0.728367542371751,1.0847956822087,20,0,TRUE,77,4,2,3
153,9,6,0.8,0.833069703518781,1.20123990261144,20,0,TRUE,77,4,2,3
153,10,2,1,0.364972662184555,0.902105784581398,20,0,TRUE,77,4,2,3
154,1,100,0.72,0.648076842799987,1.07039265918554,100,0,TRUE,77,4,2,3
154,2,104,0.757692307692308,0.813854932669121,1.15647849054915,100,0,TRUE,77,4,2,3
154,3,104,0.875,0.851127746089915,1.1842100156693,100,0,TRUE,77,4,2,3
154,4,123,0.972357723577236,1.02737752247789,1.27480014011397,100,0,TRUE,77,4,2,3
154,5,123,1.03739837398374,1.0402569113229,1.28684784687337,100,0,TRUE,77,4,2,3
